date,MSFT,AAPL,SLB
2012-07-24,24.444,74.9187,55.4221
2012-07-25,24.1757,71.6834,55.6749
2012-07-26,24.4524,71.6722,58.1712
2012-07-27,24.9556,72.9538,59.5172
2012-07-30,24.8549,74.1844,59.1745
2012-07-31,24.7124,76.1455,58.1304
2012-08-01,24.6621,75.653,58.473
2012-08-02,24.4776,75.7752,57.7796
2012-08-03,24.9472,76.7614,59.0522
2012-08-06,25.1149,77.6154,59.0603
2012-08-07,25.3749,77.4109,60.0474
2012-08-08,25.4335,77.28,60.0882
2012-08-09,25.5761,77.7207,60.6347
2012-08-10,25.509,77.8422,61.4668
2012-08-13,25.4839,78.8814,61.3444
2012-08-14,25.4332,79.093,60.7489
2012-08-15,25.4923,78.9853,60.2595
2012-08-16,25.9819,79.6753,61.1649
2012-08-17,26.0832,81.1489,61.0018
2012-08-20,25.9481,83.2825,60.6429
2012-08-21,25.9988,82.1443,60.651
2012-08-22,25.7793,83.7483,61.0345
2012-08-23,25.543,82.967,60.5205
2012-08-24,25.7962,83.0409,60.8468
2012-08-27,25.9059,84.6009,61.0589
2012-08-28,25.8553,84.4908,60.6755
2012-08-29,25.8721,84.3242,59.738
2012-08-30,25.5936,83.1222,58.8463
2012-08-31,26.0157,83.2938,59.4873
2012-09-04,25.6527,84.5121,58.6983
2012-09-05,25.6527,83.9186,58.5586
2012-09-06,26.463,84.6748,59.5531
2012-09-07,26.1254,85.1969,60.1366
2012-09-10,25.9312,82.9807,59.7421
2012-09-11,25.9903,82.7115,60.5393
2012-09-12,25.9819,83.8635,61.0818
2012-09-13,26.1169,85.515,62.1913
2012-09-14,26.3449,86.5542,63.7776
2012-09-17,26.3449,87.6185,63.3994
2012-09-18,26.3195,87.8852,62.6515
2012-09-19,26.2098,87.909,61.4023
2012-09-20,26.5474,87.4832,61.8297
2012-09-21,26.328,87.6573,61.6571
2012-09-24,25.9819,86.4929,61.0325
2012-09-25,25.6527,84.333,59.7421
2012-09-26,25.467,83.2863,59.2161
2012-09-27,25.4585,85.3071,60.1942
2012-09-28,25.1209,83.5267,59.4462
2012-10-01,24.893,82.5613,59.6517
2012-10-02,25.0365,82.8017,59.3887
2012-10-03,25.2053,84.0713,58.5093
2012-10-04,25.3488,83.4891,58.9038
2012-10-05,25.1969,81.7099,58.7559
2012-10-08,25.1378,79.9044,58.8545
2012-10-09,24.7157,79.6139,58.9531
2012-10-10,24.4625,80.2475,58.4189
2012-10-11,24.4372,78.6435,59.5202
2012-10-12,24.6482,78.8451,59.3312
2012-10-15,24.9099,79.4774,59.7997
2012-10-16,24.893,81.3593,60.4243
2012-10-17,24.9774,80.7107,61.2708
2012-10-18,24.9014,79.2119,61.4763
2012-10-19,24.1755,76.3572,60.8188
2012-10-22,23.6352,79.386,60.1284
2012-10-23,23.6775,76.798,58.5669
2012-10-24,23.5508,77.2324,57.6052
2012-10-25,23.534,76.3196,58.1395
2012-10-26,23.8125,75.626,57.6135
2012-10-31,24.0911,74.5392,57.145
2012-11-01,24.9183,74.692,57.6546
2012-11-02,24.9014,72.2203,56.5204
2012-11-05,25.0112,73.1994,57.4902
2012-11-06,25.2053,72.9778,58.4764
2012-11-07,24.5469,70.1855,57.6381
2012-11-08,24.319,67.6384,55.6985
2012-11-09,24.3359,68.8095,56.1916
2012-11-12,23.8209,68.2774,56.282
2012-11-13,23.055,68.2862,56.7669
2012-11-14,22.8422,67.529,55.7478
2012-11-15,22.6891,66.1127,56.8409
2012-11-16,22.5699,66.3718,56.0683
2012-11-19,22.7486,71.1578,58.0984
2012-11-20,22.7316,70.5515,57.5477
2012-11-21,22.9359,70.6509,57.7039
2012-11-23,23.5741,71.8835,58.5011
2012-11-26,23.3103,74.1514,57.8847
2012-11-27,23.0465,73.5539,57.4244
2012-11-28,23.2848,73.3225,58.1312
2012-11-29,22.9359,74.13,58.2509
2012-11-30,22.655,73.6168,59.0925
2012-12-03,22.4933,73.7313,58.5974
2012-12-04,22.4422,72.4307,58.7624
2012-12-05,22.6976,67.7693,58.8449
2012-12-06,22.7486,68.8321,58.9935
2012-12-07,22.5188,67.0724,59.2657
2012-12-10,22.9273,66.641,59.406
2012-12-11,23.2507,68.0963,59.901
2012-12-12,23.1827,67.7957,60.0578
2012-12-13,23.072,66.6247,59.868
2012-12-14,22.8167,64.1216,56.8565
2012-12-17,23.0635,65.2587,57.4918
2012-12-18,23.455,67.1542,58.8697
2012-12-19,23.2422,66.1995,58.3004
2012-12-20,23.5571,65.6234,58.6634
2012-12-21,23.3614,65.3216,57.5001
2012-12-24,23.0295,65.4272,57.1618
2012-12-26,22.8593,64.5254,57.0133
2012-12-27,22.9444,64.7845,57.071
2012-12-28,22.5954,64.0965,56.0727
2012-12-31,22.7316,66.9366,57.1783
2013-01-02,23.5061,69.0573,58.911
2013-01-03,23.1912,68.1856,58.5149
2013-01-04,22.7571,66.2863,59.4142
2013-01-07,22.7146,65.8964,59.5792
2013-01-08,22.5954,66.0737,59.8268
2013-01-09,22.7231,65.0411,59.571
2013-01-10,22.5188,65.8473,60.4374
2013-01-11,22.8337,65.4436,60.8499
2013-01-14,22.8848,63.1103,60.0413
2013-01-15,23.1571,61.1192,59.8928
2013-01-16,23.0124,63.6562,60.4126
2013-01-17,23.1912,63.2273,60.5364
2013-01-18,23.1912,62.8902,63.1189
2013-01-22,23.1061,63.4902,64.3565
2013-01-23,23.4976,64.6524,64.4968
2013-01-24,23.5146,56.6641,64.373
2013-01-25,23.7273,55.3283,65.6024
2013-01-28,23.7529,56.5798,65.4126
2013-01-29,23.838,57.6414,65.9654
2013-01-30,23.7018,57.4603,64.8515
2013-01-31,23.3614,57.2917,64.3977
2013-02-01,23.7699,57.0565,65.7591
2013-02-04,23.3529,55.6352,65.5529
2013-02-05,23.4039,57.5873,66.1387
2013-02-06,23.2678,57.5257,64.9588
2013-02-07,23.2167,59.2362,64.3565
2013-02-08,23.4465,60.0914,65.2393
2013-02-11,23.7103,60.7176,64.2987
2013-02-12,23.7273,59.1957,64.7938
2013-02-13,23.855,59.0831,64.8763
2013-02-14,23.8635,59.0299,67.2938
2013-02-15,23.838,58.2165,66.2854
2013-02-19,24.0697,58.195,66.2523
2013-02-20,23.9152,56.7856,65.043
2013-02-21,23.5891,56.4326,64.1319
2013-02-22,23.8208,57.0336,64.4301
2013-02-25,23.4862,56.0202,62.8067
2013-02-26,23.4862,56.8008,63.2208
2013-02-27,23.8637,56.2441,64.5212
2013-02-28,23.8551,55.8431,64.4798
2013-03-01,23.9839,54.4603,64.3059
2013-03-04,24.1555,53.142,63.3616
2013-03-05,24.3271,54.5451,63.7344
2013-03-06,24.104,53.8517,63.9083
2013-03-07,24.1469,54.4742,64.4549
2013-03-08,24.0268,54.6184,64.5709
2013-03-11,23.9152,55.3965,64.4218
2013-03-12,23.9495,54.2022,64.1402
2013-03-13,23.9581,54.1921,64.0988
2013-03-14,24.1469,54.7171,65.2252
2013-03-15,24.0611,56.129,65.7636
2013-03-18,24.1126,57.6548,63.2291
2013-03-19,24.1812,57.4991,61.2744
2013-03-20,24.3013,57.1942,61.1171
2013-03-21,24.1211,57.2765,60.8272
2013-03-22,24.2413,58.4379,61.5975
2013-03-25,24.164,58.6491,61.175
2013-03-26,24.164,58.3404,61.6389
2013-03-27,24.3442,57.1942,62.2021
2013-03-28,24.5502,56.0025,62.0281
2013-04-01,24.5502,54.2629,61.3076
2013-04-02,24.7132,54.3742,61.9619
2013-04-03,24.5073,54.6526,61.2993
2013-04-04,24.5416,54.1124,61.2413
2013-04-05,24.6274,53.5405,61.5809
2013-04-08,24.533,53.9213,62.0861
2013-04-09,25.4083,54.0187,62.4754
2013-04-10,25.9832,55.1207,63.7675
2013-04-11,24.8334,54.9486,63.8917
2013-04-12,24.7047,54.3755,62.6659
2013-04-15,24.6188,53.1167,59.5434
2013-04-16,24.8591,53.9251,60.7029
2013-04-17,24.739,50.9597,58.7814
2013-04-18,24.7047,49.5996,58.8062
2013-04-19,25.5456,49.4073,57.9366
2013-04-22,26.4552,50.4371,58.9967
2013-04-23,26.2578,51.3809,59.5848
2013-04-24,27.2532,51.2962,60.6035
2013-04-25,27.4077,51.6656,60.8272
2013-04-26,27.2789,52.7814,60.7444
2013-04-29,27.9826,54.416,61.3158
2013-04-30,28.4031,56.0176,61.6471
2013-05-01,28.077,55.5761,61.1171
2013-05-02,28.4545,56.3643,61.4981
2013-05-03,28.7377,56.9286,62.7156
2013-05-06,28.9608,58.2861,63.08
2013-05-07,28.5833,58.0267,63.6847
2013-05-08,28.3087,58.682,64.2644
2013-05-09,28.0255,58.1701,63.9828
2013-05-10,28.0512,57.6861,63.6267
2013-05-13,28.343,57.9116,63.8089
2013-05-14,28.9738,56.526,63.6598
2013-05-15,29.2503,54.6144,62.6825
2013-05-16,29.4491,55.3442,62.3429
2013-05-17,30.1317,55.1761,62.7322
2013-05-20,30.3132,56.4075,64.1236
2013-05-21,30.1144,55.9911,63.842
2013-05-22,29.907,56.2063,62.5996
2013-05-23,29.5095,56.3069,62.434
2013-05-24,29.6132,56.6903,61.8377
2013-05-28,30.2613,56.2178,62.4505
2013-05-29,30.1403,56.6648,62.1027
2013-05-30,30.27,57.5091,61.9619
2013-05-31,30.1576,57.2735,60.4876
2013-06-03,30.7539,57.3996,60.9305
2013-06-04,30.2354,57.22,60.5978
2013-06-05,30.0539,56.6852,60.0405
2013-06-06,30.2095,55.8383,60.9721
2013-06-07,30.823,56.2649,61.4962
2013-06-10,30.6502,55.8931,60.9721
2013-06-11,30.1058,55.7288,59.4249
2013-06-12,30.244,55.0398,59.0173
2013-06-13,30.0021,55.5199,60.2734
2013-06-14,29.7256,54.7673,59.5581
2013-06-17,30.244,55.0156,60.8057
2013-06-18,30.2268,54.9863,61.6875
2013-06-19,29.8897,53.8694,61.0553
2013-06-20,28.9392,53.0849,60.0072
2013-06-21,28.7491,52.6596,60.5812
2013-06-24,29.138,51.2638,59.2586
2013-06-25,29.0948,51.2753,59.9656
2013-06-26,29.6824,50.6946,59.7327
2013-06-27,29.9157,50.1482,59.8325
2013-06-28,29.8465,50.4985,59.6079
2013-07-01,29.691,52.1145,60.5396
2013-07-02,29.3281,53.2951,60.3982
2013-07-03,29.3886,53.5893,60.7309
2013-07-05,29.5614,53.1588,61.6293
2013-07-08,29.6651,52.857,62.2115
2013-07-09,29.6824,53.7867,63.6672
2013-07-10,29.9848,53.5804,63.3678
2013-07-11,30.8403,54.4158,63.7421
2013-07-12,30.823,54.3164,63.9167
2013-07-15,31.2551,54.4349,64.0665
2013-07-16,31.3415,54.7864,63.6506
2013-07-17,30.8835,54.8004,64.5573
2013-07-18,30.6243,54.985,65.2809
2013-07-19,27.1332,54.1178,68.8245
2013-07-22,27.6603,54.291,69.7145
2013-07-23,27.4962,53.3588,69.5149
2013-07-24,27.6171,56.0994,68.916
2013-07-25,27.1246,55.8434,68.6831
2013-07-26,27.3233,56.1605,68.1341
2013-07-29,27.2542,57.0265,67.5019
2013-07-30,27.5221,57.7307,67.7348
2013-07-31,27.5134,57.6301,67.6516
2013-08-01,27.3665,58.1586,69.4983
2013-08-02,27.5566,58.9049,68.9492
2013-08-05,27.3925,59.7849,68.9492
2013-08-06,27.2888,59.25,68.3919
2013-08-07,27.7035,59.2156,67.4187
2013-08-08,28.4208,59.0977,67.5684
2013-08-09,28.2566,58.2567,66.9529
2013-08-12,28.4035,59.9117,66.7532
2013-08-13,28.0467,62.7588,68.3919
2013-08-14,28.1511,63.9036,68.342
2013-08-15,27.6638,63.828,68.2006
2013-08-16,27.6725,64.3946,68.1424
2013-08-19,27.3157,65.0881,66.8863
2013-08-20,27.5159,64.233,67.0611
2013-08-21,27.5072,64.3984,66.5869
2013-08-22,28.1859,64.4753,68.3836
2013-08-23,30.2396,64.2266,67.9344
2013-08-26,29.7175,64.4766,68.1257
2013-08-27,28.943,62.6332,67.5185
2013-08-28,28.7342,62.9293,68.7746
2013-08-29,29.1954,63.0319,67.8762
2013-08-30,29.0648,62.4576,67.586
2013-09-03,27.7421,62.6319,68.8219
2013-09-04,27.1504,63.9279,69.1893
2013-09-05,27.1765,63.4895,70.3249
2013-09-06,27.1069,63.8677,71.0931
2013-09-09,27.5507,64.8868,72.187
2013-09-10,28.1859,63.4088,72.5627
2013-09-11,28.4905,59.9566,72.688
2013-09-12,28.447,60.595,72.2955
2013-09-13,28.7429,59.5963,72.4124
2013-09-16,28.5427,57.7017,72.6462
2013-09-17,28.6558,58.3683,73.2641
2013-09-18,28.9952,59.5682,74.2745
2013-09-19,29.2737,60.545,74.1409
2013-09-20,28.534,59.9181,73.0136
2013-09-23,28.4905,62.896,72.6796
2013-09-24,28.2381,62.6986,73.4061
2013-09-25,28.2904,61.7282,73.9572
2013-09-26,28.5166,62.3294,74.1743
2013-09-27,28.9517,61.8846,74.1659
2013-09-30,28.9604,61.1154,73.7818
2013-10-01,29.2215,62.5525,74.358
2013-10-02,29.5173,62.7575,75.026
2013-10-03,29.4651,61.9692,74.6837
2013-10-04,29.4825,61.9205,75.1596
2013-10-07,28.9778,62.5255,74.5584
2013-10-08,28.7255,61.6526,73.4395
2013-10-09,28.7777,62.3768,72.6796
2013-10-10,29.3781,62.7678,74.667
2013-10-11,29.7001,63.1742,75.168
2013-10-14,29.9785,63.5882,76.1282
2013-10-15,30.0134,63.9267,75.6022
2013-10-16,30.1439,64.2382,76.9716
2013-10-17,30.3875,64.6727,76.3453
2013-10-18,30.4224,65.2355,78.483
2013-10-21,30.4485,66.8341,78.0571
2013-10-22,30.0917,66.6431,78.8754
2013-10-23,29.3781,67.2955,77.5227
2013-10-24,29.3433,68.1865,77.5311
2013-10-25,31.0924,67.4237,77.5728
2013-10-28,30.9532,67.9262,77.5311
2013-10-29,30.9097,66.2341,78.4913
2013-10-30,30.9271,67.2879,78.3911
2013-10-31,30.8139,67.0058,78.2575
2013-11-01,30.9184,66.6636,77.6563
2013-11-04,31.2752,67.525,78.0822
2013-11-05,31.8843,67.3584,77.147
2013-11-06,33.2244,67.1675,77.8484
2013-11-07,32.6327,66.0806,76.863
2013-11-08,32.8763,67.1211,78.316
2013-11-11,32.711,66.9264,78.3828
2013-11-12,32.5108,67.0502,76.8129
2013-11-13,33.207,67.1301,77.7231
2013-11-14,33.0852,68.1011,77.9151
2013-11-15,32.9285,67.6923,77.6396
2013-11-18,32.3716,66.8723,76.838
2013-11-19,32.2138,66.9909,76.2201
2013-11-20,32.5119,66.4042,75.527
2013-11-21,32.7925,67.1959,75.9946
2013-11-22,32.9415,67.0231,77.4309
2013-11-25,33.0029,67.5312,74.9926
2013-11-26,32.7486,68.7767,74.7004
2013-11-27,32.9678,70.3962,73.4395
2013-11-29,33.4325,71.6998,73.8319
2013-12-02,33.7131,71.0757,73.4067
2013-12-03,33.5904,73.0214,73.4402
2013-12-04,34.1427,72.8512,73.1385
2013-12-05,33.3186,73.2252,72.7949
2013-12-06,33.6342,72.2091,73.8675
2013-12-09,33.9411,73.0356,73.767
2013-12-10,33.415,72.9221,72.9123
2013-12-11,32.9766,72.3819,72.1832
2013-12-12,32.6347,72.2762,72.8704
2013-12-13,32.1699,71.4883,72.376
2013-12-16,32.3453,71.8842,72.9039
2013-12-17,32.0209,71.5605,71.6804
2013-12-18,32.0735,71.0164,73.1217
2013-12-19,31.7841,70.2028,72.4597
2013-12-20,32.2664,70.7907,73.1301
2013-12-23,32.1086,73.5075,73.172
2013-12-24,32.5119,73.1955,74.0016
2013-12-26,32.8275,72.7094,74.9066
2013-12-27,32.696,72.2181,75.334
2013-12-30,32.696,71.4999,74.7223
2013-12-31,32.8013,72.338,75.51
2014-01-02,32.5821,71.3207,74.429
2014-01-03,32.3628,69.7541,74.0351
2014-01-06,31.6789,70.1344,73.7586
2014-01-07,31.9244,69.6329,73.3312
2014-01-08,31.3545,70.0739,72.8871
2014-01-09,31.1529,69.179,72.4681
2014-01-10,31.6,68.7174,73.8843
2014-01-13,30.6706,69.0771,73.2893
2014-01-14,31.3721,70.4517,74.4709
2014-01-15,32.2313,71.8661,74.4876
2014-01-16,32.3453,71.4651,74.253
2014-01-17,31.8981,69.7141,75.5938
2014-01-21,31.714,70.7972,76.3312
2014-01-22,31.5036,71.1118,76.4318
2014-01-23,31.6176,71.714,75.6357
2014-01-24,32.2752,70.4104,73.8675
2014-01-27,31.5913,70.9816,73.6664
2014-01-28,31.8017,65.3082,73.5407
2014-01-29,32.1436,64.5668,73.1553
2014-01-30,32.319,64.4417,74.4206
2014-01-31,33.1783,64.5475,73.3815
2014-02-03,31.9858,64.6674,72.2587
2014-02-04,31.8718,65.6035,73.0631
2014-02-05,31.4071,66.0935,72.2
2014-02-06,31.7228,66.4787,74.1692
2014-02-07,32.056,67.4087,74.9988
2014-02-10,32.2664,68.6164,74.6134
2014-02-11,32.5908,69.5204,75.7279
2014-02-12,32.8539,69.5153,75.4429
2014-02-13,32.9766,70.6191,75.6357
2014-02-14,32.9854,70.562,76.1323
2014-02-18,33.056,70.8215,76.2838
2014-02-19,33.1355,69.7033,76.1575
2014-02-20,33.3476,68.8965,76.6205
2014-02-21,33.5507,68.1312,75.8124
2014-02-24,33.2945,68.4296,78.043
2014-02-25,33.162,67.7174,77.9083
2014-02-26,33.1002,67.1065,77.7315
2014-02-27,33.4447,68.4451,77.9167
2014-02-28,33.8422,68.2596,78.2786
2014-03-03,33.3741,68.4568,76.8141
2014-03-04,33.9306,68.9082,77.8494
2014-03-05,33.6656,69.0535,77.4453
2014-03-06,33.7009,68.8446,78.0682
2014-03-07,33.4801,68.8044,78.2618
2014-03-10,33.4094,68.8667,78.1692
2014-03-11,33.5861,69.5373,77.3948
2014-03-12,33.8069,69.6047,76.7383
2014-03-13,33.4712,68.8317,75.9808
2014-03-14,33.3034,68.0586,74.9875
2014-03-17,33.6126,68.3245,75.5684
2014-03-18,34.9376,68.929,76.1744
2014-03-19,34.6903,68.9108,76.0565
2014-03-20,35.6267,68.5787,76.6878
2014-03-21,35.4765,69.1196,78.0009
2014-03-24,35.7769,69.9394,78.4722
2014-03-25,35.6355,70.6917,80.4334
2014-03-26,35.1497,70.016,80.324
2014-03-27,34.7698,69.715,81.2162
2014-03-28,35.6002,69.6372,82.1252
2014-03-31,36.2097,69.6216,82.0663
2014-04-01,36.5896,70.2585,82.4535
2014-04-02,36.5277,70.3753,82.2262
2014-04-03,36.2274,69.8875,82.5461
2014-04-04,35.2203,68.9834,82.5124
2014-04-07,35.1585,67.9003,82.1505
2014-04-08,35.1762,67.8964,82.8575
2014-04-09,35.7504,68.7889,83.3457
2014-04-10,34.7698,67.9017,81.9148
2014-04-11,34.6373,67.3996,81.7296
2014-04-14,34.6108,67.6681,82.8912
2014-04-15,35.1143,67.1856,84.2632
2014-04-16,35.6885,67.3218,84.9618
2014-04-17,35.344,68.091,84.0948
2014-04-21,35.2822,68.8991,85.6856
2014-04-22,35.3263,68.9679,85.8792
2014-04-23,35.0613,68.0664,86.0307
2014-04-24,35.2115,73.6466,85.6856
2014-04-25,35.2557,74.1875,85.6436
2014-04-28,36.1037,77.0606,85.2564
2014-04-29,35.7857,76.8323,85.3405
2014-04-30,35.6885,76.5418,85.4752
2014-05-01,35.3352,76.7221,84.8439
2014-05-02,35.0613,76.8647,85.0376
2014-05-05,34.8316,77.9517,85.0964
2014-05-06,34.5048,77.1021,85.0123
2014-05-07,34.8228,76.8323,85.753
2014-05-08,35.0171,76.6954,84.4063
2014-05-09,34.9288,76.3758,84.3558
2014-05-12,35.3087,77.3267,84.4147
2014-05-13,35.9581,77.448,84.381
2014-05-14,35.798,77.4623,84.7934
2014-05-15,35.2286,76.8036,83.7497
2014-05-16,35.4332,77.9371,83.8255
2014-05-19,35.362,78.8606,84.4147
2014-05-20,35.2998,78.8762,84.4989
2014-05-21,35.8958,79.085,85.5005
2014-05-22,35.6734,79.2102,85.5173
2014-05-23,35.6912,80.105,85.3405
2014-05-27,35.7535,81.605,85.9887
2014-05-28,35.5933,81.3937,85.7446
2014-05-29,35.8869,82.8767,87.4196
2014-05-30,36.4207,82.5663,87.5711
2014-06-02,36.2872,81.9989,87.7992
2014-06-03,35.8424,83.1584,87.7485
2014-06-04,35.8691,84.108,87.6387
2014-06-05,36.6609,84.4381,87.7992
2014-06-06,36.9011,84.2059,89.5567
2014-06-09,36.7142,85.5533,90.1735
2014-06-10,36.5719,86.0555,90.013
2014-06-11,36.3495,85.6994,90.0214
2014-06-12,36.1004,84.2659,89.844
2014-06-13,36.6787,83.3437,91.4663
2014-06-16,36.9189,84.1837,90.4524
2014-06-17,37.079,84.0741,89.6497
2014-06-18,37.0523,84.1654,90.4777
2014-06-19,36.9278,83.8733,90.9171
2014-06-20,37.079,83.0059,91.9564
2014-06-23,37.3548,82.9328,92.0155
2014-06-24,37.1413,82.4306,90.3932
2014-06-25,37.3904,82.5037,96.198
2014-06-26,37.1146,82.9967,98.1161
2014-06-27,37.5861,83.9828,99.5356
2014-06-30,37.0968,84.8502,99.6624
2014-07-01,37.248,85.3889,99.5779
2014-07-02,37.2747,85.3524,99.4765
2014-07-03,37.1857,85.8546,99.2821
2014-07-07,37.3548,87.6259,99.223
2014-07-08,37.1679,87.0598,98.6484
2014-07-09,37.0701,87.0963,98.8259
2014-07-10,37.0879,86.7768,97.5077
2014-07-11,37.4437,86.9411,96.9163
2014-07-14,37.4882,88.0642,97.964
2014-07-15,37.764,87.0324,96.7135
2014-07-16,39.2141,86.5394,97.9133
2014-07-17,39.6144,84.9963,96.8656
2014-07-18,39.7567,86.2198,94.9391
2014-07-21,39.8901,85.7724,95.5137
2014-07-22,39.8813,86.4846,95.8263
2014-07-23,39.9168,88.7399,94.7278
2014-07-24,39.4987,88.5938,95.5643
2014-07-25,39.5877,89.1781,94.449
2014-07-28,39.1162,90.4107,94.5419
2014-07-29,39.045,89.8264,93.8913
2014-07-30,38.7692,89.6164,93.1731
2014-07-31,38.3956,87.2881,91.5846
2014-08-01,38.1287,87.772,91.2128
2014-08-04,38.5824,87.279,92.6661
2014-08-05,38.3244,86.8498,90.4777
2014-08-06,38.022,86.7037,90.8917
2014-08-07,38.4579,86.6946,90.4185
2014-08-08,38.4312,86.9331,91.5761
2014-08-11,38.4312,88.0801,92.2774
2014-08-12,38.7159,88.0618,91.1452
2014-08-13,39.2141,89.2271,90.934
2014-08-14,39.3831,89.4657,89.4891
2014-08-15,39.8457,89.9062,90.013
2014-08-18,40.1304,90.9889,91.3734
2014-08-19,40.5779,92.246,92.4549
2014-08-20,40.2378,92.2827,92.8182
2014-08-21,40.4795,92.2919,92.4718
2014-08-22,40.4168,92.9709,92.1254
2014-08-25,40.4347,93.1728,93.1309
2014-08-26,40.2915,92.5764,93.8068
2014-08-27,40.1662,93.7142,93.8237
2014-08-28,40.1751,93.8243,93.0802
2014-08-29,40.6675,94.0537,92.9784
2014-09-02,40.3631,94.7878,91.6385
2014-09-03,40.2467,90.787,91.7318
2014-09-04,40.5153,90.0346,89.5863
2014-09-05,41.0971,90.8146,90.536
2014-09-08,41.5984,90.2548,88.611
2014-09-09,41.858,89.9153,88.1701
2014-09-10,41.9296,92.6773,88.4245
2014-09-11,42.0729,93.0719,88.5771
2014-09-12,41.8043,93.2829,86.686
2014-09-15,41.3925,93.2554,87.3899
2014-09-16,41.858,92.5488,89.0096
2014-09-17,41.6432,93.2095,87.6103
2014-09-18,41.7864,93.4022,88.5941
2014-09-19,42.5383,92.6406,87.5256
2014-09-22,42.1266,92.7323,86.262
2014-09-23,41.679,94.1822,86.5758
2014-09-24,42.1445,93.3655,86.5588
2014-09-25,41.2135,89.8052,85.6599
2014-09-26,41.5447,92.4479,87.7376
2014-09-29,41.5716,91.8606,87.5849
2014-09-30,41.5,92.4479,86.2365
2014-10-01,41.0882,91.0073,83.8281
2014-10-02,40.9629,91.6679,82.9207
2014-10-03,41.2583,91.411,83.0225
2014-10-06,41.2583,91.411,83.5822
2014-10-07,40.757,90.6127,83.3024
2014-10-08,41.8759,92.4938,83.4804
2014-10-09,41.0434,92.6957,80.4953
2014-10-10,39.4142,92.4296,78.9265
2014-10-13,39.0741,91.5854,77.1117
2014-10-14,39.1457,90.6127,75.4411
2014-10-15,38.6891,89.5024,75.6531
2014-10-16,38.2595,88.3279,76.8658
2014-10-17,39.0562,89.6217,79.6897
2014-10-20,39.459,91.5395,80.224
2014-10-21,40.1751,94.0262,82.8953
2014-10-22,39.7275,94.5033,81.4027
2014-10-23,40.3004,96.1917,83.3278
2014-10-24,41.2941,96.5495,82.4628
2014-10-27,41.0971,96.4486,79.3081
2014-10-28,41.6163,97.9443,81.8437
2014-10-29,41.7327,98.4949,82.607
2014-10-30,41.2225,98.1645,82.785
2014-10-31,42.0281,99.1005,83.667
2014-11-03,42.4667,100.3851,81.8522
2014-11-04,42.5831,99.651,79.8508
2014-11-05,42.8427,99.8896,81.954
2014-11-06,43.5946,100.1753,82.2423
2014-11-07,43.5768,100.461,83.7264
2014-11-10,43.7647,100.2951,83.3532
2014-11-11,43.7468,101.0969,83.4126
2014-11-12,43.6663,102.5253,82.6239
2014-11-13,44.4093,103.9722,80.436
2014-11-14,44.3824,105.2255,80.8346
2014-11-17,44.275,105.0504,81.0975
2014-11-18,43.9056,106.4144,80.8007
2014-11-19,43.4372,105.6771,80.5632
2014-11-20,43.8696,107.1885,81.53
2014-11-21,43.221,107.3359,82.997
2014-11-24,42.8697,109.3265,83.4889
2014-11-25,42.7616,108.3773,80.7328
2014-11-26,43.0138,109.6675,78.706
2014-11-28,43.0679,109.603,72.8885
2014-12-01,43.7975,106.0457,72.2836
2014-12-02,43.6534,105.6402,72.6073
2014-12-03,43.3111,106.8383,73.9194
2014-12-04,43.9957,106.4328,74.4903
2014-12-05,43.6174,105.9812,74.2602
2014-12-08,42.9688,103.5851,71.7468
2014-12-09,42.8697,105.1702,72.8203
2014-12-10,42.2481,103.1704,70.8607
2014-12-11,42.4914,102.8663,70.7244
2014-12-12,42.2932,101.1245,68.1599
2014-12-15,42.041,99.7422,68.0747
2014-12-16,40.6807,98.3782,68.3218
2014-12-17,41.2032,100.8296,70.6136
2014-12-18,42.8066,103.8155,71.7639
2014-12-19,42.9328,103.0138,74.5669
2014-12-22,43.221,104.0828,73.9109
2014-12-23,43.6444,103.7141,74.3965
2014-12-24,43.3652,103.2257,74.175
2014-12-26,43.1309,105.0504,74.2346
2014-12-29,42.7436,104.9767,74.4221
2014-12-30,42.3562,103.6957,73.6468
2014-12-31,41.8428,101.7235,72.7692
2015-01-02,42.122,100.7559,72.9907
2015-01-05,41.7347,97.9174,71.0141
2015-01-06,41.1221,97.9267,69.6253
2015-01-07,41.6446,99.2998,69.6168
2015-01-08,42.8697,103.1151,70.4603
2015-01-09,42.5094,103.2257,69.1993
2015-01-12,41.9779,100.6822,66.4985
2015-01-13,41.7617,101.5761,66.2685
2015-01-14,41.4014,101.189,66.7882
2015-01-15,40.969,98.4427,65.2887
2015-01-16,41.6536,97.6778,69.2931
2015-01-20,41.7887,100.1937,68.5688
2015-01-21,41.3653,100.9586,70.0428
2015-01-22,42.4553,103.5851,69.9832
2015-01-23,42.5004,104.1196,69.8639
2015-01-26,42.3472,104.2302,71.2953
2015-01-27,38.4287,100.5808,72.0365
2015-01-28,37.1045,106.2669,68.7989
2015-01-29,37.8432,109.5754,69.7787
2015-01-30,36.3929,107.9718,70.1962
2015-02-02,37.1856,109.3265,72.1132
2015-02-03,37.4738,109.345,74.192
2015-02-04,37.69,110.1836,72.0365
2015-02-05,38.2395,110.97,73.2037
2015-02-06,38.2035,110.0356,73.4082
2015-02-09,38.1584,110.7665,73.5453
2015-02-10,38.3746,112.8945,73.0312
2015-02-11,38.1765,115.5406,72.6112
2015-02-12,38.816,117.0024,73.6653
2015-02-13,39.5187,117.5761,75.7392
