date,MSFT,AAPL,SLB,AMZN,TSLA,XOM,WMT,T,FB,V
2003-08-27,17.11,1.34,16.89,45.88,,23.98,42.02,9.63,,
2003-08-28,17.17,1.38,17.57,45.94,,24.18,42.16,9.67,,
2003-08-29,17.17,1.41,17.71,46.32,,24.27,42.06,9.53,,
2003-09-02,17.65,1.42,17.64,47.33,,24.45,42.6,9.54,,
2003-09-03,18.33,1.43,17.47,46.19,,24.52,42.64,9.73,,
2003-09-04,18.41,1.42,17.09,47.29,,24.57,42.71,9.81,,
2003-09-05,18.38,1.4,17.33,46.52,,24.45,41.87,9.76,,
2003-09-08,18.68,1.42,17.7,47.28,,24.77,41.65,9.81,,
2003-09-09,18.37,1.39,17.52,46.68,,24.54,40.56,9.72,,
2003-09-10,17.84,1.38,17.22,46.22,,24.46,40.42,9.88,,
2003-09-11,18.03,1.41,17.21,45.19,,24.46,40.88,9.88,,
2003-09-12,18.35,1.44,17.29,45.68,,24.29,40.86,9.94,,
2003-09-15,18.37,1.38,17.21,45.51,,24.15,41.05,9.78,,
2003-09-16,18.72,1.39,17.32,46.24,,24.28,41.53,9.93,,
2003-09-17,18.46,1.38,17.26,46.16,,23.72,40.94,9.96,,
2003-09-18,19.1,1.43,17.62,47.89,,23.87,41.58,10.2,,
2003-09-19,19.4,1.41,18.24,47.58,,23.81,41.33,10.12,,
2003-09-22,18.83,1.38,18.27,47.47,,23.64,40.57,9.92,,
2003-09-23,19.17,1.4,18.14,50.44,,23.86,40.96,9.55,,
2003-09-24,18.43,1.33,18.22,49.61,,23.76,40.25,9.29,,
2003-09-25,18.29,1.27,17.67,50.05,,23.92,40.44,9.35,,
2003-09-26,18.26,1.29,17.43,48.56,,23.68,40.38,9.25,,
2003-09-29,18.67,1.33,17.59,49.86,,23.83,40.69,9.32,,
2003-09-30,18.0,1.29,17.32,48.43,,23.56,39.7,9.44,,
2003-10-01,18.47,1.3,17.7,49.12,,24.05,40.56,9.59,,
2003-10-02,18.46,1.28,17.77,50.09,,24.18,40.63,9.54,,
2003-10-03,18.83,1.35,17.92,52.89,,24.3,40.93,9.59,,
2003-10-06,18.9,1.39,18.02,54.15,,24.52,41.29,9.66,,
2003-10-07,18.87,1.45,18.06,54.91,,24.68,41.94,9.72,,
2003-10-08,18.66,1.44,18.07,55.7,,24.49,41.67,9.52,,
2003-10-09,18.74,1.46,18.0,57.86,,24.43,41.98,9.46,,
2003-10-10,18.72,1.48,18.17,58.06,,24.66,41.6,9.43,,
2003-10-13,18.64,1.52,18.06,58.3,,24.77,41.97,9.32,,
2003-10-14,18.57,1.53,17.94,59.91,,24.94,42.24,9.19,,
2003-10-15,18.93,1.55,17.62,58.55,,24.78,42.06,9.29,,
2003-10-16,19.04,1.45,17.9,59.91,,25.05,42.29,9.43,,
2003-10-17,18.84,1.42,17.71,59.69,,24.89,41.9,9.45,,
2003-10-20,19.11,1.45,17.83,59.59,,24.86,42.01,9.62,,
2003-10-21,19.11,1.44,18.37,59.35,,24.69,41.99,9.45,,
2003-10-22,18.81,1.42,17.15,54.03,,24.05,41.47,9.49,,
2003-10-23,18.83,1.43,17.17,54.32,,24.21,41.8,9.59,,
2003-10-24,17.33,1.41,16.85,54.51,,24.37,41.38,9.85,,
2003-10-27,17.53,1.41,16.82,54.82,,24.3,41.15,10.08,,
2003-10-28,17.71,1.48,16.9,56.73,,24.46,41.84,10.13,,
2003-10-29,17.41,1.48,16.64,56.69,,24.34,41.9,10.17,,
2003-10-30,17.01,1.44,16.55,55.83,,23.37,41.87,10.08,,
2003-10-31,17.02,1.43,16.8,54.43,,23.55,41.97,10.3,,
2003-11-03,17.38,1.44,16.51,56.74,,23.62,42.04,10.34,,
2003-11-04,16.98,1.43,16.64,56.86,,23.38,41.77,10.25,,
2003-11-05,17.0,1.44,16.71,56.74,,23.2,41.24,10.13,,
2003-11-06,17.08,1.44,16.69,54.99,,23.13,41.73,9.94,,
2003-11-07,17.0,1.4,16.68,54.31,,23.05,41.6,9.86,,
2003-11-10,16.93,1.37,16.49,51.98,,23.18,41.38,10.09,,
2003-11-11,16.8,1.34,16.56,52.23,,23.37,41.5,10.11,,
2003-11-12,16.92,1.39,16.7,54.13,,23.35,41.27,10.11,,
2003-11-13,16.73,1.4,17.04,54.8,,23.51,39.53,10.01,,
2003-11-14,16.61,1.34,17.03,52.45,,23.34,39.16,10.14,,
2003-11-17,16.38,1.32,16.8,50.36,,23.08,39.16,10.04,,
2003-11-18,16.38,1.27,16.5,48.5,,22.79,38.96,9.92,,
2003-11-19,16.51,1.27,16.65,49.53,,22.98,39.31,9.89,,
2003-11-20,16.35,1.27,16.62,48.85,,22.89,39.21,9.85,,
2003-11-21,16.35,1.26,16.55,48.58,,22.91,39.03,9.89,,
2003-11-24,16.76,1.32,16.56,51.33,,23.05,39.93,9.9,,
2003-11-25,16.54,1.29,16.68,52.47,,23.22,39.9,10.07,,
2003-11-26,16.57,1.29,16.78,52.96,,23.52,39.66,10.04,,
2003-11-28,16.74,1.3,16.79,53.97,,23.47,39.62,10.0,,
2003-12-01,16.83,1.35,16.72,54.65,,23.59,38.81,9.96,,
2003-12-02,16.71,1.34,17.12,53.93,,23.66,37.75,9.95,,
2003-12-03,16.72,1.31,16.9,51.51,,23.69,37.52,9.94,,
2003-12-04,17.06,1.32,17.23,51.8,,24.0,37.75,10.32,,
2003-12-05,16.92,1.3,17.62,51.56,,23.85,38.08,10.47,,
2003-12-08,17.09,1.31,17.79,51.08,,24.25,38.02,10.38,,
2003-12-09,17.18,1.27,17.82,49.34,,24.4,37.46,10.29,,
2003-12-10,17.32,1.27,17.88,49.2,,24.5,37.7,10.57,,
2003-12-11,17.33,1.32,17.91,50.8,,24.58,37.6,10.65,,
2003-12-12,17.36,1.3,18.22,50.99,,24.68,37.38,10.55,,
2003-12-15,17.41,1.26,18.09,50.41,,24.51,36.13,10.68,,
2003-12-16,17.62,1.25,18.15,49.5,,24.94,36.59,10.64,,
2003-12-17,17.61,1.24,18.16,47.58,,25.21,37.02,10.77,,
2003-12-18,17.84,1.25,19.01,48.75,,25.55,37.52,10.87,,
2003-12-19,17.82,1.23,19.15,49.24,,25.67,37.34,10.84,,
2003-12-22,17.7,1.24,19.7,49.89,,25.59,37.85,10.93,,
2003-12-23,17.68,1.23,19.46,52.48,,25.77,37.64,10.87,,
2003-12-24,17.61,1.27,19.81,53.32,,25.82,37.4,10.79,,
2003-12-26,17.72,1.3,19.92,53.47,,25.97,37.46,10.83,,
2003-12-29,17.88,1.32,20.06,53.47,,26.31,37.73,11.12,,
2003-12-30,17.92,1.33,20.02,52.83,,26.37,37.65,11.19,,
2003-12-31,17.82,1.33,19.72,52.62,,26.58,37.84,11.2,,
2004-01-02,17.88,1.33,19.7,51.9,,26.34,37.3,11.23,,
2004-01-05,18.33,1.38,20.01,53.27,,26.96,37.18,11.62,,
2004-01-06,18.39,1.38,19.79,53.03,,26.78,38.05,11.65,,
2004-01-07,18.37,1.41,19.3,51.9,,26.58,38.15,11.77,,
2004-01-08,18.34,1.46,19.41,50.24,,26.52,37.99,11.99,,
2004-01-09,18.01,1.43,19.46,51.59,,26.12,37.38,11.38,,
2004-01-12,17.96,1.48,19.23,52.95,,26.49,37.45,11.66,,
2004-01-13,17.86,1.5,19.28,54.91,,26.37,37.63,11.49,,
2004-01-14,18.04,1.51,19.18,55.8,,26.37,37.9,11.59,,
2004-01-15,17.94,1.42,18.99,56.18,,26.11,38.15,11.62,,
2004-01-16,18.11,1.42,19.42,55.72,,26.26,38.15,11.5,,
2004-01-20,18.3,1.42,20.05,56.61,,26.5,37.77,11.73,,
2004-01-21,18.43,1.41,20.2,56.2,,26.86,38.12,11.51,,
2004-01-22,18.24,1.38,20.03,57.18,,26.76,37.93,11.43,,
2004-01-23,18.55,1.41,21.54,57.11,,26.61,38.67,11.48,,
2004-01-26,18.76,1.43,22.01,57.03,,26.94,38.95,11.6,,
2004-01-27,18.4,1.44,22.34,55.74,,26.7,38.82,11.27,,
2004-01-28,18.05,1.4,22.29,51.96,,26.46,38.0,11.1,,
2004-01-29,18.18,1.41,22.28,49.22,,26.89,38.86,11.17,,
2004-01-30,18.01,1.41,22.05,50.4,,26.45,38.41,11.08,,
2004-02-02,17.84,1.39,22.2,48.27,,26.38,39.01,11.5,,
2004-02-03,17.77,1.39,22.21,44.94,,26.2,39.24,11.33,,
2004-02-04,17.59,1.36,22.23,45.39,,26.16,39.51,11.1,,
2004-02-05,17.56,1.4,21.93,46.04,,26.18,40.12,11.16,,
2004-02-06,17.64,1.42,22.06,46.35,,26.26,41.07,11.3,,
2004-02-09,17.52,1.41,22.39,45.86,,26.57,40.89,11.14,,
2004-02-10,17.6,1.43,22.87,45.59,,26.81,41.04,11.27,,
2004-02-11,17.68,1.48,22.87,47.14,,27.35,40.71,11.28,,
2004-02-12,17.55,1.48,23.06,47.06,,27.34,40.64,11.14,,
2004-02-13,17.32,1.43,23.08,46.38,,27.34,40.17,10.88,,
2004-02-17,17.58,1.44,23.09,45.53,,27.55,41.03,10.8,,
2004-02-18,17.43,1.45,22.71,44.87,,27.27,40.8,10.62,,
2004-02-19,17.23,1.4,22.86,44.65,,27.37,41.64,10.51,,
2004-02-20,17.3,1.4,22.74,45.17,,27.42,42.39,10.37,,
2004-02-23,17.33,1.38,22.91,43.97,,27.78,42.83,10.43,,
2004-02-24,17.51,1.39,23.37,42.32,,27.6,42.76,10.48,,
2004-02-25,17.39,1.42,23.37,42.94,,27.82,42.71,10.49,,
2004-02-26,17.26,1.44,23.48,43.65,,27.6,42.37,10.48,,
2004-02-27,17.28,1.49,23.38,43.01,,27.51,42.48,10.43,,
2004-03-01,17.39,1.5,24.1,42.97,,27.74,43.12,10.54,,
2004-03-02,17.19,1.48,24.06,42.01,,27.42,42.48,11.07,,
2004-03-03,17.17,1.49,23.85,43.17,,27.33,43.05,10.97,,
2004-03-04,17.17,1.57,23.7,44.39,,27.24,43.55,10.94,,
2004-03-05,17.16,1.67,23.56,44.09,,27.72,42.97,10.87,,
2004-03-08,16.82,1.62,23.61,43.5,,27.76,43.12,10.93,,
2004-03-09,16.75,1.69,23.49,42.71,,27.91,43.0,10.92,,
2004-03-10,16.52,1.73,22.91,41.55,,27.68,41.91,10.57,,
2004-03-11,16.34,1.69,22.54,41.28,,26.97,41.3,10.45,,
2004-03-12,16.53,1.72,22.66,42.44,,27.42,41.71,10.58,,
2004-03-15,16.39,1.65,22.72,41.08,,27.26,41.3,10.5,,
2004-03-16,16.4,1.61,22.66,42.13,,27.44,41.35,10.54,,
2004-03-17,16.37,1.63,23.48,42.8,,27.56,41.71,10.66,,
2004-03-18,16.21,1.6,23.56,43.01,,27.7,42.14,10.73,,
2004-03-19,16.04,1.61,23.08,42.8,,27.07,41.89,10.7,,
2004-03-22,15.96,1.61,22.61,40.85,,26.71,41.53,10.47,,
2004-03-23,15.73,1.58,22.53,40.23,,26.59,41.61,10.42,,
2004-03-24,15.9,1.59,22.15,39.63,,26.16,41.88,10.3,,
2004-03-25,16.41,1.68,22.16,41.99,,26.26,42.76,10.46,,
2004-03-26,16.3,1.69,22.29,41.7,,26.58,42.47,10.39,,
2004-03-29,16.48,1.74,22.25,42.76,,26.81,42.99,10.53,,
2004-03-30,16.41,1.74,23.01,43.8,,27.11,42.89,10.58,,
2004-03-31,16.24,1.69,23.15,43.28,,27.13,42.67,10.66,,
2004-04-01,16.33,1.69,22.44,44.74,,27.09,41.71,10.74,,
2004-04-02,16.84,1.71,22.4,46.09,,27.34,41.89,10.8,,
2004-04-05,16.9,1.77,22.33,46.96,,27.56,41.92,11.01,,
2004-04-06,16.8,1.73,22.23,46.44,,27.52,42.19,11.02,,
2004-04-07,16.67,1.7,22.03,45.85,,27.33,41.45,10.81,,
2004-04-08,16.59,1.72,22.22,48.1,,27.69,40.53,10.76,,
2004-04-12,16.68,1.75,22.75,47.96,,28.12,40.99,10.76,,
2004-04-13,16.57,1.68,22.49,46.58,,27.93,40.37,10.67,,
2004-04-14,16.61,1.66,22.41,46.79,,28.25,41.05,10.63,,
2004-04-15,16.42,1.83,22.73,46.99,,28.49,41.31,10.72,,
2004-04-16,16.39,1.82,23.26,45.5,,28.61,41.78,10.63,,
2004-04-19,16.63,1.77,23.04,47.11,,28.53,41.73,10.74,,
2004-04-20,16.5,1.73,22.62,45.2,,28.25,41.53,10.72,,
2004-04-21,16.57,1.73,22.41,45.72,,28.02,41.71,10.9,,
2004-04-22,16.9,1.73,23.15,48.86,,28.25,41.89,11.17,,
2004-04-23,17.94,1.73,22.37,46.29,,28.03,42.16,11.18,,
2004-04-26,17.74,1.69,22.47,47.25,,28.06,41.56,11.22,,
2004-04-27,17.73,1.68,22.64,48.0,,28.54,41.89,11.21,,
2004-04-28,17.3,1.65,22.12,46.97,,28.13,41.45,11.09,,
2004-04-29,17.25,1.67,21.35,46.19,,27.75,41.16,11.16,,
2004-04-30,17.02,1.61,21.22,43.6,,27.76,40.75,10.95,,
2004-05-03,17.16,1.63,21.6,44.41,,28.49,40.42,11.1,,
2004-05-04,17.15,1.63,21.46,43.95,,28.39,40.03,11.18,,
2004-05-05,17.13,1.66,21.17,44.26,,28.7,39.93,11.19,,
2004-05-06,17.01,1.66,20.87,43.14,,28.59,39.02,11.13,,
2004-05-07,16.79,1.66,20.32,41.9,,28.21,38.53,10.88,,
2004-05-10,16.89,1.64,20.11,41.26,,27.43,39.48,10.78,,
2004-05-11,16.89,1.69,20.17,42.7,,27.97,38.98,10.77,,
2004-05-12,16.89,1.7,20.56,43.02,,28.23,39.36,10.78,,
2004-05-13,17.0,1.69,20.8,43.61,,28.06,39.5,10.86,,
2004-05-14,16.84,1.69,20.77,43.05,,28.41,39.36,10.78,,
2004-05-17,16.63,1.66,20.79,42.08,,28.27,39.1,10.69,,
2004-05-18,16.82,1.69,20.68,41.99,,28.03,39.47,10.82,,
2004-05-19,16.69,1.65,20.64,41.69,,27.97,39.25,10.74,,
2004-05-20,16.76,1.66,20.64,40.98,,28.06,39.3,10.69,,
2004-05-21,16.86,1.69,20.52,41.17,,27.97,39.48,10.7,,
2004-05-24,16.78,1.7,21.04,41.63,,28.1,39.4,10.64,,
2004-05-25,17.0,1.77,21.37,43.62,,28.77,39.76,10.58,,
2004-05-26,17.02,1.78,21.07,44.69,,28.59,39.61,10.34,,
2004-05-27,17.06,1.76,20.63,47.62,,28.48,40.11,10.49,,
2004-05-28,17.08,1.75,20.87,48.5,,28.4,39.93,10.42,,
2004-06-01,17.0,1.75,21.13,50.23,,28.69,39.73,10.44,,
2004-06-02,17.02,1.8,20.85,50.35,,28.74,40.38,10.5,,
2004-06-03,16.86,1.77,20.51,49.4,,28.59,40.56,10.43,,
2004-06-04,16.9,1.79,20.57,50.95,,28.48,40.55,10.53,,
2004-06-07,17.21,1.86,21.14,51.76,,28.89,41.2,10.68,,
2004-06-08,17.32,1.89,21.13,51.94,,28.82,41.33,10.71,,
2004-06-09,17.24,1.88,21.14,50.24,,28.53,40.87,10.83,,
2004-06-10,17.43,1.92,21.31,49.94,,28.88,40.99,10.91,,
2004-06-14,17.52,1.88,21.42,49.25,,28.79,40.4,10.8,,
2004-06-15,17.85,1.91,21.87,50.11,,28.94,40.64,10.76,,
2004-06-16,17.79,2.04,22.71,50.57,,29.37,40.21,10.75,,
2004-06-17,18.09,2.05,22.64,49.77,,29.39,40.02,10.79,,
2004-06-18,18.46,2.05,22.64,49.6,,29.53,39.86,10.82,,
2004-06-21,18.46,2.02,22.44,49.77,,29.37,39.36,10.73,,
2004-06-22,18.42,2.06,22.45,49.0,,29.48,38.74,10.59,,
2004-06-23,18.43,2.1,23.08,50.81,,29.85,38.37,10.67,,
2004-06-24,18.49,2.07,22.9,51.02,,29.72,38.09,10.46,,
2004-06-25,18.61,2.1,23.09,51.8,,29.05,37.63,10.47,,
2004-06-28,18.42,2.03,22.77,53.39,,29.14,37.59,10.62,,
2004-06-29,18.56,2.03,22.74,53.71,,29.26,37.25,10.67,,
2004-06-30,18.6,2.03,23.18,54.4,,29.16,37.62,10.67,,
2004-07-01,18.65,2.01,23.15,52.56,,29.28,37.09,10.62,,
2004-07-02,18.61,1.94,23.2,52.59,,29.36,37.21,10.61,,
2004-07-06,18.25,1.93,23.03,51.24,,29.61,37.32,10.61,,
2004-07-07,18.3,1.89,22.98,51.0,,29.79,37.49,10.63,,
2004-07-08,18.0,1.88,22.78,49.5,,29.76,37.39,10.45,,
2004-07-09,18.14,1.87,22.92,48.32,,29.84,37.09,10.51,,
2004-07-12,18.16,1.82,22.77,49.05,,29.83,37.41,10.55,,
2004-07-13,17.97,1.82,22.74,49.6,,29.68,37.99,10.43,,
2004-07-14,18.32,1.84,23.2,49.5,,29.85,37.68,10.49,,
2004-07-15,18.15,2.05,23.68,48.67,,29.76,37.5,10.25,,
2004-07-16,17.9,2.01,23.69,47.1,,30.09,37.73,10.29,,
2004-07-19,18.2,1.99,23.72,46.02,,30.14,37.88,10.32,,
2004-07-20,18.44,2.01,23.87,46.99,,30.14,38.16,10.37,,
2004-07-21,18.8,1.97,23.41,44.76,,29.66,38.06,10.34,,
2004-07-22,18.89,1.97,23.45,45.82,,29.8,37.91,10.51,,
2004-07-23,18.25,1.91,23.0,39.98,,29.76,38.09,10.79,,
2004-07-26,18.66,1.95,22.77,38.78,,29.76,37.73,11.03,,
2004-07-27,18.52,2.02,23.36,39.11,,29.81,38.62,11.29,,
2004-07-28,18.61,2.01,23.58,37.97,,30.08,38.63,11.32,,
2004-07-29,18.55,2.03,23.63,38.58,,30.22,38.32,11.32,,
2004-07-30,18.55,2.02,23.47,38.92,,30.4,37.99,11.29,,
2004-08-02,18.57,1.97,23.53,38.3,,30.37,38.11,11.36,,
2004-08-03,18.28,1.95,23.62,37.61,,30.79,37.89,11.39,,
2004-08-04,18.27,1.98,23.13,37.12,,30.36,38.12,11.4,,
2004-08-05,17.93,1.96,22.95,35.61,,30.09,37.3,11.27,,
2004-08-06,17.68,1.86,22.45,35.49,,29.62,36.78,11.07,,
2004-08-09,17.7,1.89,22.75,35.32,,29.91,36.81,11.08,,
2004-08-10,18.05,1.96,22.48,37.1,,29.74,37.34,11.25,,
2004-08-11,17.85,1.93,22.26,36.56,,29.81,37.0,11.27,,
2004-08-12,17.51,1.89,21.88,36.29,,29.43,37.73,11.25,,
2004-08-13,17.6,1.92,21.9,36.13,,29.67,38.26,11.17,,
2004-08-16,17.64,1.92,21.95,37.95,,29.78,38.91,11.38,,
2004-08-17,17.62,1.92,21.5,38.23,,29.3,39.39,11.31,,
2004-08-18,17.88,1.98,21.9,39.36,,29.6,39.12,11.4,,
2004-08-19,17.66,1.91,21.86,38.63,,29.78,39.4,11.39,,
2004-08-20,17.71,1.92,22.33,39.51,,29.89,39.25,11.39,,
2004-08-23,17.79,1.94,22.03,39.45,,29.72,38.64,11.41,,
2004-08-24,17.79,1.99,22.08,39.05,,29.62,38.69,11.4,,
2004-08-25,18.0,2.06,22.33,40.3,,29.85,38.86,11.45,,
2004-08-26,17.92,2.16,22.69,40.19,,29.89,38.7,11.47,,
2004-08-27,17.94,2.14,22.73,39.9,,30.01,38.47,11.52,,
2004-08-30,17.83,2.13,22.46,38.31,,29.81,38.21,11.5,,
2004-08-31,17.83,2.15,22.69,38.14,,30.45,37.83,11.49,,
2004-09-01,17.89,2.24,23.12,38.24,,30.67,37.8,11.58,,
2004-09-02,18.04,2.22,23.18,39.18,,31.03,38.15,11.67,,
2004-09-03,17.71,2.2,23.68,38.74,,31.08,38.25,11.68,,
2004-09-07,17.87,2.23,23.5,38.51,,31.14,38.28,11.89,,
2004-09-08,17.81,2.27,23.53,38.01,,31.09,38.13,11.83,,
2004-09-09,17.82,2.23,23.79,38.07,,31.36,37.76,11.72,,
2004-09-10,17.96,2.24,23.61,38.57,,31.29,38.39,11.84,,
2004-09-13,17.8,2.22,23.71,40.01,,31.37,38.32,11.96,,
2004-09-14,17.92,2.21,23.52,42.67,,31.35,38.23,11.86,,
2004-09-15,17.76,2.19,23.61,42.21,,31.33,38.0,11.61,,
2004-09-16,17.81,2.27,23.66,42.57,,31.41,37.9,11.84,,
2004-09-17,17.97,2.32,24.22,42.96,,31.95,37.69,11.8,,
2004-09-20,17.97,2.35,23.94,43.27,,31.84,37.49,11.78,,
2004-09-21,17.81,2.37,24.36,43.29,,32.69,37.54,11.77,,
2004-09-22,17.71,2.3,24.39,41.38,,32.27,37.11,11.75,,
2004-09-23,17.86,2.32,24.41,41.83,,31.55,37.74,11.6,,
2004-09-24,17.83,2.32,24.47,40.94,,31.59,37.93,11.61,,
2004-09-27,17.76,2.34,24.26,39.93,,31.68,37.72,11.57,,
2004-09-28,17.81,2.37,24.84,39.43,,32.05,37.91,11.51,,
2004-09-29,18.01,2.41,24.69,40.84,,31.8,38.07,11.59,,
2004-09-30,18.06,2.42,24.71,40.86,,31.92,38.21,11.56,,
2004-10-01,18.45,2.41,25.06,40.47,,32.29,38.16,11.73,,
2004-10-04,18.37,2.42,24.95,41.01,,32.31,38.29,11.99,,
2004-10-05,18.54,2.45,24.94,40.96,,32.58,38.36,12.12,,
2004-10-06,18.64,2.53,25.43,41.36,,33.04,38.77,12.24,,
2004-10-07,18.4,2.47,25.16,41.15,,32.85,38.46,12.17,,
2004-10-08,18.28,2.43,25.41,40.0,,32.92,37.96,12.1,,
2004-10-11,18.33,2.41,24.97,40.15,,32.89,38.0,12.11,,
2004-10-12,18.31,2.39,24.44,40.22,,32.61,38.01,12.12,,
2004-10-13,18.31,2.48,23.95,39.98,,32.02,37.75,12.01,,
2004-10-14,18.16,2.8,24.36,39.1,,32.17,37.42,11.88,,
2004-10-15,18.28,2.84,24.51,38.55,,32.38,37.73,12.03,,
2004-10-18,18.56,2.98,24.06,39.27,,32.2,38.01,12.13,,
2004-10-19,18.41,2.96,23.9,38.33,,31.91,37.84,12.04,,
2004-10-20,18.75,2.96,24.53,38.35,,32.28,37.69,11.93,,
2004-10-21,18.65,2.99,24.85,39.47,,32.24,37.43,11.58,,
2004-10-22,18.12,2.96,24.16,34.6,,32.17,37.34,11.38,,
2004-10-25,18.05,2.96,23.98,33.97,,32.24,37.57,11.27,,
2004-10-26,18.22,2.99,24.05,33.83,,32.62,37.94,11.16,,
2004-10-27,18.39,3.14,23.15,34.23,,32.33,38.59,11.25,,
2004-10-28,18.3,3.25,22.78,34.45,,32.11,38.78,11.43,,
2004-10-29,18.27,3.27,23.11,34.13,,32.51,38.73,11.39,,
2004-11-01,18.34,3.27,22.87,35.1,,32.25,38.68,11.57,,
2004-11-02,18.45,3.34,22.47,36.24,,31.99,38.89,11.5,,
2004-11-03,18.6,3.45,23.0,35.92,,32.54,39.13,11.59,,
2004-11-04,18.94,3.39,23.18,36.91,,33.15,40.41,11.78,,
2004-11-05,19.14,3.41,23.37,36.56,,33.28,40.56,11.83,,
2004-11-08,19.12,3.39,22.93,37.32,,33.14,40.6,11.85,,
2004-11-09,19.45,3.37,23.0,37.4,,32.75,40.45,11.79,,
2004-11-10,19.42,3.41,23.47,38.09,,32.98,40.26,11.71,,
2004-11-11,19.58,3.45,23.57,38.83,,32.98,40.67,11.81,,
2004-11-12,19.58,3.46,24.11,40.46,,33.48,40.83,12.02,,
2004-11-15,19.94,3.44,23.4,40.89,,32.92,41.44,11.89,,
2004-11-16,19.74,3.42,23.54,40.07,,32.81,40.86,11.78,,
2004-11-17,19.78,3.42,23.7,39.9,,33.2,40.4,11.8,,
2004-11-18,19.71,3.45,23.97,40.37,,33.24,40.08,11.77,,
2004-11-19,19.55,3.44,24.27,38.55,,33.46,39.68,11.67,,
2004-11-22,19.4,3.82,24.34,38.05,,33.81,39.99,11.5,,
2004-11-23,19.31,3.82,24.27,38.31,,34.0,39.97,11.48,,
2004-11-24,19.39,3.99,24.66,38.75,,34.19,39.86,11.43,,
2004-11-26,19.36,4.02,24.63,39.09,,34.3,39.73,11.49,,
2004-11-29,19.49,4.27,24.26,38.94,,34.11,38.18,11.43,,
2004-11-30,19.52,4.18,24.1,39.68,,34.03,37.39,11.35,,
2004-12-01,19.84,4.23,23.36,39.98,,33.97,37.94,11.62,,
2004-12-02,19.72,4.07,22.78,40.17,,33.32,38.07,11.77,,
2004-12-03,19.82,3.91,23.3,40.09,,33.38,38.02,11.64,,
2004-12-06,19.9,4.1,23.26,39.49,,33.3,37.72,11.5,,
2004-12-07,19.71,3.92,22.86,38.2,,33.0,37.71,11.46,,
2004-12-08,19.92,3.94,22.87,38.72,,33.22,37.72,11.39,,
2004-12-09,19.82,3.99,23.24,39.82,,33.42,37.9,11.28,,
2004-12-10,19.71,4.06,23.13,39.05,,33.3,37.86,11.41,,
2004-12-13,19.84,4.05,23.53,39.83,,33.65,38.03,11.61,,
2004-12-14,19.82,4.07,23.9,40.44,,33.64,38.43,11.7,,
2004-12-15,19.74,4.07,24.28,41.0,,33.54,38.18,11.58,,
2004-12-16,19.77,4.15,24.05,40.05,,33.27,37.98,11.59,,
2004-12-17,19.63,4.05,24.08,40.01,,33.07,37.46,11.59,,
2004-12-20,19.62,3.91,24.47,38.95,,33.91,37.58,11.64,,
2004-12-21,19.71,3.97,24.79,39.39,,34.33,37.87,11.68,,
2004-12-22,19.63,3.97,24.51,39.52,,34.06,38.14,11.7,,
2004-12-23,19.66,3.99,24.75,38.93,,34.51,37.84,11.73,,
2004-12-27,19.55,3.94,24.32,42.25,,33.79,38.01,11.7,,
2004-12-28,19.62,4.0,24.49,44.63,,33.9,38.33,11.74,,
2004-12-29,19.58,4.02,24.75,44.82,,33.95,38.48,11.67,,
2004-12-30,19.48,4.04,24.72,44.97,,33.89,38.2,11.61,,
2004-12-31,19.45,4.01,24.72,44.29,,34.04,38.03,11.62,,
2005-01-03,19.47,3.95,23.73,44.52,,33.26,38.41,11.54,,
2005-01-04,19.54,3.99,23.55,42.14,,33.04,38.32,11.41,,
2005-01-05,19.5,4.02,23.62,41.77,,32.87,38.37,11.47,,
2005-01-06,19.47,4.02,24.08,41.05,,33.28,38.92,11.48,,
2005-01-07,19.42,4.32,23.46,42.32,,33.06,38.87,11.45,,
2005-01-10,19.51,4.3,23.61,41.84,,33.19,38.68,11.37,,
2005-01-11,19.46,4.02,23.44,41.64,,33.1,38.59,11.26,,
2005-01-12,19.5,4.08,23.65,42.3,,33.6,38.94,11.33,,
2005-01-13,19.12,4.35,23.71,42.6,,33.57,38.62,11.15,,
2005-01-14,19.02,4.38,23.77,44.55,,33.91,38.87,11.15,,
2005-01-18,19.16,4.4,23.82,44.58,,34.2,39.23,11.36,,
2005-01-19,18.91,4.36,23.95,43.96,,33.9,38.72,11.32,,
2005-01-20,18.83,4.39,23.83,42.36,,33.68,38.43,11.17,,
2005-01-21,18.67,4.39,23.87,41.16,,33.5,38.17,11.22,,
2005-01-24,18.69,4.41,24.3,40.38,,33.95,38.21,11.21,,
2005-01-25,18.94,4.49,24.55,40.94,,34.09,38.36,11.16,,
2005-01-26,18.94,4.5,24.72,41.34,,34.33,38.36,11.22,,
2005-01-27,19.01,4.53,24.93,42.31,,34.37,38.22,10.81,,
2005-01-28,19.06,4.61,24.76,42.22,,34.05,37.75,10.78,,
2005-01-31,19.13,4.79,25.13,43.22,,34.27,37.73,10.85,,
2005-02-01,19.21,4.83,25.23,42.48,,35.38,37.88,10.92,,
2005-02-02,19.26,4.96,25.89,41.88,,35.81,38.2,11.14,,
2005-02-03,19.06,4.85,25.99,35.75,,36.21,38.46,11.24,,
2005-02-04,19.16,4.91,26.07,35.72,,36.72,38.49,11.23,,
2005-02-07,19.04,4.92,25.75,35.69,,36.79,38.53,11.17,,
2005-02-08,19.1,5.04,26.02,36.3,,37.22,38.3,11.24,,
2005-02-09,18.98,4.91,25.97,35.89,,37.06,37.82,11.13,,
