date,rain,snow,temperature
2009-06-03,No,No,91.9
2009-06-04,Yes,No,90.0
2009-06-05,Yes,No,80.1
2009-06-06,No,No,75.9
2009-06-07,No,No,86.0
2009-06-08,No,No,91.0
2009-06-09,Yes,No,93.9
2009-06-10,Yes,No,84.9
2009-06-11,Yes,No,89.1
2009-06-12,No,No,91.0
2009-06-13,No,No,91.9
2009-06-14,No,No,86.0
2009-06-15,Yes,No,84.9
2009-06-16,Yes,No,73.0
2009-06-17,Yes,No,80.1
2009-06-18,Yes,No,91.0
2009-06-19,No,No,91.0
2009-06-20,No,No,96.1
2009-06-21,No,No,90.0
2009-06-22,No,No,88.0
2009-06-23,Yes,No,89.1
2009-06-24,No,No,91.0
2009-06-25,No,No,95.0
2009-06-26,No,No,97.0
2009-06-27,No,No,93.9
2009-06-28,No,No,91.9
2009-06-29,No,No,91.9
2009-06-30,No,No,95.0
2009-07-01,Yes,No,97.0
2009-07-02,Yes,No,91.9
2009-07-03,Yes,No,87.1
2009-07-04,No,No,90.0
2009-07-05,Yes,No,82.0
2009-07-06,Yes,No,82.9
2009-07-07,No,No,91.0
2009-07-08,No,No,91.0
2009-07-09,No,No,87.1
2009-07-10,No,No,84.0
2009-07-11,Yes,No,91.0
2009-07-12,No,No,97.0
2009-07-13,Yes,No,82.0
2009-07-14,No,No,88.0
2009-07-15,No,No,91.9
2009-07-16,Yes,No,91.0
2009-07-17,Yes,No,97.0
2009-07-18,Yes,No,86.0
2009-07-19,No,No,88.0
2009-07-20,Yes,No,79.0
2009-07-21,No,No,88.0
2009-07-22,No,No,91.9
2009-07-23,Yes,No,93.0
2009-07-24,Yes,No,91.9
2009-07-25,Yes,No,96.1
2009-07-26,Yes,No,99.0
2009-07-27,No,No,93.9
2009-07-28,Yes,No,95.0
2009-07-29,Yes,No,91.9
2009-07-30,Yes,No,95.0
2009-07-31,Yes,No,93.0
2009-08-01,No,No,91.9
2009-08-02,Yes,No,82.9
2009-08-03,Yes,No,95.0
2009-08-04,Yes,No,95.0
2009-08-05,Yes,No,96.1
2009-08-06,Yes,No,84.9
2009-08-07,No,No,88.0
2009-08-08,No,No,91.0
2009-08-09,No,No,99.0
2009-08-10,No,No,99.0
2009-08-11,No,No,99.0
2009-08-12,Yes,No,84.0
2009-08-13,Yes,No,81.0
2009-08-14,No,No,84.9
2009-08-15,No,No,88.0
2009-08-16,Yes,No,90.0
2009-08-17,Yes,No,93.0
2009-08-18,No,No,96.1
2009-08-19,No,No,98.1
2009-08-20,Yes,No,91.9
2009-08-21,No,No,93.9
2009-08-22,Yes,No,86.0
2009-08-23,Yes,No,84.9
2009-08-24,No,No,87.1
2009-08-25,No,No,88.0
2009-08-26,No,No,95.0
2009-08-27,No,No,93.9
2009-08-28,Yes,No,90.0
2009-08-29,Yes,No,91.9
2009-08-30,Yes,No,86.0
2009-08-31,Yes,No,72.0
2009-09-01,No,No,79.0
2009-09-02,No,No,79.0
2009-09-03,No,No,81.0
2009-09-04,No,No,87.1
2009-09-05,No,No,89.1
2009-09-06,No,No,87.1
2009-09-07,Yes,No,79.0
2009-09-08,Yes,No,80.1
2009-09-09,No,No,82.0
2009-09-10,No,No,72.0
2009-09-11,No,No,82.9
2009-09-12,No,No,87.1
2009-09-13,No,No,82.0
2009-09-14,No,No,87.1
2009-09-15,No,No,91.0
2009-09-16,Yes,No,79.0
2009-09-17,Yes,No,71.1
2009-09-18,No,No,77.0
2009-09-19,No,No,81.0
2009-09-20,No,No,78.1
2009-09-21,No,No,82.0
2009-09-22,Yes,No,81.0
2009-09-23,Yes,No,82.9
2009-09-24,Yes,No,90.0
2009-09-25,Yes,No,77.0
2009-09-26,Yes,No,68.0
2009-09-27,Yes,No,81.0
2009-09-28,Yes,No,86.0
2009-09-29,No,No,72.0
2009-09-30,No,No,75.0
2009-10-01,No,No,73.0
2009-10-02,No,No,77.0
2009-10-03,No,No,82.0
2009-10-04,No,No,75.0
2009-10-05,Yes,No,66.9
2009-10-06,Yes,No,66.0
2009-10-07,Yes,No,82.9
2009-10-08,No,No,73.9
2009-10-09,No,No,82.9
2009-10-10,Yes,No,79.0
2009-10-11,Yes,No,70.0
2009-10-12,Yes,No,60.1
2009-10-13,No,No,77.0
2009-10-14,Yes,No,61.0
2009-10-15,Yes,No,55.0
2009-10-16,No,No,57.9
2009-10-17,No,No,57.9
2009-10-18,Yes,No,52.0
2009-10-19,No,No,61.0
2009-10-20,No,No,72.0
2009-10-21,No,No,78.1
2009-10-22,No,No,78.1
2009-10-23,Yes,No,81.0
2009-10-24,Yes,No,81.0
2009-10-25,No,No,60.1
2009-10-26,Yes,No,64.0
2009-10-27,Yes,No,62.1
2009-10-28,Yes,No,75.9
2009-10-29,No,No,68.0
2009-10-30,No,No,61.0
2009-10-31,Yes,No,80.1
2009-11-01,Yes,No,70.0
2009-11-02,No,No,60.1
2009-11-03,No,No,71.1
2009-11-04,No,No,64.0
2009-11-05,No,No,64.9
2009-11-06,No,No,60.1
2009-11-07,No,No,66.0
2009-11-08,No,No,75.9
2009-11-09,No,No,75.9
2009-11-10,Yes,No,63.0
2009-11-11,Yes,No,57.0
2009-11-12,Yes,No,48.0
2009-11-13,Yes,No,55.0
2009-11-14,Yes,No,66.9
2009-11-15,No,No,73.0
2009-11-16,No,No,73.9
2009-11-17,No,No,63.0
2009-11-18,Yes,No,62.1
2009-11-19,Yes,No,73.0
2009-11-20,No,No,63.0
2009-11-21,No,No,57.0
2009-11-22,Yes,No,57.0
2009-11-23,Yes,No,52.0
2009-11-24,No,No,57.9
2009-11-25,No,No,55.9
2009-11-26,Yes,No,61.0
2009-11-27,Yes,No,54.0
2009-11-28,No,No,57.9
2009-11-29,No,No,71.1
2009-11-30,Yes,No,62.1
2009-12-01,No,No,55.9
2009-12-02,Yes,No,68.0
2009-12-03,No,No,68.0
2009-12-04,Yes,No,55.9
2009-12-05,Yes,No,48.0
2009-12-06,No,No,44.1
2009-12-07,No,No,51.1
2009-12-08,Yes,No,46.0
2009-12-09,Yes,No,70.0
2009-12-10,No,No,59.0
2009-12-11,No,No,36.0
2009-12-12,Yes,No,43.0
2009-12-13,Yes,No,42.1
2009-12-14,No,No,50.0
2009-12-15,No,No,59.0
2009-12-16,No,No,48.9
2009-12-17,No,No,45.0
2009-12-18,Yes,Yes,37.0
2009-12-19,Yes,No,34.0
2009-12-20,No,No,45.0
2009-12-21,No,No,48.9
2009-12-22,No,No,48.9
2009-12-23,No,No,53.1
2009-12-24,No,No,48.0
2009-12-25,Yes,No,59.0
2009-12-26,No,No,53.1
2009-12-27,No,No,55.0
2009-12-28,No,No,46.0
2009-12-29,No,No,42.1
2009-12-30,Yes,No,37.9
2009-12-31,Yes,No,46.0
2010-01-01,No,No,48.0
2010-01-02,No,No,32.0
2010-01-03,No,No,32.0
2010-01-04,No,No,36.0
2010-01-05,No,No,36.0
2010-01-06,No,No,41.0
2010-01-07,No,No,48.0
2010-01-08,Yes,No,42.1
2010-01-09,No,No,37.0
2010-01-10,No,No,37.0
2010-01-11,No,No,45.0
2010-01-12,No,No,37.9
2010-01-13,No,No,46.0
2010-01-14,No,No,57.0
2010-01-15,No,No,63.0
2010-01-16,Yes,No,62.1
2010-01-17,Yes,No,68.0
2010-01-18,No,No,62.1
2010-01-19,No,No,66.0
2010-01-20,Yes,No,64.9
2010-01-21,Yes,No,41.0
2010-01-22,No,No,39.9
2010-01-23,No,No,50.0
2010-01-24,Yes,No,64.9
2010-01-25,Yes,No,66.0
2010-01-26,No,No,51.1
2010-01-27,No,No,51.1
2010-01-28,No,No,63.0
2010-01-29,Yes,Yes,46.0
2010-01-30,Yes,Yes,28.0
2010-01-31,Yes,Yes,37.9
2010-02-01,No,No,48.0
2010-02-02,Yes,No,37.0
2010-02-03,Yes,No,51.1
2010-02-04,No,No,44.1
2010-02-05,Yes,Yes,42.1
2010-02-06,Yes,Yes,37.0
2010-02-07,No,No,42.1
2010-02-08,No,No,46.0
2010-02-09,Yes,No,39.9
2010-02-10,No,No,37.9
2010-02-11,No,No,45.0
2010-02-12,Yes,Yes,39.0
2010-02-13,Yes,Yes,42.1
2010-02-14,No,No,46.9
2010-02-15,Yes,No,51.1
2010-02-16,No,No,41.0
2010-02-17,No,No,43.0
2010-02-18,No,No,50.0
2010-02-19,No,No,54.0
2010-02-20,No,No,59.0
2010-02-21,No,No,64.9
2010-02-22,Yes,No,52.0
2010-02-23,No,No,53.1
2010-02-24,Yes,No,48.0
2010-02-25,Yes,Yes,42.1
2010-02-26,No,No,50.0
2010-02-27,No,No,51.1
2010-02-28,No,No,51.1
2010-03-01,No,No,54.0
2010-03-02,Yes,Yes,42.1
2010-03-03,Yes,Yes,44.1
2010-03-04,No,No,51.1
2010-03-05,No,No,51.1
2010-03-06,No,No,55.9
2010-03-07,No,No,63.0
2010-03-08,No,No,66.0
2010-03-09,No,No,73.0
2010-03-10,Yes,No,69.1
2010-03-11,Yes,No,69.1
2010-03-12,Yes,No,64.0
2010-03-13,No,No,68.0
2010-03-14,Yes,No,62.1
2010-03-15,No,No,62.1
2010-03-16,No,No,52.0
2010-03-17,No,No,64.0
2010-03-18,No,No,68.0
2010-03-19,No,No,73.9
2010-03-20,No,No,78.1
2010-03-21,No,No,69.1
2010-03-22,Yes,No,66.0
2010-03-23,Yes,No,66.0
2010-03-24,No,No,73.9
2010-03-25,No,No,75.9
2010-03-26,Yes,No,66.9
2010-03-27,No,No,57.9
2010-03-28,Yes,No,69.1
2010-03-29,Yes,No,66.9
2010-03-30,No,No,69.1
2010-03-31,No,No,77.0
2010-04-01,No,No,84.0
2010-04-02,No,No,88.0
2010-04-03,No,No,80.1
2010-04-04,No,No,82.9
2010-04-05,No,No,88.0
2010-04-06,No,No,90.0
2010-04-07,No,No,87.1
2010-04-08,Yes,No,81.0
2010-04-09,Yes,No,66.0
2010-04-10,No,No,70.0
2010-04-11,No,No,75.9
2010-04-12,No,No,78.1
2010-04-13,Yes,No,79.0
2010-04-14,No,No,57.0
2010-04-15,No,No,75.0
2010-04-16,No,No,86.0
2010-04-17,No,No,78.1
2010-04-18,No,No,66.0
2010-04-19,No,No,68.0
2010-04-20,No,No,73.9
2010-04-21,Yes,No,64.9
2010-04-22,No,No,75.0
2010-04-23,No,No,72.0
2010-04-24,Yes,No,77.0
2010-04-25,Yes,No,81.0
2010-04-26,Yes,No,78.1
2010-04-27,No,No,68.0
2010-04-28,No,No,66.9
2010-04-29,No,No,75.0
2010-04-30,No,No,82.9
2010-05-01,No,No,89.1
2010-05-02,No,No,91.9
2010-05-03,Yes,No,78.1
2010-05-04,No,No,82.0
2010-05-05,No,No,89.1
2010-05-06,Yes,No,91.9
2010-05-07,No,No,90.0
2010-05-08,No,No,90.0
2010-05-09,No,No,68.0
2010-05-10,No,No,68.0
2010-05-11,Yes,No,68.0
2010-05-12,Yes,No,84.9
2010-05-13,No,No,75.9
2010-05-14,Yes,No,93.9
2010-05-15,Yes,No,95.0
2010-05-16,Yes,No,82.0
2010-05-17,Yes,No,77.0
2010-05-18,Yes,No,63.0
2010-05-19,Yes,No,70.0
2010-05-20,No,No,79.0
2010-05-21,No,No,84.0
2010-05-22,Yes,No,82.0
2010-05-23,Yes,No,80.1
2010-05-24,Yes,No,73.0
2010-05-25,Yes,No,78.1
2010-05-26,No,No,82.9
2010-05-27,No,No,91.0
2010-05-28,Yes,No,87.1
2010-05-29,Yes,No,84.0
2010-05-30,No,No,88.0
2010-05-31,Yes,No,88.0
2010-06-01,Yes,No,84.9
2010-06-02,Yes,No,88.0
2010-06-03,No,No,89.1
2010-06-04,No,No,91.9
2010-06-05,Yes,No,91.9
2010-06-06,Yes,No,93.0
2010-06-07,No,No,82.0
2010-06-08,No,No,82.9
2010-06-09,No,No,88.0
2010-06-10,No,No,91.0
2010-06-11,No,No,91.0
2010-06-12,Yes,No,93.9
2010-06-13,Yes,No,96.1
2010-06-14,No,No,93.0
2010-06-15,Yes,No,93.9
2010-06-16,Yes,No,91.0
2010-06-17,No,No,91.0
2010-06-18,No,No,88.0
2010-06-19,No,No,93.0
2010-06-20,No,No,93.9
2010-06-21,No,No,93.0
2010-06-22,No,No,98.1
2010-06-23,Yes,No,97.0
2010-06-24,No,No,99.0
2010-06-25,No,No,93.9
2010-06-26,No,No,97.0
2010-06-27,No,No,100.9
2010-06-28,No,No,99.0
2010-06-29,No,No,96.1
2010-06-30,Yes,No,78.1
2010-07-01,No,No,81.0
2010-07-02,No,No,82.9
2010-07-03,No,No,87.1
2010-07-04,No,No,93.0
2010-07-05,No,No,97.0
2010-07-06,No,No,100.9
2010-07-07,No,No,102.0
2010-07-08,Yes,No,99.0
2010-07-09,Yes,No,95.0
2010-07-10,Yes,No,91.0
2010-07-11,No,No,96.1
2010-07-12,Yes,No,87.1
2010-07-13,Yes,No,93.0
2010-07-14,Yes,No,91.9
2010-07-15,No,No,96.1
2010-07-16,No,No,97.0
2010-07-17,Yes,No,88.0
2010-07-18,Yes,No,95.0
2010-07-19,No,No,93.0
2010-07-20,Yes,No,98.1
2010-07-21,Yes,No,97.0
2010-07-22,No,No,97.0
2010-07-23,Yes,No,100.0
2010-07-24,No,No,100.0
2010-07-25,No,No,102.0
2010-07-26,No,No,93.9
2010-07-27,Yes,No,82.9
2010-07-28,No,No,93.9
2010-07-29,Yes,No,97.0
2010-07-30,No,No,89.1
2010-07-31,Yes,No,78.1
2010-08-01,Yes,No,79.0
2010-08-02,No,No,86.0
2010-08-03,No,No,91.0
2010-08-04,Yes,No,95.0
2010-08-05,Yes,No,95.0
2010-08-06,No,No,91.9
2010-08-07,No,No,89.1
2010-08-08,No,No,90.0
2010-08-09,No,No,93.0
2010-08-10,No,No,97.0
2010-08-11,Yes,No,98.1
2010-08-12,Yes,No,97.0
2010-08-13,No,No,88.0
2010-08-14,No,No,88.0
2010-08-15,No,No,93.0
2010-08-16,No,No,95.0
2010-08-17,No,No,97.0
2010-08-18,Yes,No,96.1
2010-08-19,Yes,No,84.0
2010-08-20,Yes,No,90.0
2010-08-21,No,No,90.0
2010-08-22,Yes,No,91.0
2010-08-23,Yes,No,89.1
2010-08-24,Yes,No,82.9
2010-08-25,Yes,No,80.1
2010-08-26,No,No,90.0
2010-08-27,No,No,91.0
2010-08-28,No,No,90.0
2010-08-29,No,No,90.0
2010-08-30,No,No,98.1
2010-08-31,No,No,97.0
2010-09-01,No,No,95.0
2010-09-02,No,No,89.1
2010-09-03,No,No,99.0
2010-09-04,No,No,87.1
2010-09-05,No,No,87.1
2010-09-06,No,No,90.0
2010-09-07,No,No,93.9
2010-09-08,Yes,No,91.0
2010-09-09,No,No,91.9
2010-09-10,No,No,88.0
2010-09-11,Yes,No,79.0
2010-09-12,Yes,No,88.0
2010-09-13,No,No,87.1
2010-09-14,No,No,96.1
2010-09-15,No,No,93.9
2010-09-16,No,No,93.9
2010-09-17,No,No,95.0
2010-09-18,No,No,87.1
2010-09-19,No,No,93.0
2010-09-20,No,No,93.0
2010-09-21,No,No,89.1
2010-09-22,No,No,96.1
2010-09-23,No,No,99.0
2010-09-24,No,No,96.1
2010-09-25,No,No,98.1
2010-09-26,Yes,No,84.0
2010-09-27,Yes,No,75.9
2010-09-28,Yes,No,81.0
2010-09-29,Yes,No,69.1
2010-09-30,Yes,No,77.0
2010-10-01,Yes,No,78.1
2010-10-02,No,No,73.9
2010-10-03,No,No,72.0
2010-10-04,No,No,68.0
2010-10-05,No,No,69.1
2010-10-06,No,No,70.0
2010-10-07,No,No,82.0
2010-10-08,No,No,79.0
2010-10-09,No,No,84.0
2010-10-10,No,No,87.1
2010-10-11,No,No,87.1
2010-10-12,No,No,88.0
2010-10-13,No,No,79.0
2010-10-14,Yes,No,71.1
2010-10-15,Yes,No,71.1
2010-10-16,No,No,70.0
2010-10-17,No,No,78.1
2010-10-18,No,No,82.0
2010-10-19,No,No,79.0
2010-10-20,Yes,No,64.9
2010-10-21,No,No,78.1
2010-10-22,No,No,68.0
2010-10-23,No,No,73.9
2010-10-24,No,No,78.1
2010-10-25,Yes,No,78.1
2010-10-26,Yes,No,81.0
2010-10-27,Yes,No,87.1
2010-10-28,Yes,No,82.0
2010-10-29,No,No,62.1
2010-10-30,No,No,64.9
2010-10-31,No,No,75.0
2010-11-01,No,No,63.0
2010-11-02,No,No,57.9
2010-11-03,Yes,No,55.9
2010-11-04,Yes,No,54.0
2010-11-05,Yes,No,61.0
2010-11-06,Yes,No,53.1
2010-11-07,No,No,53.1
2010-11-08,No,No,66.9
2010-11-09,No,No,73.0
2010-11-10,No,No,70.0
2010-11-11,No,No,66.0
2010-11-12,No,No,66.0
2010-11-13,No,No,69.1
2010-11-14,No,No,70.0
2010-11-15,No,No,70.0
2010-11-16,Yes,No,66.9
2010-11-17,Yes,No,64.9
2010-11-18,No,No,62.1
2010-11-19,No,No,61.0
2010-11-20,No,No,69.1
2010-11-21,No,No,69.1
2010-11-22,No,No,73.0
2010-11-23,Yes,No,77.0
2010-11-24,No,No,63.0
2010-11-25,Yes,No,61.0
2010-11-26,Yes,No,66.0
2010-11-27,No,No,54.0
2010-11-28,No,No,52.0
2010-11-29,Yes,No,55.0
2010-11-30,Yes,No,72.0
2010-12-01,Yes,No,70.0
2010-12-02,No,No,48.9
2010-12-03,No,No,48.9
2010-12-04,Yes,Yes,41.0
2010-12-05,No,No,41.0
2010-12-06,No,No,37.9
2010-12-07,No,No,35.1
2010-12-08,No,No,37.9
2010-12-09,No,No,42.1
2010-12-10,No,No,48.0
2010-12-11,Yes,No,41.0
2010-12-12,Yes,No,52.0
2010-12-13,Yes,Yes,36.0
2010-12-14,No,No,35.1
2010-12-15,No,No,37.0
2010-12-16,Yes,Yes,35.1
2010-12-17,No,No,43.0
2010-12-18,Yes,Yes,39.0
2010-12-19,No,No,43.0
2010-12-20,No,No,42.1
2010-12-21,No,No,42.1
2010-12-22,No,No,52.0
2010-12-23,No,No,45.0
2010-12-24,No,No,46.9
2010-12-25,Yes,Yes,44.1
2010-12-26,Yes,Yes,33.1
2010-12-27,No,No,37.0
2010-12-28,No,No,46.9
2010-12-29,No,No,46.9
2010-12-30,No,No,46.0
2010-12-31,No,No,61.0
2011-01-01,Yes,No,63.0
2011-01-02,Yes,No,62.1
2011-01-03,No,No,45.0
2011-01-04,No,No,54.0
2011-01-05,No,No,46.0
2011-01-06,Yes,No,48.0
2011-01-07,Yes,No,46.0
2011-01-08,No,Yes,44.1
2011-01-09,No,No,35.1
2011-01-10,Yes,Yes,34.0
2011-01-11,Yes,No,32.0
2011-01-12,No,No,37.9
2011-01-13,No,No,42.1
2011-01-14,No,No,41.0
2011-01-15,No,No,50.0
2011-01-16,No,No,53.1
2011-01-17,Yes,No,46.0
2011-01-18,Yes,No,46.9
2011-01-19,No,No,61.0
2011-01-20,No,No,51.1
2011-01-21,Yes,No,46.9
2011-01-22,No,No,32.0
2011-01-23,No,No,46.0
2011-01-24,No,No,39.9
2011-01-25,Yes,No,51.1
2011-01-26,Yes,No,43.0
2011-01-27,No,No,48.0
2011-01-28,No,No,55.9
2011-01-29,No,No,57.9
2011-01-30,No,No,69.1
2011-01-31,No,No,46.9
2011-02-01,Yes,No,53.1
2011-02-02,Yes,No,68.0
2011-02-03,Yes,No,44.1
2011-02-04,Yes,No,37.0
2011-02-05,Yes,No,48.9
2011-02-06,No,No,54.0
2011-02-07,Yes,No,57.9
2011-02-08,Yes,No,50.0
2011-02-09,No,Yes,48.0
2011-02-10,No,Yes,46.0
2011-02-11,No,No,51.1
2011-02-12,No,No,57.0
2011-02-13,No,No,61.0
2011-02-14,No,No,72.0
2011-02-15,No,No,57.0
2011-02-16,No,No,63.0
2011-02-17,No,No,71.1
2011-02-18,No,No,78.1
2011-02-19,No,No,68.0
2011-02-20,No,No,62.1
2011-02-21,No,No,75.9
2011-02-22,No,No,64.9
2011-02-23,No,No,53.1
2011-02-24,Yes,No,59.0
2011-02-25,Yes,No,73.9
2011-02-26,No,No,61.0
2011-02-27,No,No,81.0
2011-02-28,Yes,No,81.0
2011-03-01,No,No,57.0
2011-03-02,No,No,66.0
2011-03-03,No,No,53.1
2011-03-04,No,No,61.0
2011-03-05,No,No,69.1
2011-03-06,Yes,No,64.9
2011-03-07,No,No,54.0
2011-03-08,No,No,57.9
2011-03-09,Yes,No,61.0
2011-03-10,Yes,No,68.0
2011-03-11,No,No,51.1
2011-03-12,No,No,69.1
2011-03-13,No,No,77.0
2011-03-14,No,No,57.9
2011-03-15,Yes,No,55.9
2011-03-16,Yes,No,64.0
2011-03-17,No,No,70.0
2011-03-18,No,No,84.9
2011-03-19,No,No,75.0
2011-03-20,No,No,60.1
2011-03-21,No,No,75.0
2011-03-22,No,No,84.9
2011-03-23,Yes,No,82.9
2011-03-24,Yes,No,68.0
2011-03-25,No,No,57.0
2011-03-26,Yes,No,50.0
2011-03-27,Yes,No,39.9
2011-03-28,Yes,No,48.9
2011-03-29,No,No,62.1
2011-03-30,Yes,No,48.0
2011-03-31,Yes,No,48.0
2011-04-01,No,No,55.0
2011-04-02,Yes,No,64.9
2011-04-03,No,No,71.1
2011-04-04,No,No,84.9
2011-04-05,Yes,No,71.1
2011-04-06,No,No,68.0
2011-04-07,No,No,79.0
2011-04-08,Yes,No,82.0
2011-04-09,Yes,No,57.0
2011-04-10,No,No,72.0
2011-04-11,No,No,84.0
2011-04-12,Yes,No,73.0
2011-04-13,No,No,72.0
2011-04-14,No,No,75.0
2011-04-15,No,No,75.9
2011-04-16,Yes,No,73.9
2011-04-17,No,No,71.1
2011-04-18,No,No,80.1
2011-04-19,No,No,84.9
2011-04-20,No,No,84.0
2011-04-21,Yes,No,73.0
2011-04-22,Yes,No,57.9
2011-04-23,Yes,No,78.1
2011-04-24,No,No,87.1
2011-04-25,No,No,84.0
2011-04-26,Yes,No,82.9
2011-04-27,Yes,No,87.1
2011-04-28,Yes,No,78.1
2011-04-29,No,No,75.9
2011-04-30,No,No,77.0
2011-05-01,No,No,75.0
2011-05-02,No,No,82.9
2011-05-03,No,No,84.9
2011-05-04,Yes,No,71.1
2011-05-05,No,No,68.0
2011-05-06,Yes,No,72.0
2011-05-07,Yes,No,73.9
2011-05-08,Yes,No,71.1
2011-05-09,No,No,80.1
2011-05-10,Yes,No,82.0
2011-05-11,Yes,No,79.0
2011-05-12,Yes,No,66.0
2011-05-13,Yes,No,79.0
2011-05-14,Yes,No,79.0
2011-05-15,Yes,No,80.1
2011-05-16,No,No,78.1
2011-05-17,Yes,No,72.0
2011-05-18,No,No,75.0
2011-05-19,No,No,78.1
2011-05-20,Yes,No,82.0
2011-05-21,No,No,84.0
2011-05-22,No,No,89.1
2011-05-23,Yes,No,91.0
2011-05-24,No,No,93.0
2011-05-25,No,No,93.0
2011-05-26,No,No,93.0
2011-05-27,No,No,82.0
2011-05-28,Yes,No,86.0
2011-05-29,No,No,89.1
2011-05-30,No,No,93.9
2011-05-31,No,No,95.0
2011-06-01,No,No,95.0
2011-06-02,No,No,95.0
2011-06-03,No,No,84.9
2011-06-04,No,No,89.1
2011-06-05,No,No,90.0
2011-06-06,No,No,90.0
2011-06-07,No,No,93.0
2011-06-08,No,No,97.0
2011-06-09,No,No,97.0
2011-06-10,Yes,No,96.1
2011-06-11,Yes,No,93.9
2011-06-12,Yes,No,93.9
2011-06-13,No,No,84.9
2011-06-14,No,No,84.0
2011-06-15,No,No,82.9
2011-06-16,No,No,91.0
2011-06-17,No,No,91.9
2011-06-18,Yes,No,95.0
2011-06-19,No,No,91.9
2011-06-20,No,No,93.0
2011-06-21,No,No,95.0
2011-06-22,No,No,96.1
2011-06-23,No,No,91.9
2011-06-24,Yes,No,96.1
2011-06-25,No,No,89.1
2011-06-26,Yes,No,93.9
2011-06-27,Yes,No,93.0
2011-06-28,Yes,No,99.0
2011-06-29,Yes,No,93.0
2011-06-30,No,No,91.0
2011-07-01,No,No,93.0
2011-07-02,No,No,95.0
2011-07-03,Yes,No,97.0
2011-07-04,Yes,No,99.0
2011-07-05,No,No,91.9
2011-07-06,Yes,No,89.1
2011-07-07,Yes,No,93.9
2011-07-08,Yes,No,91.9
2011-07-09,Yes,No,89.1
2011-07-10,No,No,91.9
2011-07-11,No,No,96.1
2011-07-12,No,No,100.0
2011-07-13,Yes,No,97.0
2011-07-14,No,No,87.1
2011-07-15,No,No,86.0
2011-07-16,No,No,89.1
2011-07-17,No,No,88.0
2011-07-18,No,No,93.9
2011-07-19,No,No,96.1
2011-07-20,Yes,No,100.0
2011-07-21,No,No,102.0
2011-07-22,No,No,102.9
2011-07-23,No,No,102.9
2011-07-24,No,No,100.9
2011-07-25,Yes,No,97.0
2011-07-26,No,No,93.0
2011-07-27,No,No,99.0
2011-07-28,No,No,102.0
2011-07-29,No,No,104.0
2011-07-30,Yes,No,100.0
2011-07-31,Yes,No,84.9
2011-08-01,No,No,93.9
2011-08-02,No,No,97.0
2011-08-03,Yes,No,98.1
2011-08-04,No,No,95.0
2011-08-05,Yes,No,89.1
2011-08-06,No,No,89.1
2011-08-07,No,No,96.1
2011-08-08,No,No,96.1
2011-08-09,No,No,93.9
2011-08-10,No,No,93.9
2011-08-11,No,No,89.1
2011-08-12,No,No,88.0
2011-08-13,Yes,No,82.0
2011-08-14,Yes,No,87.1
2011-08-15,No,No,84.9
2011-08-16,No,No,88.0
2011-08-17,No,No,89.1
2011-08-18,No,No,89.1
2011-08-19,No,No,91.0
2011-08-20,No,No,89.1
2011-08-21,Yes,No,91.9
2011-08-22,No,No,89.1
2011-08-23,No,No,84.0
2011-08-24,No,No,88.0
2011-08-25,No,No,91.0
2011-08-26,Yes,No,89.1
2011-08-27,Yes,No,78.1
2011-08-28,No,No,91.9
2011-08-29,Yes,No,90.0
2011-08-30,No,No,82.0
2011-08-31,No,No,82.9
2011-09-01,No,No,86.0
2011-09-02,Yes,No,86.0
2011-09-03,No,No,87.1
2011-09-04,No,No,88.0
2011-09-05,Yes,No,86.0
2011-09-06,Yes,No,88.0
2011-09-07,Yes,No,82.9
2011-09-08,Yes,No,84.0
2011-09-09,No,No,84.9
2011-09-10,No,No,87.1
2011-09-11,No,No,88.0
2011-09-12,No,No,87.1
2011-09-13,No,No,88.0
2011-09-14,No,No,89.1
2011-09-15,Yes,No,89.1
2011-09-16,Yes,No,60.1
2011-09-17,Yes,No,61.0
2011-09-18,No,No,70.0
2011-09-19,No,No,75.0
2011-09-20,No,No,78.1
2011-09-21,Yes,No,82.9
2011-09-22,Yes,No,82.0
2011-09-23,Yes,No,73.9
2011-09-24,Yes,No,78.1
2011-09-25,Yes,No,80.1
2011-09-26,No,No,84.9
2011-09-27,Yes,No,87.1
2011-09-28,Yes,No,82.9
2011-09-29,No,No,84.0
2011-09-30,Yes,No,84.0
2011-10-01,No,No,64.0
2011-10-02,No,No,62.1
2011-10-03,No,No,68.0
2011-10-04,No,No,72.0
2011-10-05,No,No,77.0
2011-10-06,No,No,75.0
2011-10-07,No,No,73.9
2011-10-08,No,No,73.0
2011-10-09,No,No,77.0
2011-10-10,No,No,75.0
2011-10-11,Yes,No,66.9
2011-10-12,Yes,No,78.1
2011-10-13,No,No,80.1
2011-10-14,Yes,No,73.9
2011-10-15,No,No,73.9
2011-10-16,No,No,77.0
2011-10-17,No,No,84.9
2011-10-18,Yes,No,82.9
2011-10-19,Yes,No,68.0
2011-10-20,No,No,62.1
2011-10-21,No,No,66.0
2011-10-22,No,No,66.9
2011-10-23,No,No,69.1
2011-10-24,No,No,72.0
2011-10-25,No,No,71.1
2011-10-26,No,No,75.9
2011-10-27,No,No,77.0
2011-10-28,Yes,No,63.0
2011-10-29,Yes,No,54.0
2011-10-30,No,No,57.9
2011-10-31,Yes,No,55.9
2011-11-01,No,No,61.0
2011-11-02,No,No,64.0
2011-11-03,Yes,No,66.9
