category,text
misc.forsale,"From: suraj@apollo.cs.jhu.edu (Suraj Surendrakumar)
Subject: ===> 10 MONTH OLD POLK SPEAKERS FOR SALE <==
Organization: The Johns Hopkins University CS Department
Distribution: usa
Lines: 17



	*** 10 MONTH OLD POLK SYSTEM FOR SALE ***

Excellent condition 10 month old (proof available) Polk Monitor 4.6 bookshelf
speakers are being offered for sale. The are excellent, and sound great. I am
going for a higher model. So I need to sell these speakers. I paid $250 for
the pair of bookshelf speakers. I am willing to consider the best offer. 
Send me your offers. E-mail: suraj@cs.jhu.edu.

Also have excellent condition Luxman receiver R-351 and Onkyo tape deck
TA-RW404 for sale. Both are in excellent condition and just 10 months old.
Makes an excellent system. Paid $950 for receiver, tape deck and speakers
10 months back, will consider the best offer. Each piece will be sold 
seperately if wanted. E-mail best offer to suraj@cs.jhu.edu

-Suraj
"
talk.politics.guns,"From: viking@iastate.edu (Dan Sorenson)
Subject: Re: Blast them next time
Organization: Iowa State University, Ames IA
Distribution: usa
Lines: 69

oldham@ces.cwru.edu (Daniel Oldham) writes:

>What happened in Waco is not the fault of the BATF. If they would of
>had the proper equipment and personal then they could of captured the
>compound on the initial assault and none of this would of happened.

	SeAL Team six should have handled it?  Delta Force?  The
BATF had more than enough equipment and men.  They did not have
good intel, but they did have poor planning.  They fucked up.  Even
in just the most basic military sense, they fucked up.  Excuses do
not justify body counts.

>The BATF needs more people, better weapons and more armored
>transports. When they meet hostile fire they should be able to use
>more force instead of retreating to a stand off. If you are going to
>do a job then do it right. The BATF is there to protect us and they
>must have the proper equipment and people to do the job.

	And your excuses fall upon deaf ears when the same BATF
has shown shitty leadership despite more people, better weapons,
and exclusive use of armor against their targets.  BATF is nothing
more than a private army of the government.  Do the agents swear an
oath, as I did, to uphold the Constitution?  You know, that document
that stipulates the highest law of the land?  If they do, they should
be up for charges in a court of law.  Remember, the law?  That's
the whole reason for any of this.

>With the WoD and the increased crime in the streets the BATF is needed
>more now then ever. If they blast away a few good fokes then that is
>the price we all have to pay for law and order in this country. Look
>at all the good people that died in wars to protect this great country
>of ours.

	Yeah, I've been related to many of them.  This is flame-bait,
right?  I'm not paying your price.  Mind if I sight in my guns on
your body?  Think of it as the price you have to pay that we may all
live without fear of my making a stray shot.  It's fine and dandy to
revel in the other guy being the target and your supposed safety.  In
the military, we called this ""chicken shit.""  Leadership from the rear.
The War on Drugs, despite being a catchy term for nothing more than
a continuation of policy since before this century, seems to have
gotten you convinced that my rights aren't worth your good vibes.
Mind if I cut your net access, as well as access to any and all forms
of expression?  See, you make me nervous, what with you being able
to influence so many.  I'm sure you can see how this is the price we
have to pay for freedom and liberty in this country, as well as
a fair and unbiased judiciary.

>With the arms build up in Waco they needed to hit that compound with
>mega fire power. They could of gone in there blasting and killed a few
>women and kids but it would of been better then letting them all burn
>to death 51 days later.

	Mind if we include you in the body count?  I'm sure we could
all file it under ""civic improvement"" and your life wouldn't have
been sacrificed in vain.  If you like, you can will your estate to
defecit reduction, too.  Now, when you learn how the law protects, or
doesn't protect, everybody equally and how our collective boot may
one day be on your collective throat, perhaps at that time you will
mature enough to realize just what you're talking about and how
serious this is.

	Next time, include a smiley.  While I hesitate to think that
you could have meant this seriously, it deserved a small flame anyway.

< Dan Sorenson, DoD #1066 z1dan@exnet.iastate.edu viking@iastate.edu >
<  ISU only censors what I read, not what I say.  Don't blame them.  >
<     USENET: Post to exotic, distant machines.  Meet exciting,      >
<                 unusual people.  And flame them.                   >
"
sci.space,"From: prb@access.digex.com (Pat)
Subject: Re: Abyss: breathing fluids
Article-I.D.: access.1psghn$s7r
Organization: Express Access Online Communications USA
Lines: 19
NNTP-Posting-Host: access.digex.net

In article <C4t3K3.498@cck.coventry.ac.uk> enf021@cck.coventry.ac.uk (Achurist) writes:
|
|I believe the reason is that the lung diaphram gets too tired to pump
|the liquid in and out and simply stops breathing after 2-3 minutes.
|So if your in the vehicle ready to go they better not put you on 
|hold, or else!! That's about it. Remember a liquid is several more times
|as dense as a gas by its very nature. ~10 I think, depending on the gas
|and liquid comparision of course!


Could you use some sort of mechanical chest compression as an aid.
Sorta like the portable Iron Lung?   Put some sort of flex tubing
around the 'aquanauts' chest.  Cyclically compress it  and it will
push enough on the chest wall to support breathing?????

You'd have to trust your breather,  but in space, you have to trust
your suit anyway.

pat
"
misc.forsale,"From: harter5255@iscsvax.uni.edu
Subject: Okidata printer for sale
Organization: University of Northern Iowa
Lines: 20

Fellow netters,

I have an Okidata printer I would like to sell.  A description follows:

Okidata 180 printer including cables for both IBM compatibles (Centronics
parallel) and Commodore (RS-232 - round).  Also includes power cable, manual,
and a handful of computer paper to get you started.  This is a 9-pin printer. 
I recently cleaned the printhead and installed a new ribbon.  A print sample 
can be provided upon request.  This is a very dependable printer - it never
jams or does ""weird"" things.  I have used it with a Commodore for about 3 years
and am now using it with my 486sx.  I use mainly WordPerfect 5.1 (see next
post) for which I got a driver (at no charge) that directly supports the 
Okidata 180 in Epson FX mode. 

When I got the printer, it was selling for around $200-220 new (I got mine
from Tenex brand new - for a Christmas present).  I would like to get about
$100 or so for it.  If you are interested at all in it, please give me a ring
(E-Mail) and make an offer.

- Kevin Harter
"
rec.sport.baseball,"From: kingoz@camelot.bradley.edu (Orin Roth)
Subject: Re: PHILS, NL EAST NOT SO WEAK
Nntp-Posting-Host: camelot.bradley.edu
Organization: Bradley University
Lines: 34

In <1993Apr15.214133.3371@guvax.acc.georgetown.edu> apanjabi@guvax.acc.georgetown.edu writes:

>I Love it how all of these people are ""blaming"" the Phillies success 
>on a weak division.  Why don't we look at the record of the teams in 
>each division (READ: Inter-Divisional Play), we'll see that the East 
>is really kicking the shit out of the West.  I know it is early, but 
>that is all we have to go on.  Atlanta is just so strong with their 
>.188 BA, Cincinnati is 2-7 coming off a sweep at Veteran's Stadium in 
>Philadelphia, and Houston was swept in it's first three games by the 
>Phillies in the Astrodome.  That, my Western Division friends, shows 
>that the three best teams in your division may not be as strong as you 
>think!!
 
  Or you may be posting this WAY TOO EARLY and be eating your words by
  mid-season. C'mon, the Phillies haven't proved anything yet. Atlanta
  was similar to the Phils 2 years ago. They sucked. They started having
  a good year, but didn't get any respect until they actually won the
  division. (which is how it should be) So until the Phils AT LEAST   
  have a good year, not just a good 2 weeks, they won't get any respect
  either. BTW, Atlanta's .188 BA is actually a compliment to how good
  the Braves really are. Their record is 6-3. Can you imagine the Phils
  record if they were batting .188? hahahaha. And Atlanta's hitting will
  improve dramatically.  
  No, I'm not a Braves fan. Just defending a good team. 
  Orin.
  Bradley U.

>PHILS ALL THE WAY IN '93
>BRAVES HIT LIKE A AAA CLUB
>REDS NEED MARGE

>						-BOB
--
I'm really a jester in disguise!                                   
"
talk.politics.guns,"From: cdt@sw.stratus.com (C. D. Tavares)
Subject: Re: BATF/FBI Murders Almost Everyone in Waco Today! 4/19
Organization: Stratus Computer, Inc.
Lines: 14
Distribution: world
NNTP-Posting-Host: rocket.sw.stratus.com

In article <C5t2IC.DC@news.udel.edu>, roby@chopin.udel.edu (Scott W Roby) writes:

> >>Please tell me what you think would have happened had the people 
> >>come out with their hands up several weeks ago.

> Now will you answer my question up top?

A suggestion: cameras panning over planted automatic weapons, followed by
a show trial and medals all around for the valiant forces of Lawn Order?
-- 

cdt@rocket.sw.stratus.com   --If you believe that I speak for my company,
OR cdt@vos.stratus.com        write today for my special Investors' Packet...

"
talk.politics.guns,"From: HADCRJAM@admin.uh.edu (MILLER, JIMMY A.)
Subject: Re: BATF/FBI Murders Almost Everyone in Waco Today! 4/19
Organization: University of Houston Administrative Computing
Lines: 37
Distribution: world
NNTP-Posting-Host: uhad2.admin.uh.edu
X-News-Reader: VMS NEWS 1.24
In-Reply-To: jmd@cube.handheld.com's message of 20 Apr 1993 12:34:13 GMT

In <1r0qk5INNc5m@clem.handheld.com> jmd@cube.handheld.com writes:

> In article <C5rynw.Iz8@news.udel.edu> roby@chopin.udel.edu (Scott W Roby)  
> writes:
> > I balance my gut reaction to question authority together with the 
> > independent facts as I see them on video.  I usually adopt the 
> > scenario that is simplest and most plausible.  I do not generally 
> > believe in conspiracy theories that involve complicated and unlikely 
> > scenarios.
> > 
> Then answer the question:  Why was NO ONE ELSE permitted to talk to Koresh, 

  Koresh had a lawyer, Deguin(?) who he spoke to in person several times during
the last few weeks. 

> It cannot be denied that if they had left them alone, there would have been 
>no fire yesterday.

  This strikes me as a tad ingenous.  ""If X had done/note done Y, then Z would
never have happened.""  I tend to place tha responsibility on the group/person
actually committing the act, not on those whon ""forced them to do it"".

  After all, to take an extreme example, if the British were not in Northern
Ireland, the IRA would not be forced to place bombs in shopping centers.

  That said, this whole sorry story was a totally unecessary, utterly fucked
up mess from the get go.

semper fi,

Jammer Jim Miller 
Texas A&M University '89 and '91
________________________________________________________________________________
 I don't speak for UH, which is too bad, because they could use the help.     
""Become one with the Student Billing System. *BE* the Student Billing System.""
 ""Power finds its way to those who take a stand.  Stand up, Ordinary Man.""    
      ---Rik Emmet, Gil Moore, Mike Levine: Triumph 		              
"
talk.politics.guns,"From: schabel@calspan.com (Dave Schabel)
Subject: Re: Gun Nuts and Holly Silva
Article-I.D.: calspan.1993Apr5.215700.4600
Organization: Calspan Advanced Technology Center
Lines: 45
Nntp-Posting-Host: riemann-gw

In article <C4tsD1.1vA@news.cso.uiuc.edu> irvine@uxh.cso.uiuc.edu (Brent Irvine) writes:
>In article <1993Apr1.010834.4326@mnemosyne.cs.du.edu> rcanders@nyx.cs.du.edu (Mr. Nice Guy) writes:
>>Both the "" Gun Nuts"" and the gays are aggressively defensive and quite
>>hostile to any one trying to deprive them of their rights.  Just like
>>any group trying to protect their rights.
>
>The fallacy of this whole thing is that YOUR RIGHTS ARE NOT IN JEAPARDY
>BY THESE POSTS.  

How can you say that?  I presume that you mean that talking about
restricting rights is not the same as restricting those rights.  Well,
arguing for those restrictions may lead to implementation, much
the same way as assault can lead to battery (legal definitions).

>Most t.p.g people and the homosexual groups won't even
>discuss the subject at all in a polite form.  The mere raising of a question
>as to why the rights are there or what exactly the 'right' encompasses
>bring shrill posts and angry/hostile traffic.  

Well, I can't speak for the homosexuals, but I've seen ALOT
of polite discussion on t.p.g.  Please, everyone, don't take
this guy's word, or mine for that matter, on it.  Read t.p.g.
for a while, and try to determine from which direction most of
the flameage originates.  If you post without flamebait, you
will generally receive reasoned responses.  True, there are
those who tend to lose their tempers quickly, as there are on
all newsgroups, but they really do feel their rights are in jeopardy.

Oh, and neat trick talking derisively about another newsgroup while
not crossposting to allow them to defend themselves.

>I think a lot of t.p.g people have very thin skin when it comes to 
>discussing these subjects.

Methinks you doth protest too much.

				Dave Schabel



-- 
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
Dave Schabel         | Opinions and comments contained herein are mine and  |
schabel@calspan.com  | do not necessarilly reflect those of Calspan Corp or |
Located in Western NY| its customers.                                       |
"
sci.med,"Subject: Re: Can't Breathe -- Update
From: RGINZBERG@eagle.wesleyan.edu (Ruth Ginzberg)
Distribution: world
Organization: Philosophy Dept., Wesleyan University
Nntp-Posting-Host: wesleyan.edu
X-News-Reader: VMS NEWS 1.20In-Reply-To: nyeda@cnsvax.uwec.edu's message of 5 Apr 93 19:06:39 -0600Lines: 17
Lines: 17

Thanks to all those who responded to my original post on this question.  The
final diagnosis was Stress.  I did not take her for a chiropractic adjustment.
(Rachel receives all her medical care at Keller Army Hospital since she is a
military dependant, and the Army does not yet provide chiropractic adjustments
as part of its regular health care.)  I am hoping that the arrival of (1)
Spring Break, and (2) College Acceptance Letters, will help.  *UNFORTUNATELY*
she was wait-listed at the college she most dearly wanted to attend, so it
seems as though that stressor may just continue for a while.  :-(

Meanwhile she is going on a camping trip with her religious youth group for
spring break, which seems like a good stress-reliever to me.

Thanks again for everybody's help/advice/suggestions/ideas.

------------------------
Ruth Ginzberg <rginzberg@eagle.wesleyan.edu>
Philosophy Department;Wesleyan University;USA
"
sci.space,"From: jaskew@spam.maths.adelaide.edu.au (Joseph Askew)
Subject: Re: the call to space (was Re: Clueless Szaboisms )
Organization: Statistics, Pure & Applied Mathematics, University of Adelaide
Lines: 34

In article <1pfiuh$64e@access.digex.com> prb@access.digex.com (Pat) writes:

>If the japanese are really going for Nukes, why not go with better
>technology then we have.  AS opposed to BWR/PWRs  have they really
>considered some of the 3rd generation Inherently safe designs.

The Japanese are still on the learning curve as far as nuclear power goes.
This means that unlike the Germans (who do great things all by themselves)
the Japanese tie up with foreign companies. The major one is Mitsubishi
(who else) who have a sharing agreement with GE I think. No chance of a
new design.

>Sodium has lots of chemical problems but it really solves design
>difficulties.  Or the inherently safe types.

Sodium has *lots* of chemical problems. Like it eats stainless steel. Very
slowly but it gets there in the end. Not what I call a desired property.
As for design difficulties, what does sodium do there? It is a bitch and
it is only its chemical properties (flwed though they are) that means it
gets used. Two loops? That's not a design problem? Isolation from air and
water? That doesn't cause design problems? In comparison BWR's a dream rides!

>PWR's work real good,  but they need lots of steel,  and they are highly
>complex systems.  Simplicity is a virtue.

Don't get none of that in a Liquid Sodium Breeder! More steel, more complexity.

Joseph Askew

-- 
Joseph Askew, Gauche and Proud  In the autumn stillness, see the Pleiades,
jaskew@spam.maths.adelaide.edu  Remote in thorny deserts, fell the grief.
Disclaimer? Sue, see if I care  North of our tents, the sky must end somwhere,
Actually, I rather like Brenda  Beyond the pale, the River murmurs on.
"
rec.sport.baseball,"From: khansen@staff.tc.umn.edu (Kevin Hansen)
Subject: Re: Scott Erickson
Nntp-Posting-Host: x239-16.psych.umn.edu
Organization: Minnesota Twin Family Study - Univerity of Minnesota
Lines: 38

In article <12718@news.duke.edu> fierkelab@bchm.biochem.duke.edu (Eric Roush) writes:
>Path: news1.cis.umn.edu!umn.edu!news-feed-1.peachnet.edu!gatech!concert!duke!news.duke.edu!bchm.biochem.duke.edu
>From: fierkelab@bchm.biochem.duke.edu (Eric Roush)
>Newsgroups: rec.sport.baseball
>Subject: Scott Erickson
>Message-ID: <12718@news.duke.edu>
>Date: 5 Apr 93 18:21:18 GMT
>Sender: news@news.duke.edu
>Organization: Biochemistry
>Lines: 13
>Nntp-Posting-Host: bruchner.biochem.duke.edu
>USA Today reports that he may be going on the DL
>(arm pains of an unspecified nature).
>
>Further news would be appreciated.
>
>
>-------------------------------------------------------
>Eric Roush		fierkelab@	bchm.biochem.duke.edu
>""I am a Marxist, of the Groucho sort""
>Grafitti, Paris, 1968
>
>TANSTAAFL! (although the Internet comes close.)
>--------------------------------------------------------

Erickson did go on the 15 day DL with a pulled muscle in his left side (near 
rib cage).  He is on until 4/18/93.

No news as to who the Twins will bring up.
----------------------------------------------
Kevin Hansen
MN Twin Family Study - University of Minnesota
(612)626-7224
khansen@staff.tc.umn.edu
----------------------------------------------
Contact: University of Minnesota Women's Basketball

""Theory guides, experiment decides"" - Izaak M. Kolthoff
"
talk.politics.guns,"From: lvc@cbnews.cb.att.com (Larry Cipriani)
Subject: DeConcini -- ten years ago and today
Organization: Ideology Busters, Inc.
Distribution: usa
Lines: 120

 Dennis Deconcini, 1982
 
...In these and similar areas, the
Bureau has violated not only the dictates of common sense, but of 5
U.S.C. Sec 552, which was intended to prevent ""secret lawmaking"" by
administrative bodies.
   These practices, amply documented in hearings before this Sub-
committee, leave little doubt that the Bureau has disregarded
rights guaranteed by the constitution and laws of the United
States.
   It has trampled upon the second amendment by chilling exercise
of the right to keep and bear arms by law-abiding citizens.
   It has offended the fourth amendment by unreasonably search-
ing and seizing private property.
   It has ignored the Fifth Amendment by taking private property
without just compensation and by entrapping honest citizens with-
out regard for their right to due process of law.
   The rebuttal presented to the Subcommittee by the Bureau was
utterly unconvincing. Richard Davis, speaking on behalf of the
Treasury Department, asserted vaguely that the Bureau's priorities
were aimed at prosecuting willful violators, particularly felons ille-
gally in possession, and at confiscating only guns actually likely to
be used in crime. He also asserted that the Bureau has recently
made great strides toward achieving these priorities. No documen-
tation was offered for either of these assertions. In hearings before
BATF's Appropriations Subcommittee, however, expert evidence
was submitted establishing that approximately 75 percent of BATF
gun prosecutions were aimed at ordinary citizens who had neither
criminal intent nor knowledge, but were enticed by agents into
unknowning technical violations.
 
( Exerpt from: 97th Congress; 2d Session   COMMITTEE PRINT
     T H E   R I G H T   T O   K E E P   A N D   B E A R   A R M S
                                REPORT
                                of the
                   SUBCOMMITTEE ON THE CONSTITUTION
                                of the
                      COMMITTEE ON THE JUDICIARY
                         UNITED STATES SENATE
                        NINETY-SEVENTH CONGRESS
                            SECOND SESSION
                             FEBRUARY, 1982
        Printed for the use of the Committee on the Judiciary
                    U.S. GOVERNMENT PRINTING OFFICE
88-618 O
                        WASHINGTON : 1982
 
 
Letter to Constituent: April 1993
 
 
Thank you for contacting me regarding the Bureau of Alcohol, Tobacco,
and Firearms (ATF), which is the Federal law enforcement agency with
jurisdiction over firearms violations and regulations.
 
It has been my experience as chairman of the Appropriations
Subcommittee on Treasury, Postal Service and General Government which
funds ATF, that ATF is one of the most competent and highly
professional law enforcement agencies in the Federal government.
The agents of ATF have proven their value again and again in
successful, legal operations to curb the unlawful possession and use
of firearms, especially in the area of  drug-related crimes.  It
enforces the Armed Career Criminal Act which calls for mandatory
minimum sentences for repeat felons using firearms to carry out  an
illegal activity.  The Bureau has made itself a key component in
preventing gang related violence, also, both by educating at-risk
youth to the dangers of gang membership as well a s by depriving known
gangs from access to weapons.
 
The Waco, Texas case involved the execution of search warrants by ATF
on the Branch Davidians for illegal firearms and explosives possession
(automatics, semi-automatics, and machine-guns, in addition to bombs
and other explosives.)  In virtually every gun case, ATF is asked to
trace weapons through its' National Firearms Tracing Center, where
they keep all dealer and Federal firearms license information.  ATF
is the Federal governments' firearms expert and routinely works with
state and local police to execute warrants.  ATF, working with state
and local law enforcement in Texas and the U.S. Attorneys' office
felt it was necessary to execute these warrants in order to legally
establish that a crime had been committed and conclude a long and
thorough investigation of illegal gun and explosives held by members
of the Branch Davidians.  In addition, ATF carefully selected a
Sunday morning, knowing from their source, inside, that the men would
be separated from the women and children and not in the area where
it was known that the illegal weapons were stored.
 
As you may be aware by now, Vernon Howell a.k.a. David Koresh
spiritual leader of the Branch Davidians was tipped of the impending
execution of the search warrants.  Unfortunately, ATF lost the
element of surprise and the cult was able to arm themselves  and
prepare for ATFs' entry into the compound.  Once a hostage situation
presented itself, the ATF asked the FBI to become involved since the
FBI is skilled in hostage negotiations.  In addition, and military
tanks were brought in due to the serious nature of the situation and
firepower of the Branch Davidians.
 
Based on what I have learned about ATF's role in the Branch Davidian
raid, I believe the agency acted responsibly.  I am, however, deeply
saddened by the loss of lives of the 4 law enforcement agents who
attempted to enter the compound and the civilian members of the
cult.  I fully expect the Department of  Treasury to conduct a
thorough evaluation with representatives from law enforcement outside
the Department to be headed by the Assistant Secretary for
Enforcement.  In addition, ATF will conduct its' own review of the
Waco operation.  I look forward to reviewing the findings of the
evaluators and hope this situation in Waco will be brought to a quick
and peaceful conclusion.
 
Sincerely,
 
Dennis DeConcini
Chairman
Subcommittee on Treasury,
Postal Service and
General Government
 
April 7, 1993
 
-- 
Larry Cipriani -- l.v.cipriani@att.com
"
sci.space,"From: abdkw@stdvax (David Ward)
Subject: Re: Questions about Titan IV and Ariane 5
Distribution: sci
Organization: Goddard Space Flight Center - Robotics Lab
Lines: 26
News-Software: VAX/VMS VNEWS 1.4-b1

In article <C50orq.7G0@news.cso.uiuc.edu>, gwg33762@uxa.cso.uiuc.edu (Garret W. Gengler) writes...
>In sci.space you write:
> 
>>Try the ENVIRONET database at GSFC. FTP to envnet.gsfc.nasa.gov or 
>>128.183.104.16, or call (310)286-5690.  They have data on STS, Ariane, Titan, 
>>Atlas, Delta and Scout launch environments.
> 
>Howdy.  Thanks for the info.
> 
>I tried ""anonymous"" FTP there, but it didn't work.
>I also tried telnetting to the same address, but it asked for a login
>and password, although there was a note saying that the new username for
>environet was ""envnet"".  
> 
>Anyways, do you have any idea what else I should try?
> 
>Thanks,
>Garret
> 
> 
The home office number for ENVIRONET is (301) 286-5690 (note area
code change).  A friend of mine used to use it to get LDEF data, but
he had to apply for a login name and password.  I have a call in for
more info, which I hope to get in the morning.

David W. @ GSFC
"
misc.forsale,"From: tsa@cellar.org (The Silent Assassin)
Subject: For Sale:  Game Boy
Organization: The Cellar BBS and public access system
Lines: 10

For sale:

Nintendo Game Boy, Tetris, Castlevania Adventure, All-Star Challenge,
Nemesis, Play-Action football, link cable.

Make me an offer.

Libertarian, atheist, semi-anarchal Techno-Rat.

I define myself--tsa@cellar.org
"
talk.politics.guns,"From: starr@genie.slhs.udel.edu (Tim Starr)
Subject: Re: With Friends Like These -- L. Neil Smith
Organization: UDel: School of Life & Health Sciences
Lines: 28

In article <C5D05G.6xw@undergrad.math.uwaterloo.ca> papresco@undergrad.math.uwaterloo.ca (Paul Prescod) writes:
}In article <1993Apr10.155819.18237@sco.com> allanh@sco.COM (Allan J. Heim) writes:
}>Look, if you can figure out a reliable means of keeping guns away from
}>bad people, while not interfering with good people, I think we'd all be
}>for it.  The problem is, the methods we're using now don't do the trick.
}
}Don't manufacture them.  Don't sell them.  Don't import them.

Japan did this.  It required near-total isolation from the rest of the world
for 2 centuries.

}Some guns will get through, but far fewer, and far less people will
}die because of them.  Hunting weapons could be allowed, of course, as
}long as they are big, and bulky, and require reloading after a few
}shots (how many times can you shoot at the same animal, anyways One
}assumes they are moving!)

Hunting weapons are great for extortionist sharpshooters.  ""Send me money or
else I'll pick you off from 2 miles away.""

Tim Starr - Renaissance Now!

Assistant Editor: Freedom Network News, the newsletter of ISIL,
The International Society for Individual Liberty,
1800 Market St., San Francisco, CA 94102
(415) 864-0952; FAX: (415) 864-7506; 71034.2711@compuserve.com

Think Universally, Act Selfishly - starr@genie.slhs.udel.edu
"
rec.sport.baseball,"From: ada41546@uxa.cso.uiuc.edu (Driftwood)
Subject: Re: Jim Lefebvre is an idiot.
Article-I.D.: news.C51uC6.BL1
Organization: University of Illinois at Urbana
Lines: 9


	I totally agree with each point you made.  Jose Viscaino looked
like a single A hitter up there.  Who swings on 3-1 count with Maddux 
pitching and your teams down by a run, and you haven't touched the ball all 
day.  I also think too much is made of that lefty-righty thing.  Watching
the Cubs games I get the feeling Steve Stone knows a lot more about what
the Cubs should be doing than Lefebre does.  Harry said it best when he
stated after another terrible Vizcaino at bat-- we can't wait til
Sandberg returns!
"
talk.politics.guns,"From: betz@gozer.idbsu.edu (Andrew Betz)
Subject: Randy Weaver trial update: Day 1.
Nntp-Posting-Host: gozer
Organization: SigSauer Fan Club 
Lines: 49


Here is a copy of my first update on the Randy Weaver trial.
After a large response (about 15 email messages), I've decided
that there is sufficient interest here on t.p.g. to warrant
posting.

*** file follows *** 

Hi Folks;

As perhaps the only Boise resident on the list, I guess it
kind of falls on me to keep people updated about the
Randy Weaver/Kevin Harris trial.

Yesterday marked the seating of the jury.  Apparently no other
legal activities occurred.  The jury was selected and things
start today.

More interesting is what happenned outside.  About a dozen
Weaver supporters showed up to stage a protest outside the
courthouse.  One woman carried a sign that read, ""Who stands
trial for the murder of Vicki and (son's name - I forget)
Weaver?""  On the evening news she said, ""I am here protesting
because I believe in freedom of speech and freedom of religion.
I thought we all did.""  Nice sound bite (grin)!

The news reporter also interviewed some guy named ""Tim""
who refused to give his last name.  Not to prejudge the
guy, but he looked like a neo-nazi.  He also said he
expected many neo-nazis to show up throughout the trial.
""Tim"" had been handing out leaflets in support of Weaver
and Harris and the news had footage of a Boise cop
telling him to move along or he'd arrest.  I don't know
the finer points of this one.  Perhaps there's a law
against political activity within X feet of a courthouse
or something (what happenned to the First Amendment?!?).

Most ominous of all was that the local reporter filmed
an agent of the Gestapo...err...ATF with a minicam
FILMING THE PROTESTORS!  Welcome to the world of Big Brother.

Anyhow, Gerry Spence came out and asked the protestors to
leave because he didn't think it would help Weaver's case
any.  He said he was confident that, once the evidence
came out, that Weaver would be aquitted.

More stuff as it comes available.

Drew
"
rec.autos,"From: hanguyen@megatest.com (Ha Nguyen)
Subject: Re: Changing oil by self.
Organization: Megatest Corporation
Lines: 22

In article <1993Apr14.203800.12566@progress.com> damelio@progress.COM (Stephen D'Amelio) writes:
>bmoss@grinch.sim.es.com (Brent ""Woody"" Moss) writes:
>
>>You could take a screw driver and hammer and start punching holes in
>>various locations and when some black slippery stuff starts pouring
>>out then you would know that the oil drain plug is nearby (within a foot
>>or two anyway). Close the holes with toilet paper before refileing with oil
>>though.
>
>You have to *refill* the engine with oil! Wow, no wonder I can't get
>an engine to last more than my first oil change. Don't forget to
>punch holes in the radiator too, it will spray nice refreshing water
                    ^^^^^^^^
>on the engine and keep it nice & cool. ;-)
>
>-Steve

Gee, you really make me confused.  What is radiator?  Where is it located?
What does it look like?  Will it release any radiation (since it sounds 
like radia-tion genera-tor) when you punch holes?

hanguyen
"
