state,order_date,revenue
Florida,2014-11-03,805.0
Missouri,2014-05-17,1156.0
Alaska,2014-03-22,695.0
Kansas,2014-09-26,1199.0
Texas,2014-09-23,1271.0
New Mexico,2014-02-12,1354.0
Indiana,2014-07-30,441.0
New York,2014-07-16,613.0
New York,2014-04-19,721.0
Nevada,2014-05-21,340.0
Kansas,2014-11-17,1189.0
Louisiana,2014-03-25,1474.0
Alaska,2014-05-11,605.0
Missouri,2014-12-06,1103.0
Ohio,2014-05-08,734.0
Montana,2014-08-30,1013.0
New York,2014-03-24,968.0
Maine,2014-05-13,402.0
Nevada,2014-02-16,423.0
Idaho,2014-08-08,1526.0
Louisiana,2014-09-01,1442.0
California,2014-12-26,593.0
Oregon,2014-10-28,760.0
Nevada,2014-05-18,524.0
Montana,2014-11-22,1114.0
Nevada,2014-01-01,479.0
Georgia,2014-10-16,1155.0
Oklahoma,2014-02-02,542.0
Kansas,2014-09-20,1075.0
Missouri,2014-06-03,1188.0
California,2014-01-20,646.0
Iowa,2014-11-01,958.0
California,2014-02-25,648.0
Arkansas,2014-02-21,1360.0
Mississippi,2014-04-06,651.0
California,2014-02-20,709.0
Georgia,2014-07-20,1291.0
Washington,2014-04-18,952.0
Texas,2014-11-09,1188.0
Iowa,2014-09-14,1085.0
California,2014-06-01,619.0
Arkansas,2014-11-23,993.0
Indiana,2014-10-11,494.0
Ohio,2014-03-07,569.0
Mississippi,2014-07-31,560.0
Oklahoma,2014-03-13,432.0
Georgia,2014-08-09,1311.0
Texas,2014-05-11,1306.0
Indiana,2014-05-24,495.0
Missouri,2014-10-22,1067.0
Nebraska,2014-07-05,552.0
Oklahoma,2014-10-07,471.0
Louisiana,2014-11-15,1376.0
Florida,2014-12-20,778.0
Mississippi,2014-12-05,540.0
Idaho,2014-03-14,1610.0
New York,2014-12-26,574.0
New Mexico,2014-05-10,1122.0
Arkansas,2014-08-25,1187.0
Washington,2014-05-12,969.0
Indiana,2014-06-21,627.0
New York,2014-01-02,717.0
Iowa,2014-12-15,1179.0
New York,2014-04-09,702.0
Delaware,2014-09-07,793.0
New Mexico,2014-09-14,1104.0
Oklahoma,2014-02-19,415.0
Idaho,2014-10-25,1375.0
New Mexico,2014-09-30,1072.0
Oregon,2014-05-31,612.0
Oklahoma,2014-01-08,797.0
Texas,2014-06-24,1459.0
California,2014-04-19,689.0
Mississippi,2014-09-11,549.0
Indiana,2014-05-14,614.0
California,2014-05-20,713.0
Ohio,2014-05-02,535.0
California,2014-05-10,538.0
New Mexico,2014-08-27,1072.0
New York,2014-01-01,639.0
Delaware,2014-07-29,950.0
Missouri,2014-09-10,1161.0
Iowa,2014-09-29,1050.0
Texas,2014-12-23,1040.0
Nebraska,2014-05-28,684.0
Kansas,2014-04-13,1165.0
Florida,2014-07-25,897.0
Idaho,2014-12-09,1325.0
Montana,2014-03-14,808.0
Illinois,2014-06-28,1402.0
Oregon,2014-11-02,691.0
Maine,2014-07-12,203.0
Iowa,2014-11-04,1084.0
California,2014-02-11,663.0
Florida,2014-08-03,735.0
Nebraska,2014-10-31,822.0
Missouri,2014-09-16,953.0
Alaska,2014-01-08,688.0
Illinois,2014-12-19,1248.0
Missouri,2014-12-13,924.0
California,2014-10-27,466.0
Missouri,2014-09-12,1211.0
Washington,2014-10-18,830.0
Maine,2014-02-20,503.0
Washington,2014-11-20,821.0
Nevada,2014-01-10,455.0
Maine,2014-03-22,98.0
Georgia,2014-12-02,1171.0
Alaska,2014-07-26,551.0
Maine,2014-02-10,499.0
New York,2014-06-08,933.0
Oklahoma,2014-03-21,704.0
Missouri,2014-03-23,1156.0
Georgia,2014-11-23,1261.0
Georgia,2014-09-02,1181.0
Mississippi,2014-01-08,782.0
Texas,2014-05-11,1167.0
New York,2014-01-12,894.0
Maine,2014-01-08,372.0
Washington,2014-07-02,960.0
Oregon,2014-02-16,676.0
New York,2014-09-01,793.0
Oregon,2014-07-13,794.0
Texas,2014-11-30,1101.0
Montana,2014-08-29,857.0
Kansas,2014-08-16,1277.0
Iowa,2014-09-10,1166.0
Nebraska,2014-07-15,694.0
New Mexico,2014-12-02,1013.0
Nebraska,2014-07-05,719.0
Mississippi,2014-04-26,703.0
New Mexico,2014-03-08,1390.0
Missouri,2014-06-26,1319.0
Alaska,2014-01-14,683.0
Arkansas,2014-09-12,1198.0
Maine,2014-08-08,386.0
Missouri,2014-06-13,1155.0
Indiana,2014-02-19,518.0
Louisiana,2014-11-02,1292.0
Maine,2014-03-11,392.0
Alaska,2014-01-03,752.0
Iowa,2014-11-18,1079.0
Washington,2014-07-27,858.0
Texas,2014-04-02,1267.0
Arkansas,2014-11-12,1153.0
California,2014-06-02,725.0
Montana,2014-07-28,751.0
Nevada,2014-10-13,389.0
Alaska,2014-02-07,727.0
Kansas,2014-11-12,1183.0
Alaska,2014-06-19,520.0
Washington,2014-11-06,875.0
Idaho,2014-11-06,1283.0
Maine,2014-06-21,572.0
Oklahoma,2014-02-06,454.0
Oklahoma,2014-04-09,498.0
Illinois,2014-07-25,1574.0
Idaho,2014-10-28,1234.0
Illinois,2014-12-08,1385.0
Texas,2014-11-18,1170.0
Missouri,2014-05-13,1260.0
California,2014-01-05,706.0
Ohio,2014-11-27,715.0
Arkansas,2014-06-28,1407.0
New Mexico,2014-05-20,1157.0
Nebraska,2014-10-18,651.0
Washington,2014-04-22,1196.0
Montana,2014-12-08,804.0
Missouri,2014-08-22,1024.0
Missouri,2014-05-31,1321.0
Alaska,2014-04-06,772.0
Washington,2014-08-20,849.0
Ohio,2014-08-14,666.0
Nebraska,2014-03-12,986.0
Iowa,2014-06-20,1017.0
Oklahoma,2014-05-11,600.0
Ohio,2014-05-06,684.0
Nevada,2014-05-21,530.0
Ohio,2014-07-09,671.0
Maine,2014-02-25,232.0
Oklahoma,2014-08-06,316.0
Kansas,2014-11-09,947.0
Oregon,2014-05-16,877.0
Iowa,2014-12-05,1131.0
Montana,2014-11-27,807.0
Nevada,2014-06-29,402.0
Illinois,2014-10-14,1497.0
Texas,2014-11-17,1246.0
Delaware,2014-06-10,866.0
Alaska,2014-04-26,771.0
Alaska,2014-09-23,646.0
New Mexico,2014-06-01,1141.0
Alaska,2014-03-03,741.0
New York,2014-10-13,639.0
Arkansas,2014-07-29,1347.0
Oregon,2014-07-08,736.0
Oklahoma,2014-06-04,553.0
Texas,2014-08-07,1126.0
Idaho,2014-08-14,1249.0
Mississippi,2014-04-17,650.0
Oregon,2014-09-27,813.0
Oregon,2014-08-06,551.0
Kansas,2014-07-14,1155.0
Iowa,2014-07-17,1290.0
New York,2014-07-01,641.0
Washington,2014-07-20,997.0
Texas,2014-11-26,1050.0
Oregon,2014-07-01,772.0
Nevada,2014-02-05,219.0
Alaska,2014-07-31,603.0
New York,2014-08-11,795.0
Alaska,2014-06-27,548.0
Georgia,2014-09-25,1371.0
Maine,2014-02-05,364.0
New Mexico,2014-10-31,1187.0
Arkansas,2014-07-22,1322.0
New York,2014-01-23,815.0
Nevada,2014-03-25,558.0
New York,2014-03-19,844.0
Florida,2014-07-30,954.0
New York,2014-07-10,747.0
Mississippi,2014-03-28,608.0
Kansas,2014-06-20,1307.0
Montana,2014-03-26,1234.0
California,2014-03-14,680.0
Delaware,2014-05-10,953.0
Georgia,2014-04-15,1304.0
Georgia,2014-07-14,1367.0
California,2014-02-25,852.0
Indiana,2014-02-12,597.0
Kansas,2014-04-14,1474.0
Texas,2014-07-26,1366.0
Maine,2014-05-07,294.0
Washington,2014-12-05,728.0
Florida,2014-06-28,869.0
New York,2014-07-30,719.0
Kansas,2014-11-27,1117.0
Nebraska,2014-06-10,805.0
Nevada,2014-06-27,627.0
Oklahoma,2014-05-30,455.0
Florida,2014-08-26,844.0
Texas,2014-04-08,1496.0
Nebraska,2014-02-04,668.0
Nevada,2014-07-27,376.0
Missouri,2014-11-27,1208.0
Oregon,2014-01-12,850.0
Nebraska,2014-02-10,1016.0
Washington,2014-11-25,887.0
Iowa,2014-04-06,1251.0
New York,2014-04-21,985.0
Washington,2014-08-21,1015.0
Alaska,2014-09-19,588.0
Alaska,2014-01-01,608.0
Nebraska,2014-05-25,633.0
Illinois,2014-09-10,1257.0
Louisiana,2014-11-15,1343.0
Alaska,2014-04-03,783.0
Oregon,2014-09-29,705.0
Arkansas,2014-08-10,1304.0
Oklahoma,2014-03-13,561.0
Arkansas,2014-09-30,1228.0
Ohio,2014-01-29,665.0
Delaware,2014-06-19,1168.0
New York,2014-06-28,788.0
California,2014-08-06,557.0
Louisiana,2014-09-03,1461.0
California,2014-04-13,546.0
Indiana,2014-03-05,673.0
California,2014-01-18,583.0
Louisiana,2014-10-22,1321.0
Oregon,2014-03-04,815.0
Georgia,2014-07-07,1336.0
Oklahoma,2014-10-20,528.0
Oklahoma,2014-03-21,543.0
Georgia,2014-11-08,1293.0
Mississippi,2014-07-01,638.0
Oklahoma,2014-03-21,659.0
Washington,2014-08-17,952.0
Iowa,2014-08-08,1100.0
Illinois,2014-08-15,1371.0
Mississippi,2014-10-06,565.0
New York,2014-10-26,659.0
New York,2014-02-15,920.0
New York,2014-03-22,801.0
New York,2014-01-15,694.0
New Mexico,2014-07-11,1318.0
Alaska,2014-03-08,694.0
California,2014-01-08,782.0
Ohio,2014-04-13,708.0
Texas,2014-08-06,1193.0
Nebraska,2014-02-10,782.0
Oregon,2014-12-08,512.0
Delaware,2014-04-21,837.0
Maine,2014-04-29,280.0
Kansas,2014-06-21,1248.0
Illinois,2014-05-25,1352.0
Iowa,2014-08-19,1338.0
Nebraska,2014-03-18,862.0
Kansas,2014-09-04,1176.0
New York,2014-07-01,783.0
Ohio,2014-01-02,813.0
Missouri,2014-08-08,1189.0
Mississippi,2014-04-23,571.0
Nebraska,2014-06-11,764.0
Maine,2014-07-01,504.0
Indiana,2014-02-12,496.0
Iowa,2014-07-16,1167.0
Florida,2014-11-18,823.0
Ohio,2014-04-16,681.0
Kansas,2014-05-01,1274.0
Washington,2014-10-18,918.0
Nevada,2014-06-19,376.0
Georgia,2014-06-25,1175.0
Oregon,2014-01-20,714.0
New Mexico,2014-04-19,1305.0
Washington,2014-08-26,1001.0
Indiana,2014-01-20,560.0
Illinois,2014-12-22,1368.0
Delaware,2014-04-30,902.0
Kansas,2014-07-05,1145.0
Mississippi,2014-10-29,669.0
Alaska,2014-07-20,537.0
California,2014-10-20,668.0
Washington,2014-09-05,765.0
Oklahoma,2014-01-06,578.0
Mississippi,2014-04-14,689.0
Delaware,2014-11-05,949.0
Idaho,2014-04-03,1398.0
Louisiana,2014-08-21,1514.0
Idaho,2014-10-26,1221.0
Oregon,2014-01-03,689.0
Nebraska,2014-02-22,934.0
California,2014-01-11,827.0
Montana,2014-11-30,826.0
Kansas,2014-08-01,1250.0
Alaska,2014-07-16,632.0
Oklahoma,2014-04-24,550.0
Louisiana,2014-12-23,1290.0
Oregon,2014-02-11,794.0
Ohio,2014-03-25,754.0
Missouri,2014-07-20,1141.0
Maine,2014-09-14,317.0
Oklahoma,2014-01-26,562.0
Delaware,2014-07-24,906.0
Washington,2014-10-24,822.0
New York,2014-05-14,793.0
Maine,2014-01-31,312.0
Maine,2014-05-05,151.0
Missouri,2014-07-02,1178.0
Iowa,2014-06-13,1209.0
Montana,2014-01-11,871.0
Louisiana,2014-03-21,1494.0
Idaho,2014-11-13,1200.0
New Mexico,2014-10-23,1077.0
Arkansas,2014-01-16,1445.0
Washington,2014-02-03,949.0
Louisiana,2014-10-09,1217.0
Oregon,2014-07-12,691.0
Ohio,2014-10-10,626.0
New Mexico,2014-10-18,1208.0
Georgia,2014-11-08,1237.0
Florida,2014-08-11,950.0
Mississippi,2014-10-30,634.0
New Mexico,2014-09-16,1079.0
Oregon,2014-05-31,746.0
Arkansas,2014-09-03,1146.0
New Mexico,2014-11-28,1027.0
New York,2014-07-29,674.0
Oregon,2014-07-09,851.0
Montana,2014-03-08,891.0
Florida,2014-07-08,911.0
Missouri,2014-12-25,1014.0
California,2014-02-09,602.0
Missouri,2014-11-15,1109.0
Alaska,2014-06-17,638.0
Delaware,2014-12-12,911.0
Nebraska,2014-04-19,654.0
Nebraska,2014-08-06,837.0
Florida,2014-10-25,1003.0
Alaska,2014-03-26,666.0
Washington,2014-10-02,962.0
Montana,2014-09-08,810.0
Texas,2014-11-24,1259.0
Texas,2014-11-27,1104.0
Indiana,2014-08-18,640.0
Missouri,2014-02-08,1267.0
Texas,2014-08-13,1138.0
New York,2014-01-22,636.0
Oklahoma,2014-04-28,396.0
New Mexico,2014-11-11,1041.0
Delaware,2014-04-15,951.0
Indiana,2014-07-22,546.0
Nevada,2014-04-25,461.0
Louisiana,2014-10-22,1239.0
Oklahoma,2014-07-30,534.0
Kansas,2014-04-12,1375.0
Florida,2014-06-23,1034.0
Oklahoma,2014-02-20,587.0
Montana,2014-03-17,954.0
Kansas,2014-10-27,1129.0
Alaska,2014-01-10,817.0
Mississippi,2014-02-04,600.0
Oklahoma,2014-05-31,496.0
Louisiana,2014-08-24,1513.0
Maine,2014-04-19,281.0
Louisiana,2014-07-06,1524.0
Alaska,2014-04-21,713.0
Maine,2014-06-09,522.0
Missouri,2014-12-08,1110.0
Nebraska,2014-04-06,776.0
New Mexico,2014-05-21,1142.0
Louisiana,2014-09-05,1469.0
Illinois,2014-12-17,1282.0
Texas,2014-10-10,1218.0
New Mexico,2014-04-01,1322.0
Missouri,2014-09-28,1142.0
Florida,2014-04-02,1053.0
New Mexico,2014-08-05,1143.0
Missouri,2014-12-07,1100.0
Montana,2014-10-05,744.0
Missouri,2014-11-14,1066.0
Oregon,2014-01-19,819.0
Iowa,2014-02-12,1331.0
Alaska,2014-04-22,677.0
Washington,2014-05-19,751.0
Iowa,2014-12-06,1051.0
Nebraska,2014-11-01,651.0
Montana,2014-07-29,903.0
Mississippi,2014-05-01,598.0
New York,2014-05-04,814.0
Maine,2014-07-30,401.0
Georgia,2014-09-05,1190.0
Washington,2014-09-17,785.0
Mississippi,2014-05-02,594.0
Mississippi,2014-06-18,700.0
Ohio,2014-11-08,595.0
Alaska,2014-07-22,518.0
Delaware,2014-08-23,920.0
Alaska,2014-11-14,467.0
Texas,2014-08-02,1196.0
Montana,2014-11-09,793.0
Kansas,2014-11-05,970.0
New Mexico,2014-11-25,1101.0
Georgia,2014-06-10,1194.0
New York,2014-05-07,560.0
Nevada,2014-06-12,320.0
Delaware,2014-07-23,934.0
Ohio,2014-02-03,698.0
Texas,2014-11-08,1061.0
Indiana,2014-12-10,624.0
Ohio,2014-05-01,591.0
Montana,2014-12-26,858.0
Montana,2014-06-02,921.0
Florida,2014-07-08,911.0
New York,2014-06-18,827.0
Maine,2014-07-07,372.0
Florida,2014-05-26,860.0
Oregon,2014-02-22,672.0
Nevada,2014-02-13,486.0
Georgia,2014-04-25,1303.0
Ohio,2014-03-03,822.0
Nevada,2014-07-18,487.0
California,2014-05-26,690.0
Alaska,2014-01-14,674.0
Georgia,2014-12-04,1200.0
Kansas,2014-09-18,1081.0
Montana,2014-01-28,988.0
Oklahoma,2014-01-01,647.0
New York,2014-10-12,573.0
Nebraska,2014-02-14,708.0
Arkansas,2014-05-21,1182.0
New Mexico,2014-03-28,1272.0
Indiana,2014-01-25,505.0
Alaska,2014-05-11,593.0
New Mexico,2014-10-09,1198.0
Oklahoma,2014-03-07,528.0
Iowa,2014-07-01,1327.0
Texas,2014-10-24,1119.0
Louisiana,2014-06-27,1430.0
Missouri,2014-03-15,1328.0
California,2014-04-21,664.0
Oklahoma,2014-03-22,588.0
Texas,2014-12-13,1095.0
Iowa,2014-05-30,1014.0
Alaska,2014-05-27,701.0
Nevada,2014-04-17,422.0
Iowa,2014-07-06,1134.0
Idaho,2014-09-07,1308.0
Washington,2014-09-15,692.0
California,2014-04-04,669.0
Nebraska,2014-04-08,927.0
Georgia,2014-07-17,1119.0
Ohio,2014-03-07,662.0
Alaska,2014-09-20,652.0
Montana,2014-09-18,826.0
Iowa,2014-07-08,1177.0
Ohio,2014-09-13,588.0
Arkansas,2014-09-05,1230.0
California,2014-06-01,783.0
Iowa,2014-09-26,1065.0
Florida,2014-06-10,796.0
Arkansas,2014-07-14,1216.0
Oregon,2014-08-07,720.0
Montana,2014-03-29,955.0
Oregon,2014-07-16,799.0
Washington,2014-07-28,792.0
Maine,2014-02-23,542.0
Oregon,2014-10-17,734.0
Oregon,2014-05-10,801.0
Alaska,2014-01-18,584.0
Washington,2014-12-10,847.0
Ohio,2014-01-09,708.0
Illinois,2014-12-06,1384.0
New Mexico,2014-09-21,1249.0
Indiana,2014-04-26,446.0
Missouri,2014-01-25,1295.0
Alaska,2014-08-09,719.0
Montana,2014-08-23,873.0
Iowa,2014-11-09,1037.0
Oklahoma,2014-05-28,805.0
Louisiana,2014-02-07,1680.0
Alaska,2014-04-02,709.0
Idaho,2014-05-24,1609.0
Louisiana,2014-12-25,1326.0
Missouri,2014-12-01,1107.0
Mississippi,2014-03-18,864.0
California,2014-05-18,528.0
New York,2014-09-13,678.0
Washington,2014-07-13,874.0
Illinois,2014-09-08,1425.0
Delaware,2014-12-11,866.0
Louisiana,2014-08-08,1295.0
Georgia,2014-11-26,1172.0
New Mexico,2014-12-25,974.0
Nevada,2014-02-24,523.0
Missouri,2014-12-10,1052.0
New Mexico,2014-06-11,1193.0
Washington,2014-11-03,827.0
New Mexico,2014-11-10,1041.0
New York,2014-02-17,829.0
Idaho,2014-11-16,1395.0
Missouri,2014-04-09,1180.0
Ohio,2014-03-16,775.0
Delaware,2014-04-23,1123.0
Oregon,2014-04-13,816.0
Delaware,2014-12-18,769.0
Illinois,2014-06-12,1399.0
Missouri,2014-03-16,1159.0
Indiana,2014-08-17,464.0
Florida,2014-05-18,865.0
Ohio,2014-07-22,548.0
New York,2014-10-12,777.0
Indiana,2014-12-08,445.0
Delaware,2014-11-20,862.0
Kansas,2014-12-07,1147.0
California,2014-07-26,762.0
California,2014-01-08,746.0
Indiana,2014-08-14,569.0
Florida,2014-09-25,788.0
New Mexico,2014-10-29,1272.0
Kansas,2014-07-25,1079.0
Nevada,2014-10-05,388.0
Delaware,2014-11-23,813.0
California,2014-04-10,745.0
Iowa,2014-09-12,1295.0
Ohio,2014-07-05,539.0
Oregon,2014-07-02,650.0
Maine,2014-03-11,356.0
Kansas,2014-02-28,1462.0
Montana,2014-03-13,913.0
Illinois,2014-08-29,1433.0
New Mexico,2014-07-30,1177.0
Kansas,2014-08-26,1177.0
Alaska,2014-04-17,558.0
Arkansas,2014-11-18,1175.0
Oklahoma,2014-03-31,592.0
Idaho,2014-06-02,1391.0
Oklahoma,2014-04-22,495.0
Illinois,2014-02-22,1606.0
Montana,2014-06-06,998.0
Kansas,2014-11-25,1114.0
Kansas,2014-06-28,951.0
Florida,2014-10-15,964.0
Oregon,2014-06-22,698.0
Maine,2014-04-07,545.0
Kansas,2014-12-11,1167.0
Delaware,2014-08-15,908.0
Washington,2014-07-22,933.0
Georgia,2014-11-13,1087.0
Indiana,2014-02-07,610.0
Nebraska,2014-06-14,738.0
Georgia,2014-12-22,1301.0
Louisiana,2014-03-26,1629.0
Idaho,2014-06-02,1215.0
New York,2014-06-27,560.0
Oklahoma,2014-06-04,573.0
Maine,2014-11-05,335.0
Alaska,2014-04-05,805.0
Louisiana,2014-08-25,1454.0
Washington,2014-09-04,849.0
Ohio,2014-12-24,670.0
Maine,2014-09-21,333.0
Georgia,2014-12-15,1216.0
Mississippi,2014-03-17,654.0
Delaware,2014-11-30,816.0
Oregon,2014-02-01,748.0
Louisiana,2014-09-14,1352.0
Nevada,2014-05-12,456.0
Mississippi,2014-03-04,594.0
Georgia,2014-10-31,1278.0
Nevada,2014-08-12,388.0
Montana,2014-11-02,881.0
Missouri,2014-12-22,1060.0
Mississippi,2014-01-19,739.0
Oklahoma,2014-11-24,428.0
Montana,2014-12-12,644.0
Illinois,2014-12-23,1255.0
Georgia,2014-12-07,1140.0
Ohio,2014-03-20,809.0
Idaho,2014-05-03,1467.0
New York,2014-05-09,706.0
Kansas,2014-08-16,1053.0
Florida,2014-09-12,735.0
New York,2014-08-06,896.0
Illinois,2014-08-04,1346.0
Oregon,2014-07-26,495.0
Florida,2014-09-12,926.0
Florida,2014-07-29,995.0
Florida,2014-04-27,1009.0
Oklahoma,2014-10-22,590.0
Oregon,2014-04-16,704.0
Idaho,2014-09-09,1406.0
California,2014-01-20,678.0
New York,2014-02-13,786.0
New Mexico,2014-12-22,1158.0
Oregon,2014-03-08,850.0
Nebraska,2014-04-08,554.0
Alaska,2014-10-13,528.0
Indiana,2014-07-21,515.0
California,2014-02-28,704.0
Louisiana,2014-11-23,1269.0
Kansas,2014-11-28,1121.0
Louisiana,2014-07-28,1384.0
Mississippi,2014-05-26,787.0
California,2014-04-16,638.0
Nebraska,2014-10-08,782.0
Illinois,2014-05-03,1586.0
Alaska,2014-03-05,777.0
Washington,2014-10-20,861.0
Texas,2014-12-20,1147.0
Missouri,2014-11-05,1029.0
Nevada,2014-09-26,492.0
California,2014-07-21,744.0
Maine,2014-09-18,487.0
Nebraska,2014-07-05,663.0
California,2014-08-19,678.0
Texas,2014-12-23,1146.0
Nebraska,2014-08-21,692.0
Georgia,2014-08-04,1406.0
New Mexico,2014-11-04,1113.0
Nevada,2014-10-06,565.0
Georgia,2014-12-25,1163.0
Delaware,2014-08-10,844.0
Washington,2014-12-10,818.0
Washington,2014-12-26,807.0
Florida,2014-06-05,1059.0
Nebraska,2014-12-02,722.0
Indiana,2014-06-10,533.0
Oregon,2014-08-03,784.0
Indiana,2014-03-20,626.0
Kansas,2014-11-03,1154.0
Oregon,2014-05-21,619.0
Oregon,2014-05-09,766.0
Delaware,2014-12-06,869.0
Montana,2014-06-03,825.0
Idaho,2014-06-13,1515.0
Mississippi,2014-05-05,820.0
Montana,2014-08-25,812.0
Iowa,2014-07-26,1130.0
Arkansas,2014-06-08,1239.0
Mississippi,2014-03-04,702.0
New York,2014-09-07,733.0
Texas,2014-10-02,1257.0
Georgia,2014-05-14,1261.0
Maine,2014-05-23,395.0
Louisiana,2014-12-14,1344.0
Illinois,2014-06-25,1480.0
California,2014-04-01,828.0
Delaware,2014-05-25,1126.0
Louisiana,2014-12-09,1313.0
Maine,2014-02-22,240.0
Texas,2014-02-24,1425.0
Ohio,2014-06-26,755.0
Iowa,2014-09-15,1087.0
Nebraska,2014-03-01,894.0
Oregon,2014-03-20,819.0
Arkansas,2014-09-25,1305.0
Idaho,2014-12-17,1210.0
Indiana,2014-02-07,644.0
Florida,2014-12-02,909.0
Maine,2014-02-13,413.0
Georgia,2014-08-14,1046.0
Texas,2014-12-21,1305.0
Montana,2014-10-21,911.0
Oregon,2014-08-27,688.0
Delaware,2014-04-23,747.0
Kansas,2014-10-08,1163.0
New Mexico,2014-06-11,1207.0
California,2014-05-18,595.0
Alaska,2014-02-20,910.0
Idaho,2014-04-12,1408.0
Missouri,2014-12-21,936.0
Florida,2014-09-10,867.0
Maine,2014-03-28,450.0
Montana,2014-09-13,1083.0
Nevada,2014-02-03,457.0
Indiana,2014-11-20,462.0
Montana,2014-11-07,783.0
Oklahoma,2014-05-30,495.0
Mississippi,2014-02-21,633.0
Louisiana,2014-10-16,1400.0
Illinois,2014-06-27,1476.0
Louisiana,2014-06-15,1458.0
Kansas,2014-04-07,1282.0
Oregon,2014-04-14,866.0
Alaska,2014-07-02,673.0
Alaska,2014-10-19,724.0
Alaska,2014-02-24,631.0
Oregon,2014-07-19,705.0
Oregon,2014-06-15,723.0
Missouri,2014-12-07,1303.0
New Mexico,2014-10-03,1172.0
Arkansas,2014-11-05,1141.0
Arkansas,2014-11-15,994.0
Illinois,2014-12-01,1477.0
Iowa,2014-11-09,1146.0
Oregon,2014-05-09,530.0
California,2014-01-24,586.0
Kansas,2014-12-03,1147.0
Ohio,2014-12-12,714.0
Florida,2014-08-03,951.0
Florida,2014-12-11,716.0
Illinois,2014-05-31,1479.0
Nebraska,2014-02-09,877.0
New York,2014-01-10,755.0
Delaware,2014-09-11,1066.0
Florida,2014-12-23,932.0
Georgia,2014-12-10,1093.0
Missouri,2014-08-03,1171.0
Alaska,2014-03-12,683.0
Kansas,2014-09-23,1101.0
New York,2014-01-04,877.0
Arkansas,2014-05-17,1192.0
Missouri,2014-05-29,1259.0
Florida,2014-11-04,827.0
Mississippi,2014-09-28,468.0
Oregon,2014-08-13,689.0
Oregon,2014-04-02,626.0
Illinois,2014-12-26,1256.0
Ohio,2014-01-06,687.0
Texas,2014-11-05,1116.0
Texas,2014-07-06,1256.0
Oregon,2014-06-16,661.0
Texas,2014-07-28,1257.0
Oregon,2014-01-06,733.0
Louisiana,2014-12-03,1458.0
Nevada,2014-05-29,345.0
Texas,2014-09-22,1159.0
Iowa,2014-10-12,1119.0
Maine,2014-02-10,363.0
Florida,2014-03-13,1019.0
Iowa,2014-08-01,1156.0
Texas,2014-07-21,1274.0
Idaho,2014-10-07,1411.0
Nevada,2014-03-06,438.0
Arkansas,2014-12-21,1136.0
Iowa,2014-06-04,1259.0
Florida,2014-08-24,962.0
Idaho,2014-05-30,1450.0
Louisiana,2014-11-14,1254.0
Nevada,2014-06-20,404.0
Nebraska,2014-10-17,767.0
Kansas,2014-08-24,1254.0
Alaska,2014-05-07,598.0
Georgia,2014-07-11,1193.0
Mississippi,2014-03-12,767.0
Oregon,2014-05-06,739.0
New York,2014-10-18,710.0
California,2014-06-04,693.0
California,2014-02-24,542.0
Arkansas,2014-09-23,1203.0
Maine,2014-05-02,360.0
Missouri,2014-09-28,1079.0
Texas,2014-10-31,1191.0
Nevada,2014-08-11,506.0
Illinois,2014-07-10,1582.0
California,2014-04-03,633.0
Missouri,2014-09-11,1061.0
Indiana,2014-04-06,663.0
Montana,2014-03-28,847.0
Ohio,2014-09-18,528.0
Ohio,2014-09-01,513.0
Indiana,2014-05-19,602.0
Missouri,2014-05-22,1040.0
Delaware,2014-10-12,734.0
Nevada,2014-02-13,365.0
Georgia,2014-12-10,1330.0
Montana,2014-07-09,786.0
Indiana,2014-03-03,709.0
Iowa,2014-10-07,1098.0
Louisiana,2014-08-09,1543.0
Maine,2014-02-24,399.0
Montana,2014-11-18,844.0
Nebraska,2014-03-12,741.0
Louisiana,2014-12-13,1271.0
Alaska,2014-03-30,710.0
Louisiana,2014-10-06,1461.0
Missouri,2014-09-22,1396.0
Montana,2014-04-27,954.0
Idaho,2014-12-07,1131.0
Texas,2014-08-07,1371.0
Nevada,2014-01-10,479.0
Nebraska,2014-02-05,738.0
Louisiana,2014-09-25,1441.0
Missouri,2014-10-26,1098.0
Missouri,2014-06-06,1310.0
Arkansas,2014-05-07,1424.0
Florida,2014-10-26,894.0
Illinois,2014-11-03,1303.0
Arkansas,2014-10-13,1131.0
Kansas,2014-11-05,1089.0
Iowa,2014-08-25,1115.0
Montana,2014-10-30,674.0
Iowa,2014-08-04,1047.0
Oklahoma,2014-01-01,465.0
Arkansas,2014-12-08,1098.0
Oregon,2014-06-15,820.0
Maine,2014-05-30,436.0
Washington,2014-12-14,879.0
Oregon,2014-04-13,815.0
New York,2014-11-26,665.0
Indiana,2014-02-16,579.0
Nebraska,2014-08-31,748.0
Florida,2014-11-05,801.0
Texas,2014-09-19,1230.0
Indiana,2014-08-09,566.0
Delaware,2014-11-07,770.0
Indiana,2014-03-21,581.0
California,2014-04-09,510.0
California,2014-08-01,528.0
Alaska,2014-01-24,552.0
Washington,2014-11-06,698.0
Indiana,2014-03-30,550.0
Delaware,2014-04-13,903.0
New Mexico,2014-09-25,1043.0
Oregon,2014-04-02,726.0
Mississippi,2014-02-06,699.0
Washington,2014-05-08,881.0
Arkansas,2014-09-22,1271.0
New Mexico,2014-12-08,1044.0
Mississippi,2014-01-18,737.0
Indiana,2014-03-29,543.0
Montana,2014-11-16,819.0
