date,airline,origin,dest,dep_time,arr_time,cancelled,air_time,distance,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2018-01-31,WN,DTW,ATL,1310,1510,0,92.0,594.0,0,0,0,0,0
2018-01-31,AA,CLT,MSP,1311,1501,0,145.0,930.0,0,0,0,0,0
2018-01-31,YX,IAH,LGA,1315,1754,0,185.0,1416.0,0,0,0,0,0
2018-01-31,WN,LAX,ATL,1320,2050,0,224.0,1947.0,0,0,0,0,0
2018-01-31,AA,LGA,ORD,1330,1512,0,122.0,733.0,0,0,0,0,0
2018-01-31,AA,CLT,SEA,1330,1628,0,338.0,2279.0,0,0,0,0,0
2018-01-31,WN,LAS,DEN,1340,1630,0,82.0,628.0,0,0,0,0,0
2018-01-31,DL,SFO,ATL,1345,2121,0,236.0,2139.0,0,0,0,0,0
2018-01-31,DL,ATL,IAH,1358,1519,0,108.0,689.0,0,0,0,0,0
2018-01-31,9E,CLT,LGA,1400,1605,0,80.0,544.0,0,0,0,0,0
2018-01-31,AA,ATL,DFW,1415,1547,0,119.0,731.0,0,0,0,0,0
2018-01-31,AA,BOS,CLT,1434,1715,0,120.0,728.0,0,0,0,0,0
2018-01-31,DL,MSP,JFK,1446,1845,0,125.0,1029.0,0,0,0,0,0
2018-01-31,AA,PHX,SEA,1450,1700,0,164.0,1107.0,0,0,0,0,0
2018-01-31,AA,PHX,ORD,1450,1924,0,174.0,1440.0,0,0,0,0,0
2018-01-31,DL,DFW,ATL,1459,1804,0,96.0,731.0,0,0,0,0,0
2018-01-31,YX,DCA,LGA,1500,1625,0,45.0,214.0,0,0,0,0,0
2018-01-31,DL,MSP,BOS,1505,1854,0,125.0,1124.0,0,0,0,0,0
2018-01-31,YX,EWR,DTW,1510,1714,0,91.0,488.0,0,0,0,0,0
2018-01-31,DL,EWR,ATL,1530,1812,0,111.0,746.0,0,0,0,0,0
2018-01-31,DL,JFK,ATL,1540,1837,0,116.0,760.0,0,0,0,0,0
2018-01-31,AA,ATL,CLT,1541,1709,0,49.0,226.0,0,0,0,0,0
2018-01-31,UA,DEN,SEA,1543,1746,0,170.0,1024.0,0,0,0,0,0
2018-01-31,VX,LAX,LAS,1547,1654,0,47.0,236.0,54,0,26,0,0
2018-01-31,UA,ORD,MSP,1550,1719,0,61.0,334.0,0,0,0,0,0
2018-01-31,AA,LAX,PHL,1550,4,0,258.0,2402.0,0,0,0,0,0
2018-01-31,WN,ATL,DCA,1555,1735,0,78.0,547.0,0,0,0,0,0
2018-01-31,DL,SFO,JFK,1615,41,0,278.0,2586.0,0,0,0,0,0
2018-01-31,DL,DEN,MSP,1623,1924,0,85.0,680.0,0,0,0,0,0
2018-01-31,AS,SEA,LAS,1630,1850,0,110.0,867.0,0,0,0,0,0
2018-01-31,F9,DEN,PHL,1635,2209,0,167.0,1558.0,0,0,0,0,0
2018-01-31,DL,CLT,MSP,1640,1844,0,148.0,930.0,0,0,0,0,0
2018-01-31,DL,ATL,MCO,1655,1825,0,62.0,404.0,74,0,0,0,0
2018-01-31,B6,BOS,JFK,1658,1820,0,43.0,187.0,0,0,0,0,0
2018-01-31,DL,LGA,ATL,1659,1949,0,119.0,762.0,0,0,0,0,0
2018-01-31,YX,DCA,MSP,1659,1855,0,154.0,931.0,0,0,0,0,0
2018-01-31,AA,DCA,CLT,1700,1840,0,59.0,331.0,0,0,0,0,0
2018-01-31,UA,ORD,LGA,1705,2020,0,92.0,733.0,0,0,0,0,0
2018-01-31,AA,MCO,CLT,1710,1859,0,79.0,468.0,0,0,0,0,0
2018-01-31,DL,BOS,ATL,1711,2024,0,145.0,946.0,0,0,0,0,0
2018-01-31,AA,JFK,DFW,1725,2041,0,206.0,1391.0,0,0,0,0,0
2018-01-31,AA,LAX,DFW,1730,2235,0,150.0,1235.0,0,0,0,0,0
2018-01-31,F9,SEA,DEN,1732,2110,0,113.0,1024.0,0,0,0,0,0
2018-01-31,UA,ORD,MSP,1732,1905,0,63.0,334.0,0,0,0,0,0
2018-01-31,9E,DFW,DTW,1735,2115,0,121.0,986.0,0,0,0,0,0
2018-01-31,UA,DEN,LGA,1735,2314,0,174.0,1620.0,0,0,0,0,0
2018-01-31,DL,DCA,ATL,1745,1955,0,84.0,547.0,0,0,0,0,0
2018-01-31,DL,MSP,SFO,1759,2027,0,226.0,1589.0,0,0,0,0,0
2018-01-31,AA,PHL,MSP,1805,2017,0,163.0,980.0,0,0,0,0,0
2018-01-31,UA,ORD,DCA,1814,2108,0,79.0,612.0,0,0,0,0,0
2018-01-31,UA,IAH,DCA,1824,2223,0,138.0,1208.0,0,0,0,0,0
2018-01-31,DL,MSP,DCA,1827,2200,0,115.0,931.0,0,0,0,0,0
2018-01-31,AA,DCA,BOS,1830,2004,0,67.0,399.0,0,0,0,0,0
2018-01-31,AS,SEA,SFO,1830,2046,0,97.0,679.0,0,0,0,0,0
2018-01-31,AA,BOS,CLT,1839,2113,0,115.0,728.0,0,0,0,0,0
2018-01-31,NK,LAS,IAH,1845,2339,0,145.0,1222.0,220,0,0,0,0
2018-01-31,WN,LAS,LAX,1915,2025,0,43.0,236.0,0,0,0,0,0
2018-01-31,UA,ORD,SFO,1920,2214,0,262.0,1846.0,0,0,0,0,0
2018-01-31,DL,ATL,DTW,1920,2120,0,88.0,594.0,0,0,0,0,0
2018-01-31,AA,ORD,LGA,1930,2234,0,92.0,733.0,0,0,0,0,0
2018-01-31,F9,IAH,DEN,1932,2114,0,129.0,862.0,0,0,0,0,0
2018-01-31,UA,IAH,BOS,1940,20,0,183.0,1597.0,0,0,0,0,0
2018-01-31,DL,DCA,DTW,1946,2131,0,73.0,405.0,0,0,0,0,0
2018-01-31,B6,ATL,BOS,1947,2229,1,,946.0,0,0,0,0,0
2018-01-31,DL,ORD,MSP,1948,2125,0,61.0,334.0,0,0,0,0,0
2018-01-31,B6,PHL,BOS,2000,2117,0,49.0,280.0,0,0,0,0,0
2018-01-31,OH,CLT,DTW,2005,2158,0,77.0,500.0,0,0,0,0,0
2018-01-31,YX,DCA,ATL,2012,2219,0,87.0,547.0,0,0,0,0,0
2018-01-31,AA,JFK,LAX,2015,1,0,343.0,2475.0,0,0,0,0,0
2018-01-31,NK,MCO,DFW,2020,2216,0,147.0,985.0,0,0,0,0,0
2018-01-31,AA,ORD,DFW,2035,2301,0,119.0,802.0,0,0,0,0,0
2018-01-31,B6,SFO,BOS,2040,508,0,274.0,2704.0,0,0,0,0,0
2018-01-31,B6,BOS,DCA,2042,2221,0,84.0,399.0,0,0,0,0,0
2018-01-31,AA,DFW,DEN,2059,2205,0,96.0,641.0,0,0,0,0,0
2018-01-31,B6,BOS,SFO,2137,131,0,395.0,2704.0,5,0,11,0,0
2018-01-31,AA,DFW,SFO,2215,10,0,199.0,1464.0,0,0,0,0,0
2018-01-31,DL,ATL,DCA,2215,2356,0,72.0,547.0,0,0,0,0,0
2018-01-31,AA,CLT,MCO,2229,11,0,67.0,468.0,0,0,0,0,0
2018-01-31,DL,LAX,MCO,2245,633,0,242.0,2218.0,0,0,0,0,0
2018-01-31,AA,PHX,DEN,2245,31,0,75.0,602.0,0,0,0,0,0
2018-01-31,VX,SFO,PHL,2246,700,0,266.0,2521.0,0,0,0,0,0
2018-01-31,NK,DFW,PHX,2330,104,0,125.0,868.0,0,0,0,0,0
2018-02-01,AA,LAX,ORD,110,726,0,205.0,1744.0,0,0,0,0,0
2018-02-01,UA,MSP,IAH,530,841,0,157.0,1034.0,0,0,0,0,0
2018-02-01,UA,ORD,LGA,600,906,0,97.0,733.0,0,0,0,0,0
2018-02-01,AA,DFW,PHL,600,1004,0,164.0,1303.0,0,0,0,0,0
2018-02-01,9E,IAH,ATL,600,904,0,86.0,689.0,0,0,0,0,0
2018-02-01,WN,LAX,DEN,600,925,0,114.0,862.0,0,0,0,0,0
2018-02-01,AA,DFW,PHX,600,740,0,120.0,868.0,0,0,0,0,0
2018-02-01,AA,LAX,DFW,600,1113,0,154.0,1235.0,0,0,0,0,0
2018-02-01,YX,ATL,DCA,600,753,0,78.0,547.0,0,0,0,0,0
2018-02-01,AA,PHX,CLT,610,1206,0,188.0,1773.0,0,0,0,0,0
2018-02-01,B6,LGA,BOS,630,743,0,38.0,184.0,0,0,0,0,0
2018-02-01,DL,PHX,MSP,630,1037,0,160.0,1276.0,0,0,0,0,0
2018-02-01,B6,JFK,BOS,634,744,0,50.0,187.0,22,0,12,0,0
2018-02-01,DL,MSP,ATL,634,1010,0,125.0,907.0,0,0,0,0,0
2018-02-01,UA,BOS,EWR,636,800,0,57.0,200.0,0,0,0,0,0
2018-02-01,VX,SEA,SFO,650,905,0,94.0,679.0,0,0,0,0,0
2018-02-01,B6,JFK,MCO,700,1000,0,138.0,944.0,0,0,0,0,0
2018-02-01,AA,LAX,DFW,700,1209,0,153.0,1235.0,0,0,0,0,0
2018-02-01,AA,BOS,LGA,700,829,0,50.0,184.0,0,0,0,0,0
2018-02-01,DL,BOS,LGA,700,819,0,49.0,184.0,0,0,26,0,0
2018-02-01,YX,EWR,DTW,710,917,0,94.0,488.0,0,0,0,0,0
2018-02-01,F9,PHX,MCO,715,1323,0,211.0,1849.0,0,0,0,0,0
2018-02-01,AA,DFW,MSP,720,945,0,117.0,852.0,0,0,0,0,0
2018-02-01,B6,JFK,LAX,726,1053,0,355.0,2475.0,0,0,0,0,0
2018-02-01,UA,ATL,SFO,730,953,0,297.0,2139.0,0,0,0,0,0
2018-02-01,AA,CLT,SFO,730,1014,0,334.0,2296.0,0,0,51,0,0
2018-02-01,AA,DEN,PHX,730,954,0,92.0,602.0,0,0,0,0,0
2018-02-01,AA,CLT,DEN,735,921,0,212.0,1337.0,0,0,0,0,0
2018-02-01,AA,BOS,DFW,740,1117,0,246.0,1562.0,0,0,0,0,0
2018-02-01,DL,ATL,DFW,745,911,0,112.0,731.0,0,0,0,0,0
2018-02-01,UA,ORD,DCA,800,1051,0,77.0,612.0,0,0,0,0,0
2018-02-01,VX,SFO,DCA,800,1605,0,265.0,2442.0,0,0,0,0,0
2018-02-01,AA,PHL,LAX,805,1138,0,344.0,2402.0,0,0,0,0,0
2018-02-01,DL,DTW,ATL,818,1038,0,104.0,594.0,0,0,0,0,0
2018-02-01,AA,MCO,CLT,819,1010,0,76.0,468.0,0,0,0,0,0
2018-02-01,UA,SFO,LAX,831,1020,0,56.0,337.0,47,0,0,0,0
2018-02-01,OH,DCA,DTW,835,1022,0,76.0,405.0,0,0,0,0,0
2018-02-01,YX,PHL,IAH,840,1152,0,198.0,1325.0,0,0,0,0,0
2018-02-01,UA,EWR,IAH,845,1200,0,212.0,1400.0,0,0,0,0,0
2018-02-01,AA,DFW,DEN,855,1006,0,98.0,641.0,0,0,0,0,0
2018-02-01,AA,DFW,MCO,900,1235,0,118.0,985.0,0,0,0,0,0
2018-02-01,AS,DCA,LAX,900,1224,0,351.0,2311.0,0,0,0,0,0
2018-02-01,YX,ATL,DCA,907,1100,0,82.0,547.0,0,0,0,0,0
2018-02-01,DL,ORD,MSP,909,1045,0,70.0,334.0,0,0,0,0,0
2018-02-01,OO,MSP,ORD,936,1110,0,57.0,334.0,0,0,0,0,0
2018-02-01,UA,DEN,BOS,953,1545,0,186.0,1754.0,0,0,0,0,0
2018-02-01,OO,MSP,EWR,1000,1354,0,120.0,1008.0,0,0,0,0,0
2018-02-01,9E,ORD,JFK,1000,1319,0,95.0,740.0,0,0,0,0,0
2018-02-01,UA,DEN,SFO,1009,1208,0,137.0,967.0,0,0,21,0,0
2018-02-01,WN,SFO,LAS,1010,1140,0,68.0,414.0,0,0,0,0,0
2018-02-01,DL,DTW,PHL,1010,1159,0,66.0,453.0,0,0,0,0,0
2018-02-01,DL,DTW,DCA,1020,1201,0,58.0,405.0,0,0,0,0,0
2018-02-01,WN,ATL,LAX,1025,1240,0,268.0,1947.0,0,0,0,0,0
2018-02-01,AA,PHX,JFK,1025,1720,0,237.0,2153.0,0,0,0,0,0
2018-02-01,DL,MSP,DCA,1028,1359,0,110.0,931.0,0,0,0,0,0
2018-02-01,B6,JFK,LAX,1035,1403,0,355.0,2475.0,0,0,0,0,0
2018-02-01,DL,ATL,EWR,1037,1245,0,98.0,746.0,0,0,0,0,0
2018-02-01,AA,DFW,DEN,1045,1157,0,105.0,641.0,0,0,0,0,0
2018-02-01,AA,LAX,JFK,1045,1919,0,271.0,2475.0,0,0,0,0,0
2018-02-01,B6,BOS,LAX,1050,1435,0,360.0,2611.0,0,0,0,0,0
2018-02-01,B6,BOS,ORD,1052,1255,0,158.0,867.0,0,0,0,0,0
2018-02-01,WN,MSP,DEN,1055,1205,0,105.0,680.0,0,0,0,0,0
2018-02-01,9E,JFK,ORD,1059,1258,0,134.0,740.0,0,0,0,0,0
2018-02-01,AA,JFK,LAX,1100,1434,0,357.0,2475.0,0,0,0,0,0
2018-02-01,YX,DCA,LGA,1100,1224,0,45.0,214.0,0,0,0,0,0
2018-02-01,WN,LAS,DEN,1110,1400,0,85.0,628.0,0,0,0,0,0
2018-02-01,AA,LAX,LAS,1115,1238,0,46.0,236.0,0,0,0,0,0
2018-02-01,AA,CLT,IAH,1120,1308,0,142.0,912.0,0,0,0,0,0
2018-02-01,WN,LAS,LAX,1120,1235,0,38.0,236.0,0,0,15,0,0
2018-02-01,UA,LAX,IAH,1121,1637,0,172.0,1379.0,0,0,4,0,26
2018-02-01,DL,LAX,MSP,1125,1700,0,186.0,1535.0,0,0,0,0,0
2018-02-01,DL,MSP,DTW,1130,1421,0,69.0,528.0,0,0,0,0,0
2018-02-01,AA,CLT,LGA,1135,1333,0,74.0,544.0,0,0,0,0,0
2018-02-01,WN,LAX,DEN,1140,1510,0,110.0,862.0,5,0,0,0,32
2018-02-01,UA,SFO,EWR,1140,2018,0,289.0,2565.0,0,0,0,0,0
2018-02-01,UA,LAX,IAH,1145,1656,0,162.0,1379.0,0,0,0,0,0
2018-02-01,WN,BOS,ATL,1150,1450,0,155.0,946.0,0,0,0,0,0
2018-02-01,WN,MCO,DEN,1150,1400,0,226.0,1546.0,0,0,0,0,0
2018-02-01,AA,ORD,DCA,1155,1443,0,77.0,612.0,0,0,0,0,0
2018-02-01,OO,ORD,DCA,1155,1449,0,81.0,612.0,0,0,0,0,0
2018-02-01,AA,BOS,DCA,1200,1343,0,73.0,399.0,0,0,0,0,0
2018-02-01,YV,IAH,ATL,1205,1511,0,89.0,689.0,0,0,0,0,0
2018-02-01,DL,DEN,JFK,1205,1757,0,176.0,1626.0,0,0,0,0,0
2018-02-01,AA,DFW,LAX,1208,1340,0,159.0,1235.0,0,0,0,0,0
2018-02-01,UA,LAX,EWR,1210,2035,0,273.0,2454.0,0,0,0,0,0
2018-02-01,UA,LGA,IAH,1210,1525,0,223.0,1416.0,0,0,0,0,0
2018-02-01,AA,ORD,SFO,1224,1516,0,272.0,1846.0,0,0,0,0,0
2018-02-01,EV,EWR,DCA,1230,1353,0,42.0,199.0,0,0,0,0,0
2018-02-01,WN,PHX,MSP,1230,1635,0,159.0,1276.0,0,0,0,0,0
2018-02-01,YX,ATL,DCA,1236,1430,0,83.0,547.0,0,0,0,0,0
2018-02-01,YX,DCA,LGA,1259,1425,0,45.0,214.0,0,0,0,0,0
2018-02-01,UA,ORD,LGA,1300,1614,0,91.0,733.0,0,0,0,0,0
2018-02-01,AA,CLT,PHL,1310,1450,0,71.0,449.0,0,0,0,0,0
2018-02-01,NK,DFW,PHL,1312,1717,0,161.0,1303.0,0,0,0,0,0
2018-02-01,AA,LAX,CLT,1320,2108,0,230.0,2125.0,0,0,0,0,0
2018-02-01,DL,EWR,ATL,1325,1559,0,116.0,746.0,0,0,0,0,0
2018-02-01,DL,ATL,PHL,1325,1527,0,90.0,666.0,0,0,0,0,0
2018-02-01,AS,LAX,SEA,1325,1610,0,135.0,954.0,0,0,0,0,0
2018-02-01,YX,DTW,EWR,1340,1530,0,71.0,488.0,0,0,0,0,0
2018-02-01,DL,DTW,ATL,1350,1601,0,99.0,594.0,0,0,0,0,0
2018-02-01,UA,LGA,IAH,1355,1703,0,225.0,1416.0,0,0,0,0,0
2018-02-01,9E,CLT,LGA,1400,1605,0,77.0,544.0,0,0,0,0,0
2018-02-01,AA,BOS,DCA,1400,1552,0,82.0,399.0,0,0,0,0,0
2018-02-01,DL,ATL,CLT,1402,1524,0,49.0,226.0,0,0,18,0,0
2018-02-01,UA,LAX,ORD,1405,2010,0,210.0,1744.0,0,0,0,0,0
2018-02-01,DL,IAH,ATL,1408,1710,0,87.0,689.0,0,0,0,0,0
2018-02-01,AA,ATL,DFW,1415,1547,0,117.0,731.0,0,0,0,0,0
2018-02-01,DL,LAX,ATL,1415,2132,0,215.0,1947.0,0,0,0,0,0
2018-02-01,WN,SEA,PHX,1420,1810,0,134.0,1107.0,0,0,0,0,0
2018-02-01,B6,BOS,DCA,1420,1559,0,89.0,399.0,0,0,0,0,0
2018-02-01,AA,DFW,ATL,1425,1724,0,93.0,731.0,18,0,2,0,0
2018-02-01,DL,DFW,MSP,1432,1658,0,115.0,852.0,0,0,0,0,0
2018-02-01,DL,LGA,MSP,1435,1650,0,150.0,1020.0,0,0,0,0,0
2018-02-01,AA,BOS,LAX,1440,1828,0,360.0,2611.0,0,0,0,0,0
2018-02-01,WN,ATL,MCO,1455,1625,0,58.0,404.0,0,0,0,0,0
2018-02-01,UA,PHX,IAH,1529,1858,0,126.0,1009.0,0,0,0,0,0
2018-02-01,AA,DTW,ORD,1537,1604,0,47.0,235.0,0,0,0,0,0
2018-02-01,WN,LAX,PHX,1605,1825,0,73.0,370.0,8,0,10,0,0
2018-02-01,YX,EWR,DFW,1605,1914,0,238.0,1372.0,0,0,31,0,0
2018-02-01,AA,JFK,PHX,1605,2009,0,326.0,2153.0,0,0,61,0,0
2018-02-01,AA,BOS,CLT,1605,1841,0,131.0,728.0,0,0,0,0,0
2018-02-01,AA,EWR,PHX,1615,2008,0,317.0,2133.0,0,0,0,0,0
2018-02-01,AA,LAS,LAX,1616,1742,0,42.0,236.0,0,0,0,0,0
2018-02-01,AA,PHX,DTW,1630,2218,0,188.0,1671.0,0,0,0,0,0
2018-02-01,F9,DEN,DCA,1640,2159,0,153.0,1476.0,0,0,0,0,72
2018-02-01,DL,JFK,DEN,1655,1949,0,241.0,1626.0,0,0,0,0,0
2018-02-01,DL,PHX,ATL,1704,2236,0,177.0,1587.0,0,0,0,0,0
2018-02-01,DL,LGA,DTW,1704,1917,0,105.0,502.0,0,0,0,0,0
2018-02-01,NK,BOS,LAS,1715,2031,1,,2381.0,0,0,0,0,0
2018-02-01,AA,MCO,PHL,1717,1945,0,118.0,861.0,0,0,0,0,0
2018-02-01,UA,ATL,IAH,1727,1849,0,110.0,689.0,0,0,0,0,0
2018-02-01,DL,BOS,LAX,1735,2115,0,358.0,2611.0,0,0,0,0,0
2018-02-01,AA,MCO,DFW,1735,1941,0,144.0,985.0,0,0,0,0,0
2018-02-01,DL,ATL,DCA,1738,1925,0,79.0,547.0,0,0,0,0,0
2018-02-01,B6,JFK,SEA,1738,2059,0,348.0,2422.0,0,0,0,0,0
2018-02-01,B6,BOS,LAX,1740,2128,0,361.0,2611.0,0,0,0,0,0
2018-02-01,DL,MSP,BOS,1745,2136,0,132.0,1124.0,0,0,0,0,0
2018-02-01,NK,ATL,DFW,1752,1924,0,111.0,731.0,0,0,190,0,241
2018-02-01,AA,JFK,SEA,1755,2132,0,360.0,2422.0,0,0,0,0,0
2018-02-01,AA,DFW,IAH,1755,1901,0,41.0,224.0,32,0,2,0,0
2018-02-01,DL,DTW,PHX,1759,2038,0,234.0,1671.0,0,0,0,0,0
2018-02-01,OH,ATL,CLT,1759,1919,0,48.0,226.0,0,0,0,0,0
2018-02-01,AA,SEA,PHX,1759,2154,0,137.0,1107.0,0,0,0,0,0
2018-02-01,9E,CLT,JFK,1800,2015,0,72.0,541.0,0,0,0,0,0
2018-02-01,AA,PHL,SEA,1800,2121,0,361.0,2378.0,0,0,19,0,0
2018-02-01,YX,LGA,DCA,1800,1944,0,52.0,214.0,0,0,0,0,0
2018-02-01,AA,BOS,DCA,1800,1954,0,84.0,399.0,0,0,0,0,0
2018-02-01,UA,LGA,ORD,1800,1947,0,120.0,733.0,0,0,0,0,0
2018-02-01,AA,CLT,LGA,1805,2000,0,76.0,544.0,0,0,0,0,0
2018-02-01,NK,ORD,LAX,1815,2100,0,243.0,1744.0,0,0,0,0,0
2018-02-01,AA,DEN,PHX,1826,2035,0,89.0,602.0,0,0,0,0,0
2018-02-01,UA,IAH,DEN,1826,2005,0,121.0,862.0,0,0,0,0,0
2018-02-01,AA,LAX,ORD,1835,41,0,204.0,1744.0,0,0,0,0,0
2018-02-01,F9,DEN,LAS,1840,1940,0,89.0,628.0,0,0,0,0,0
2018-02-01,DL,ORD,DTW,1844,2115,0,48.0,235.0,0,0,0,0,0
2018-02-01,DL,JFK,MSP,1845,2120,0,155.0,1029.0,0,0,0,0,0
2018-02-01,UA,DFW,IAH,1850,2003,0,44.0,224.0,0,0,0,0,0
2018-02-01,9E,LGA,CLT,1900,2126,0,101.0,544.0,0,0,0,0,0
2018-02-01,DL,DCA,ATL,1905,2116,0,90.0,547.0,0,0,0,0,0
2018-02-01,DL,LAX,DEN,1910,2233,0,126.0,862.0,0,0,0,0,0
2018-02-01,UA,MCO,LAX,1918,2200,0,301.0,2218.0,0,0,0,0,0
2018-02-01,F9,DEN,ATL,1949,40,0,131.0,1199.0,0,0,0,0,0
2018-02-01,AA,LGA,BOS,2000,2118,0,39.0,184.0,0,0,0,0,0
2018-02-01,EV,CLT,LGA,2000,2159,1,,544.0,0,0,0,0,0
2018-02-01,OO,LAX,LAS,2002,2124,0,47.0,236.0,0,0,0,0,0
2018-02-01,VX,JFK,LAX,2005,2344,0,340.0,2475.0,12,0,3,0,0
2018-02-01,DL,MSP,ORD,2035,2213,0,51.0,334.0,0,0,0,0,0
2018-02-01,DL,DTW,BOS,2036,2243,0,79.0,632.0,0,0,0,0,111
2018-02-01,OO,DCA,ORD,2040,2159,0,109.0,612.0,0,0,0,0,0
2018-02-01,WN,ATL,DEN,2040,2205,0,207.0,1199.0,6,0,22,0,0
2018-02-01,AA,DFW,MSP,2045,2310,0,120.0,852.0,0,0,0,0,0
2018-02-01,AA,LAX,JFK,2045,513,0,286.0,2475.0,49,0,0,0,0
2018-02-01,WN,LAX,LAS,2120,2225,0,46.0,236.0,0,0,0,0,0
2018-02-01,AA,ORD,PHL,2144,37,0,87.0,678.0,0,0,0,0,0
2018-02-01,WN,ATL,MSP,2150,2330,0,141.0,907.0,0,0,0,0,0
2018-02-01,B6,EWR,BOS,2155,2301,0,42.0,200.0,5,0,6,0,30
2018-02-01,AA,DFW,PHX,2215,2356,0,126.0,868.0,0,0,0,0,0
2018-02-01,AA,SFO,CLT,2220,613,0,245.0,2296.0,0,0,0,0,0
2018-02-01,AA,DFW,SEA,2225,48,0,238.0,1660.0,0,0,0,0,0
2018-02-01,DL,ATL,MCO,2255,24,0,57.0,404.0,0,0,0,0,0
2018-02-01,DL,LAS,JFK,2309,700,0,255.0,2248.0,0,0,0,0,0
2018-02-01,UA,SFO,ORD,2315,528,0,213.0,1846.0,0,0,0,0,0
2018-02-02,AA,SFO,ORD,6,621,0,209.0,1846.0,24,0,0,0,0
2018-02-02,F9,SFO,DEN,59,430,0,117.0,967.0,10,0,0,0,24
2018-02-02,AA,PHX,CLT,500,1055,0,195.0,1773.0,0,0,0,0,0
2018-02-02,AA,ORD,PHL,500,756,0,96.0,678.0,0,0,0,0,0
2018-02-02,DL,BOS,DTW,530,749,0,101.0,632.0,0,0,0,0,0
2018-02-02,WN,DEN,LAX,545,725,0,119.0,862.0,0,0,0,0,0
2018-02-02,AA,SEA,LAX,550,856,0,126.0,954.0,0,0,0,0,0
2018-02-02,AA,BOS,PHX,555,1024,0,341.0,2300.0,0,0,0,0,0
2018-02-02,UA,SEA,SFO,600,813,0,99.0,679.0,0,0,0,0,0
2018-02-02,WN,MSP,ATL,600,930,0,107.0,907.0,0,0,0,0,0
2018-02-02,AA,LAX,ORD,600,1213,0,211.0,1744.0,0,0,0,0,0
2018-02-02,YX,LGA,DCA,600,724,0,60.0,214.0,0,0,0,0,0
2018-02-02,UA,ORD,LGA,600,906,0,108.0,733.0,0,0,30,0,0
2018-02-02,OO,LAS,LAX,600,731,0,44.0,236.0,0,0,0,0,0
2018-02-02,DL,LAS,LAX,605,714,0,44.0,236.0,0,0,0,0,0
2018-02-02,AA,ATL,DFW,625,755,0,118.0,731.0,0,0,0,0,0
2018-02-02,OO,DFW,LAX,629,825,0,184.0,1235.0,0,0,0,0,0
2018-02-02,AA,LGA,ORD,630,819,0,118.0,733.0,0,0,0,0,0
2018-02-02,AS,SFO,SEA,630,846,0,104.0,679.0,0,0,0,0,0
2018-02-02,9E,LGA,CLT,630,846,0,114.0,544.0,0,0,0,0,0
2018-02-02,AA,IAH,DFW,630,747,0,44.0,224.0,0,0,0,0,0
2018-02-02,B6,JFK,BOS,634,744,0,39.0,187.0,12,0,26,0,0
2018-02-02,UA,EWR,PHX,650,1028,0,307.0,2133.0,0,0,0,0,0
2018-02-02,UA,PHX,EWR,654,1327,0,235.0,2133.0,0,0,0,0,0
2018-02-02,YX,DCA,LGA,700,828,0,53.0,214.0,0,0,0,0,0
2018-02-02,9E,ORD,JFK,700,1019,0,98.0,740.0,0,0,18,0,0
2018-02-02,WN,LAX,SFO,700,825,0,57.0,337.0,0,0,0,0,0
2018-02-02,B6,LAX,JFK,700,1516,0,288.0,2475.0,0,0,0,0,0
2018-02-02,UA,ORD,MSP,715,852,0,70.0,334.0,0,0,0,0,0
2018-02-02,AA,DFW,PHL,725,1135,0,144.0,1303.0,0,0,0,0,0
2018-02-02,UA,SFO,IAH,730,1323,0,199.0,1635.0,0,0,0,0,0
2018-02-02,YV,IAH,DFW,735,853,0,39.0,224.0,0,0,0,0,0
2018-02-02,NK,MCO,BOS,740,1037,0,138.0,1121.0,0,0,0,0,0
2018-02-02,AA,CLT,PHL,746,929,0,66.0,449.0,0,0,0,0,0
2018-02-02,F9,DEN,SEA,749,956,0,163.0,1024.0,0,0,0,0,0
2018-02-02,UA,ORD,EWR,750,1056,0,90.0,719.0,0,0,0,0,0
2018-02-02,EV,DCA,EWR,755,915,0,48.0,199.0,0,0,0,0,0
2018-02-02,UA,IAH,DEN,755,933,0,121.0,862.0,0,0,0,0,0
2018-02-02,AA,CLT,LGA,804,1004,0,71.0,544.0,0,0,0,0,0
2018-02-02,DL,LAX,SEA,805,1105,0,142.0,954.0,56,0,0,0,0
2018-02-02,DL,ATL,SEA,810,1044,0,322.0,2182.0,28,0,15,0,0
2018-02-02,F9,ATL,DEN,815,952,0,179.0,1199.0,0,0,0,0,0
2018-02-02,WN,SFO,LAS,825,1000,0,60.0,414.0,0,0,0,0,0
2018-02-02,AA,LGA,ORD,830,1026,0,116.0,733.0,0,0,0,0,0
2018-02-02,B6,BOS,PHL,832,1010,0,78.0,280.0,0,0,16,0,0
2018-02-02,9E,DTW,DFW,840,1100,0,145.0,986.0,0,0,0,0,0
2018-02-02,AA,ORD,PHX,845,1143,0,203.0,1440.0,25,0,0,0,0
2018-02-02,OO,ORD,LGA,855,1210,0,109.0,733.0,0,0,221,0,6
2018-02-02,YX,LGA,DCA,859,1028,0,57.0,214.0,35,0,29,0,9
2018-02-02,AA,ORD,CLT,900,1158,0,76.0,599.0,0,0,0,0,0
2018-02-02,AA,DFW,SFO,900,1103,0,202.0,1464.0,0,0,0,0,0
2018-02-02,DL,ATL,DTW,905,1105,0,87.0,594.0,0,0,0,0,0
2018-02-02,MQ,DTW,LGA,906,1101,1,,502.0,0,0,0,0,0
2018-02-02,9E,JFK,BOS,910,1038,0,38.0,187.0,0,0,0,0,0
