date,source,energy (btu)
2003-11-01,commercial,1370.757
2003-12-01,commercial,1587.143
2004-01-01,commercial,1722.61
2004-02-01,commercial,1588.111
2004-03-01,commercial,1476.326
2004-04-01,commercial,1338.349
2004-05-01,commercial,1398.673
2004-06-01,commercial,1392.852
2004-07-01,commercial,1477.994
2004-08-01,commercial,1452.121
2004-09-01,commercial,1370.281
2004-10-01,commercial,1364.401
2004-11-01,commercial,1399.999
2004-12-01,commercial,1675.012
2005-01-01,commercial,1689.914
2005-02-01,commercial,1491.857
2005-03-01,commercial,1542.358
2005-04-01,commercial,1326.291
2005-05-01,commercial,1371.495
2005-06-01,commercial,1473.674
2005-07-01,commercial,1548.38
2005-08-01,commercial,1554.915
2005-09-01,commercial,1400.384
2005-10-01,commercial,1371.659
2005-11-01,commercial,1401.402
2005-12-01,commercial,1680.37
2006-01-01,commercial,1573.764
2006-02-01,commercial,1506.853
2006-03-01,commercial,1522.563
2006-04-01,commercial,1333.455
2006-05-01,commercial,1413.197
2006-06-01,commercial,1463.668
2006-07-01,commercial,1561.052
2006-08-01,commercial,1556.056
2006-09-01,commercial,1354.104
2006-10-01,commercial,1415.596
2006-11-01,commercial,1426.458
2006-12-01,commercial,1581.929
2007-01-01,commercial,1697.007
2007-02-01,commercial,1624.888
2007-03-01,commercial,1538.654
2007-04-01,commercial,1404.713
2007-05-01,commercial,1412.797
2007-06-01,commercial,1469.83
2007-07-01,commercial,1523.694
2007-08-01,commercial,1615.819
2007-09-01,commercial,1407.894
2007-10-01,commercial,1422.802
2007-11-01,commercial,1456.071
2007-12-01,commercial,1677.287
2008-01-01,commercial,1761.665
2008-02-01,commercial,1647.495
2008-03-01,commercial,1574.592
2008-04-01,commercial,1406.385
2008-05-01,commercial,1424.535
2008-06-01,commercial,1514.621
2008-07-01,commercial,1580.383
2008-08-01,commercial,1517.827
2008-09-01,commercial,1395.42
2008-10-01,commercial,1420.703
2008-11-01,commercial,1460.377
2008-12-01,commercial,1698.333
2009-01-01,commercial,1803.94
2009-02-01,commercial,1525.312
2009-03-01,commercial,1530.201
2009-04-01,commercial,1374.921
2009-05-01,commercial,1382.405
2009-06-01,commercial,1454.171
2009-07-01,commercial,1475.377
2009-08-01,commercial,1505.142
2009-09-01,commercial,1357.296
2009-10-01,commercial,1383.915
2009-11-01,commercial,1378.446
2009-12-01,commercial,1717.144
2010-01-01,commercial,1748.074
2010-02-01,commercial,1581.875
2010-03-01,commercial,1463.387
2010-04-01,commercial,1305.673
2010-05-01,commercial,1408.772
2010-06-01,commercial,1499.888
2010-07-01,commercial,1545.041
2010-08-01,commercial,1546.704
2010-09-01,commercial,1390.091
2010-10-01,commercial,1362.825
2010-11-01,commercial,1448.958
2010-12-01,commercial,1756.889
2011-01-01,commercial,1757.206
2011-02-01,commercial,1536.271
2011-03-01,commercial,1538.086
2011-04-01,commercial,1350.382
2011-05-01,commercial,1381.586
2011-06-01,commercial,1461.116
2011-07-01,commercial,1573.757
2011-08-01,commercial,1553.393
2011-09-01,commercial,1378.995
2011-10-01,commercial,1399.013
2011-11-01,commercial,1433.605
2011-12-01,commercial,1618.441
2012-01-01,commercial,1630.153
2012-02-01,commercial,1483.397
2012-03-01,commercial,1379.909
2012-04-01,commercial,1294.988
2012-05-01,commercial,1387.625
2012-06-01,commercial,1427.436
2012-07-01,commercial,1541.923
2012-08-01,commercial,1510.498
2012-09-01,commercial,1357.954
2012-10-01,commercial,1390.354
2012-11-01,commercial,1434.107
2012-12-01,commercial,1578.832
2013-01-01,commercial,1693.875
2013-02-01,commercial,1538.467
2013-03-01,commercial,1556.668
2013-04-01,commercial,1352.715
2013-05-01,commercial,1370.558
2013-06-01,commercial,1423.788
2013-07-01,commercial,1512.74
2013-08-01,commercial,1502.145
2013-09-01,commercial,1377.872
2013-10-01,commercial,1392.066
2013-11-01,commercial,1504.026
2013-12-01,commercial,1704.033
2014-01-01,commercial,1866.644
2014-02-01,commercial,1629.345
2014-03-01,commercial,1620.751
2014-04-01,commercial,1348.026
2014-05-01,commercial,1395.049
2014-06-01,commercial,1446.674
2014-07-01,commercial,1499.594
2014-08-01,commercial,1493.383
2014-09-01,commercial,1391.78
2014-10-01,commercial,1400.223
2014-11-01,commercial,1541.477
2014-12-01,commercial,1629.453
2015-01-01,commercial,1803.365
2015-02-01,commercial,1706.192
2015-03-01,commercial,1558.619
2015-04-01,commercial,1352.369
2015-05-01,commercial,1390.859
2015-06-01,commercial,1451.809
2015-07-01,commercial,1543.108
2015-08-01,commercial,1519.911
2015-09-01,commercial,1414.045
2015-10-01,commercial,1406.791
2015-11-01,commercial,1453.37
2015-12-01,commercial,1554.28
2016-01-01,commercial,1751.449
2016-02-01,commercial,1538.569
2016-03-01,commercial,1438.306
2016-04-01,commercial,1345.719
2016-05-01,commercial,1376.173
2016-06-01,commercial,1464.233
2016-07-01,commercial,1561.257
2016-08-01,commercial,1568.878
2016-09-01,commercial,1420.764
2016-10-01,commercial,1397.126
2016-11-01,commercial,1426.912
2016-12-01,commercial,1737.632
2017-01-01,commercial,1708.841
2017-02-01,commercial,1434.572
2017-03-01,commercial,1561.848
2017-04-01,commercial,1324.063
2017-05-01,commercial,1387.991
2017-06-01,commercial,1437.475
2017-07-01,commercial,1529.55
2017-08-01,commercial,1486.039
2017-09-01,commercial,1378.067
2017-10-01,commercial,1415.351
2017-11-01,commercial,1496.851
2017-12-01,commercial,1759.277
2018-01-01,commercial,1860.852
2018-02-01,commercial,1541.092
2018-03-01,commercial,1618.194
2018-04-01,commercial,1438.315
2018-05-01,commercial,1435.923
2018-06-01,commercial,1474.709
2018-07-01,commercial,1557.246
2018-08-01,commercial,1560.575
1973-01-01,industrial,2701.524
1973-02-01,industrial,2460.752
1973-03-01,industrial,2579.613
1973-04-01,industrial,2550.21
1973-05-01,industrial,2741.81
1973-06-01,industrial,2641.221
1973-07-01,industrial,2691.487
1973-08-01,industrial,2817.613
1973-09-01,industrial,2661.997
1973-10-01,industrial,2911.515
1973-11-01,industrial,2937.298
1973-12-01,industrial,2927.596
1974-01-01,industrial,2601.723
1974-02-01,industrial,2504.584
1974-03-01,industrial,2591.78
1974-04-01,industrial,2427.63
1974-05-01,industrial,2610.64
1974-06-01,industrial,2526.551
1974-07-01,industrial,2687.414
1974-08-01,industrial,2735.222
1974-09-01,industrial,2691.142
1974-10-01,industrial,2907.338
1974-11-01,industrial,2809.339
1974-12-01,industrial,2692.136
1975-01-01,industrial,2763.065
1975-02-01,industrial,2275.417
1975-03-01,industrial,2440.013
1975-04-01,industrial,2104.502
1975-05-01,industrial,2220.526
1975-06-01,industrial,2286.045
1975-07-01,industrial,2389.446
1975-08-01,industrial,2452.756
1975-09-01,industrial,2422.751
1975-10-01,industrial,2693.61
1975-11-01,industrial,2603.459
1975-12-01,industrial,2762.669
1976-01-01,industrial,2669.716
1976-02-01,industrial,2327.845
1976-03-01,industrial,2463.82
1976-04-01,industrial,2359.133
1976-05-01,industrial,2508.466
1976-06-01,industrial,2526.313
1976-07-01,industrial,2622.912
1976-08-01,industrial,2622.754
1976-09-01,industrial,2552.47
1976-10-01,industrial,2906.867
1976-11-01,industrial,2857.016
1976-12-01,industrial,2976.731
1977-01-01,industrial,2801.56
1977-02-01,industrial,2238.883
1977-03-01,industrial,2601.65
1977-04-01,industrial,2463.15
1977-05-01,industrial,2670.669
1977-06-01,industrial,2699.588
1977-07-01,industrial,2657.426
1977-08-01,industrial,2746.716
1977-09-01,industrial,2737.107
1977-10-01,industrial,2851.468
1977-11-01,industrial,2853.192
1977-12-01,industrial,2944.423
1978-01-01,industrial,2935.009
1978-02-01,industrial,2462.234
1978-03-01,industrial,2494.343
1978-04-01,industrial,2521.259
1978-05-01,industrial,2712.974
1978-06-01,industrial,2642.119
1978-07-01,industrial,2736.671
1978-08-01,industrial,2772.882
1978-09-01,industrial,2650.587
1978-10-01,industrial,2881.357
1978-11-01,industrial,2902.769
1978-12-01,industrial,2978.896
1979-01-01,industrial,3046.493
1979-02-01,industrial,2601.203
1979-03-01,industrial,2716.638
1979-04-01,industrial,2572.446
1979-05-01,industrial,2816.628
1979-06-01,industrial,2763.461
1979-07-01,industrial,2798.07
1979-08-01,industrial,2872.964
1979-09-01,industrial,2726.214
1979-10-01,industrial,3014.256
1979-11-01,industrial,2974.3
1979-12-01,industrial,3023.08
1980-01-01,industrial,2957.907
1980-02-01,industrial,2658.723
1980-03-01,industrial,2748.129
1980-04-01,industrial,2484.338
1980-05-01,industrial,2595.274
1980-06-01,industrial,2517.169
1980-07-01,industrial,2503.659
1980-08-01,industrial,2486.699
1980-09-01,industrial,2578.643
1980-10-01,industrial,2812.166
1980-11-01,industrial,2773.898
1980-12-01,industrial,2918.559
1981-01-01,industrial,2728.047
1981-02-01,industrial,2293.368
1981-03-01,industrial,2600.476
1981-04-01,industrial,2399.475
1981-05-01,industrial,2558.023
1981-06-01,industrial,2529.46
1981-07-01,industrial,2578.251
1981-08-01,industrial,2575.742
1981-09-01,industrial,2517.445
1981-10-01,industrial,2664.389
1981-11-01,industrial,2543.088
1981-12-01,industrial,2724.461
1982-01-01,industrial,2628.64
1982-02-01,industrial,2184.459
1982-03-01,industrial,2383.021
1982-04-01,industrial,2224.421
1982-05-01,industrial,2206.428
1982-06-01,industrial,2230.655
1982-07-01,industrial,2276.115
1982-08-01,industrial,2296.163
1982-09-01,industrial,2178.64
1982-10-01,industrial,2362.924
1982-11-01,industrial,2364.299
1982-12-01,industrial,2279.362
1983-01-01,industrial,2307.397
1983-02-01,industrial,2123.766
1983-03-01,industrial,2279.943
1983-04-01,industrial,2188.932
1983-05-01,industrial,2262.386
1983-06-01,industrial,2260.918
1983-07-01,industrial,2300.968
1983-08-01,industrial,2353.518
1983-09-01,industrial,2238.222
1983-10-01,industrial,2310.584
1983-11-01,industrial,2360.477
1983-12-01,industrial,2442.541
1984-01-01,industrial,2642.979
1984-02-01,industrial,2418.941
1984-03-01,industrial,2570.505
1984-04-01,industrial,2460.433
1984-05-01,industrial,2519.4
1984-06-01,industrial,2454.306
1984-07-01,industrial,2448.97
1984-08-01,industrial,2515.35
1984-09-01,industrial,2313.561
1984-10-01,industrial,2440.579
1984-11-01,industrial,2379.917
1984-12-01,industrial,2408.154
1985-01-01,industrial,2591.591
1985-02-01,industrial,2337.967
1985-03-01,industrial,2395.138
1985-04-01,industrial,2355.024
1985-05-01,industrial,2428.082
1985-06-01,industrial,2349.195
1985-07-01,industrial,2407.347
1985-08-01,industrial,2425.344
1985-09-01,industrial,2264.185
1985-10-01,industrial,2400.529
1985-11-01,industrial,2329.738
1985-12-01,industrial,2528.496
1986-01-01,industrial,2552.052
1986-02-01,industrial,2347.777
1986-03-01,industrial,2481.556
1986-04-01,industrial,2345.154
1986-05-01,industrial,2418.761
1986-06-01,industrial,2325.066
1986-07-01,industrial,2310.835
1986-08-01,industrial,2293.246
1986-09-01,industrial,2233.483
1986-10-01,industrial,2303.982
1986-11-01,industrial,2262.122
1986-12-01,industrial,2399.26
1987-01-01,industrial,2615.353
1987-02-01,industrial,2347.609
1987-03-01,industrial,2389.077
1987-04-01,industrial,2374.998
1987-05-01,industrial,2395.457
1987-06-01,industrial,2432.019
1987-07-01,industrial,2489.109
1987-08-01,industrial,2450.339
1987-09-01,industrial,2381.24
1987-10-01,industrial,2483.461
1987-11-01,industrial,2416.203
1987-12-01,industrial,2601.464
1988-01-01,industrial,2567.198
1988-02-01,industrial,2500.869
1988-03-01,industrial,2643.031
1988-04-01,industrial,2403.707
1988-05-01,industrial,2519.327
1988-06-01,industrial,2529.722
1988-07-01,industrial,2526.482
1988-08-01,industrial,2651.49
1988-09-01,industrial,2480.476
1988-10-01,industrial,2618.111
1988-11-01,industrial,2558.648
1988-12-01,industrial,2675.79
1989-01-01,industrial,2615.321
1989-02-01,industrial,2486.625
1989-03-01,industrial,2657.164
1989-04-01,industrial,2509.763
1989-05-01,industrial,2590.772
1989-06-01,industrial,2594.632
1989-07-01,industrial,2589.413
1989-08-01,industrial,2674.484
1989-09-01,industrial,2525.555
1989-10-01,industrial,2680.079
1989-11-01,industrial,2639.923
1989-12-01,industrial,2762.245
1990-01-01,industrial,2657.92
1990-02-01,industrial,2474.805
1990-03-01,industrial,2676.452
1990-04-01,industrial,2613.099
1990-05-01,industrial,2666.977
1990-06-01,industrial,2634.68
1990-07-01,industrial,2668.523
1990-08-01,industrial,2805.905
1990-09-01,industrial,2605.634
1990-10-01,industrial,2725.602
1990-11-01,industrial,2594.291
1990-12-01,industrial,2681.595
1991-01-01,industrial,2754.415
1991-02-01,industrial,2369.565
1991-03-01,industrial,2527.697
1991-04-01,industrial,2457.714
1991-05-01,industrial,2568.689
1991-06-01,industrial,2543.272
1991-07-01,industrial,2653.898
1991-08-01,industrial,2716.164
1991-09-01,industrial,2661.352
1991-10-01,industrial,2753.945
1991-11-01,industrial,2671.861
1991-12-01,industrial,2719.096
1992-01-01,industrial,2787.063
1992-02-01,industrial,2546.828
1992-03-01,industrial,2718.27
1992-04-01,industrial,2600.92
1992-05-01,industrial,2649.251
1992-06-01,industrial,2706.413
1992-07-01,industrial,2789.071
1992-08-01,industrial,2767.484
1992-09-01,industrial,2666.507
1992-10-01,industrial,2778.788
1992-11-01,industrial,2755.878
1992-12-01,industrial,2801.398
1993-01-01,industrial,2701.931
1993-02-01,industrial,2593.428
1993-03-01,industrial,2793.601
1993-04-01,industrial,2593.978
1993-05-01,industrial,2591.422
1993-06-01,industrial,2677.783
1993-07-01,industrial,2734.848
1993-08-01,industrial,2775.76
1993-09-01,industrial,2673.023
1993-10-01,industrial,2835.169
1993-11-01,industrial,2815.211
1993-12-01,industrial,2829.708
1994-01-01,industrial,2931.439
1994-02-01,industrial,2681.829
1994-03-01,industrial,2777.344
1994-04-01,industrial,2680.066
1994-05-01,industrial,2710.026
1994-06-01,industrial,2782.969
1994-07-01,industrial,2792.063
1994-08-01,industrial,2868.532
1994-09-01,industrial,2760.095
1994-10-01,industrial,2867.113
1994-11-01,industrial,2786.926
1994-12-01,industrial,2880.842
1995-01-01,industrial,2828.277
1995-02-01,industrial,2653.596
1995-03-01,industrial,2807.856
1995-04-01,industrial,2738.622
1995-05-01,industrial,2822.094
1995-06-01,industrial,2804.577
1995-07-01,industrial,2888.607
1995-08-01,industrial,2977.527
1995-09-01,industrial,2799.21
1995-10-01,industrial,2879.887
1995-11-01,industrial,2837.886
1995-12-01,industrial,2923.666
1996-01-01,industrial,2952.532
1996-02-01,industrial,2756.648
1996-03-01,industrial,2950.993
1996-04-01,industrial,2746.852
1996-05-01,industrial,2892.008
1996-06-01,industrial,2899.141
1996-07-01,industrial,2922.258
1996-08-01,industrial,2996.335
1996-09-01,industrial,2806.866
1996-10-01,industrial,3076.236
1996-11-01,industrial,2951.717
1996-12-01,industrial,2952.385
1997-01-01,industrial,3014.217
1997-02-01,industrial,2713.074
1997-03-01,industrial,2909.528
1997-04-01,industrial,2880.826
1997-05-01,industrial,2935.597
1997-06-01,industrial,2906.227
1997-07-01,industrial,2995.822
1997-08-01,industrial,3003.812
1997-09-01,industrial,2883.193
1997-10-01,industrial,3033.05
1997-11-01,industrial,2905.318
1997-12-01,industrial,3014.337
1998-01-01,industrial,2946.353
1998-02-01,industrial,2699.049
1998-03-01,industrial,2908.14
1998-04-01,industrial,2812.972
1998-05-01,industrial,2934.055
1998-06-01,industrial,2864.557
1998-07-01,industrial,2976.581
1998-08-01,industrial,3035.048
1998-09-01,industrial,2864.771
1998-10-01,industrial,2938.028
1998-11-01,industrial,2831.788
1998-12-01,industrial,3021.099
1999-01-01,industrial,2912.155
1999-02-01,industrial,2673.34
1999-03-01,industrial,2882.955
1999-04-01,industrial,2822.595
1999-05-01,industrial,2878.765
1999-06-01,industrial,2889.671
1999-07-01,industrial,2959.049
1999-08-01,industrial,3037.717
1999-09-01,industrial,2905.725
1999-10-01,industrial,2939.946
1999-11-01,industrial,2884.043
1999-12-01,industrial,2971.659
2000-01-01,industrial,2906.089
2000-02-01,industrial,2799.312
2000-03-01,industrial,2929.981
2000-04-01,industrial,2780.875
2000-05-01,industrial,3009.118
2000-06-01,industrial,2914.762
2000-07-01,industrial,2875.137
2000-08-01,industrial,3037.217
2000-09-01,industrial,2821.727
2000-10-01,industrial,2875.907
2000-11-01,industrial,2824.276
2000-12-01,industrial,2893.414
2001-01-01,industrial,2835.379
2001-02-01,industrial,2624.187
2001-03-01,industrial,2833.628
2001-04-01,industrial,2705.956
2001-05-01,industrial,2763.81
2001-06-01,industrial,2668.823
2001-07-01,industrial,2707.644
2001-08-01,industrial,2801.873
2001-09-01,industrial,2599.288
2001-10-01,industrial,2806.449
2001-11-01,industrial,2682.524
2001-12-01,industrial,2688.551
2002-01-01,industrial,2765.571
2002-02-01,industrial,2531.322
2002-03-01,industrial,2740.883
2002-04-01,industrial,2693.275
2002-05-01,industrial,2768.095
2002-06-01,industrial,2720.315
2002-07-01,industrial,2834.134
2002-08-01,industrial,2802.045
2002-09-01,industrial,2647.285
2002-10-01,industrial,2724.51
2002-11-01,industrial,2723.6
2002-12-01,industrial,2710.342
2003-01-01,industrial,2777.633
2003-02-01,industrial,2619.067
2003-03-01,industrial,2696.749
2003-04-01,industrial,2666.839
2003-05-01,industrial,2681.908
2003-06-01,industrial,2642.514
2003-07-01,industrial,2766.066
2003-08-01,industrial,2785.92
2003-09-01,industrial,2633.157
2003-10-01,industrial,2764.215
2003-11-01,industrial,2701.187
2003-12-01,industrial,2820.221
2004-01-01,industrial,2801.214
2004-02-01,industrial,2710.182
2004-03-01,industrial,2790.504
2004-04-01,industrial,2720.989
2004-05-01,industrial,2834.618
2004-06-01,industrial,2758.882
2004-07-01,industrial,2828.262
2004-08-01,industrial,2855.022
2004-09-01,industrial,2727.521
2004-10-01,industrial,2811.794
2004-11-01,industrial,2795.087
2004-12-01,industrial,2881.414
2005-01-01,industrial,2811.297
2005-02-01,industrial,2588.105
2005-03-01,industrial,2814.424
2005-04-01,industrial,2620.986
2005-05-01,industrial,2765.001
2005-06-01,industrial,2759.404
2005-07-01,industrial,2713.422
2005-08-01,industrial,2790.306
2005-09-01,industrial,2537.177
2005-10-01,industrial,2601.12
2005-11-01,industrial,2669.027
2005-12-01,industrial,2769.801
2006-01-01,industrial,2723.503
2006-02-01,industrial,2545.462
2006-03-01,industrial,2727.992
2006-04-01,industrial,2577.341
2006-05-01,industrial,2727.974
2006-06-01,industrial,2716.596
2006-07-01,industrial,2707.354
2006-08-01,industrial,2811.746
2006-09-01,industrial,2672.223
2006-10-01,industrial,2765.28
2006-11-01,industrial,2700.987
2006-12-01,industrial,2713.402
2007-01-01,industrial,2798.532
2007-02-01,industrial,2595.059
2007-03-01,industrial,2697.417
2007-04-01,industrial,2645.377
2007-05-01,industrial,2738.921
2007-06-01,industrial,2660.591
2007-07-01,industrial,2693.588
2007-08-01,industrial,2776.914
2007-09-01,industrial,2614.73
2007-10-01,industrial,2709.516
2007-11-01,industrial,2677.991
2007-12-01,industrial,2774.106
2008-01-01,industrial,2822.893
2008-02-01,industrial,2617.719
2008-03-01,industrial,2690.233
2008-04-01,industrial,2602.633
2008-05-01,industrial,2695.375
2008-06-01,industrial,2615.164
2008-07-01,industrial,2647.269
2008-08-01,industrial,2603.421
2008-09-01,industrial,2379.829
2008-10-01,industrial,2658.924
2008-11-01,industrial,2527.042
2008-12-01,industrial,2470.755
2009-01-01,industrial,2510.558
2009-02-01,industrial,2260.298
2009-03-01,industrial,2373.714
2009-04-01,industrial,2247.822
2009-05-01,industrial,2299.213
2009-06-01,industrial,2318.955
2009-07-01,industrial,2337.453
2009-08-01,industrial,2423.064
2009-09-01,industrial,2345.568
2009-10-01,industrial,2417.906
2009-11-01,industrial,2393.485
2009-12-01,industrial,2534.43
2010-01-01,industrial,2526.322
2010-02-01,industrial,2400.061
2010-03-01,industrial,2587.859
2010-04-01,industrial,2465.83
2010-05-01,industrial,2563.54
2010-06-01,industrial,2555.428
2010-07-01,industrial,2570.748
2010-08-01,industrial,2667.967
2010-09-01,industrial,2542.955
2010-10-01,industrial,2516.047
2010-11-01,industrial,2555.236
2010-12-01,industrial,2716.099
2011-01-01,industrial,2687.543
2011-02-01,industrial,2407.788
2011-03-01,industrial,2682.092
2011-04-01,industrial,2495.74
2011-05-01,industrial,2545.024
2011-06-01,industrial,2540.893
2011-07-01,industrial,2594.552
2011-08-01,industrial,2672.134
2011-09-01,industrial,2510.957
2011-10-01,industrial,2601.248
2011-11-01,industrial,2624.762
2011-12-01,industrial,2615.174
2012-01-01,industrial,2676.962
2012-02-01,industrial,2536.864
2012-03-01,industrial,2565.827
2012-04-01,industrial,2481.314
2012-05-01,industrial,2609.053
2012-06-01,industrial,2547.267
2012-07-01,industrial,2612.394
2012-08-01,industrial,2645.429
2012-09-01,industrial,2471.971
2012-10-01,industrial,2633.646
2012-11-01,industrial,2604.577
2012-12-01,industrial,2667.785
2013-01-01,industrial,2722.01
2013-02-01,industrial,2467.111
2013-03-01,industrial,2603.426
2013-04-01,industrial,2507.863
2013-05-01,industrial,2647.81
2013-06-01,industrial,2577.046
2013-07-01,industrial,2674.809
2013-08-01,industrial,2655.784
2013-09-01,industrial,2598.483
2013-10-01,industrial,2682.783
2013-11-01,industrial,2719.153
2013-12-01,industrial,2767.483
2014-01-01,industrial,2800.114
2014-02-01,industrial,2488.248
2014-03-01,industrial,2626.872
2014-04-01,industrial,2568.023
2014-05-01,industrial,2622.522
2014-06-01,industrial,2585.837
2014-07-01,industrial,2693.202
2014-08-01,industrial,2704.499
2014-09-01,industrial,2608.876
2014-10-01,industrial,2686.861
2014-11-01,industrial,2683.767
2014-12-01,industrial,2725.4
2015-01-01,industrial,2763.486
2015-02-01,industrial,2550.863
2015-03-01,industrial,2627.0
2015-04-01,industrial,2544.225
2015-05-01,industrial,2641.813
2015-06-01,industrial,2657.463
2015-07-01,industrial,2730.851
2015-08-01,industrial,2705.06
2015-09-01,industrial,2545.299
2015-10-01,industrial,2556.93
2015-11-01,industrial,2521.665
2015-12-01,industrial,2620.991
2016-01-01,industrial,2730.98
2016-02-01,industrial,2584.489
2016-03-01,industrial,2621.279
2016-04-01,industrial,2504.051
2016-05-01,industrial,2561.91
2016-06-01,industrial,2573.465
2016-07-01,industrial,2647.659
2016-08-01,industrial,2728.906
2016-09-01,industrial,2540.375
2016-10-01,industrial,2608.315
2016-11-01,industrial,2585.887
2016-12-01,industrial,2758.453
2017-01-01,industrial,2729.008
2017-02-01,industrial,2433.791
2017-03-01,industrial,2716.255
2017-04-01,industrial,2554.257
2017-05-01,industrial,2664.493
2017-06-01,industrial,2639.826
2017-07-01,industrial,2720.504
2017-08-01,industrial,2701.287
2017-09-01,industrial,2569.222
2017-10-01,industrial,2669.856
2017-11-01,industrial,2728.786
2017-12-01,industrial,2827.926
2018-01-01,industrial,2834.26
2018-02-01,industrial,2520.603
2018-03-01,industrial,2764.074
2018-04-01,industrial,2595.272
2018-05-01,industrial,2747.379
2018-06-01,industrial,2679.603
2018-07-01,industrial,2761.891
2018-08-01,industrial,2871.105
1973-01-01,transportation,1509.552
1973-02-01,transportation,1442.127
1973-03-01,transportation,1564.016
1973-04-01,transportation,1482.632
1973-05-01,transportation,1624.436
1973-06-01,transportation,1543.553
1973-07-01,transportation,1587.202
1973-08-01,transportation,1649.55
1973-09-01,transportation,1505.857
1973-10-01,transportation,1580.742
1973-11-01,transportation,1585.217
1973-12-01,transportation,1537.891
1974-01-01,transportation,1441.921
1974-02-01,transportation,1341.826
1974-03-01,transportation,1483.195
1974-04-01,transportation,1469.842
1974-05-01,transportation,1559.392
1974-06-01,transportation,1528.118
1974-07-01,transportation,1581.456
1974-08-01,transportation,1604.223
1974-09-01,transportation,1458.89
1974-10-01,transportation,1572.633
1974-11-01,transportation,1510.563
1974-12-01,transportation,1568.378
1975-01-01,transportation,1545.584
1975-02-01,transportation,1361.954
1975-03-01,transportation,1519.702
1975-04-01,transportation,1510.837
1975-05-01,transportation,1545.238
1975-06-01,transportation,1529.658
1975-07-01,transportation,1560.25
1975-08-01,transportation,1560.436
1975-09-01,transportation,1493.554
1975-10-01,transportation,1571.249
1975-11-01,transportation,1445.305
1975-12-01,transportation,1601.232
1976-01-01,transportation,1535.406
1976-02-01,transportation,1421.841
1976-03-01,transportation,1607.566
1976-04-01,transportation,1584.545
1976-05-01,transportation,1567.172
1976-06-01,transportation,1613.299
1976-07-01,transportation,1651.192
1976-08-01,transportation,1609.175
1976-09-01,transportation,1582.273
1976-10-01,transportation,1602.472
1976-11-01,transportation,1602.617
1976-12-01,transportation,1723.225
1977-01-01,transportation,1585.432
1977-02-01,transportation,1529.74
1977-03-01,transportation,1659.602
1977-04-01,transportation,1640.796
1977-05-01,transportation,1620.607
1977-06-01,transportation,1678.044
1977-07-01,transportation,1669.284
1977-08-01,transportation,1715.861
1977-09-01,transportation,1647.372
1977-10-01,transportation,1669.798
1977-11-01,transportation,1650.399
1977-12-01,transportation,1754.664
1978-01-01,transportation,1651.746
1978-02-01,transportation,1579.264
1978-03-01,transportation,1765.033
1978-04-01,transportation,1671.216
1978-05-01,transportation,1786.987
1978-06-01,transportation,1744.207
1978-07-01,transportation,1724.251
1978-08-01,transportation,1802.121
1978-09-01,transportation,1657.069
1978-10-01,transportation,1737.709
1978-11-01,transportation,1725.772
1978-12-01,transportation,1771.69
1979-01-01,transportation,1739.367
1979-02-01,transportation,1671.974
1979-03-01,transportation,1835.958
1979-04-01,transportation,1653.147
1979-05-01,transportation,1741.283
1979-06-01,transportation,1677.392
1979-07-01,transportation,1661.98
1979-08-01,transportation,1746.596
1979-09-01,transportation,1631.795
1979-10-01,transportation,1738.242
1979-11-01,transportation,1645.91
1979-12-01,transportation,1727.893
1980-01-01,transportation,1683.412
1980-02-01,transportation,1629.048
1980-03-01,transportation,1690.604
1980-04-01,transportation,1677.628
1980-05-01,transportation,1656.148
1980-06-01,transportation,1590.303
1980-07-01,transportation,1644.729
1980-08-01,transportation,1600.924
1980-09-01,transportation,1594.546
1980-10-01,transportation,1679.806
1980-11-01,transportation,1544.591
1980-12-01,transportation,1703.29
1981-01-01,transportation,1708.834
1981-02-01,transportation,1510.657
1981-03-01,transportation,1642.089
1981-04-01,transportation,1594.921
1981-05-01,transportation,1620.232
1981-06-01,transportation,1650.824
1981-07-01,transportation,1674.0
1981-08-01,transportation,1635.993
1981-09-01,transportation,1596.553
1981-10-01,transportation,1617.451
1981-11-01,transportation,1557.822
1981-12-01,transportation,1703.273
1982-01-01,transportation,1573.214
1982-02-01,transportation,1493.75
1982-03-01,transportation,1633.336
1982-04-01,transportation,1649.936
1982-05-01,transportation,1610.761
1982-06-01,transportation,1602.435
1982-07-01,transportation,1613.137
1982-08-01,transportation,1592.794
1982-09-01,transportation,1547.573
1982-10-01,transportation,1566.54
1982-11-01,transportation,1586.483
1982-12-01,transportation,1619.863
1983-01-01,transportation,1511.252
1983-02-01,transportation,1374.025
1983-03-01,transportation,1675.889
1983-04-01,transportation,1540.887
1983-05-01,transportation,1618.355
1983-06-01,transportation,1642.167
1983-07-01,transportation,1624.692
1983-08-01,transportation,1667.249
1983-09-01,transportation,1606.672
1983-10-01,transportation,1619.832
1983-11-01,transportation,1583.394
1983-12-01,transportation,1712.182
1984-01-01,transportation,1623.344
1984-02-01,transportation,1478.84
1984-03-01,transportation,1647.003
1984-04-01,transportation,1625.737
1984-05-01,transportation,1697.791
1984-06-01,transportation,1666.333
1984-07-01,transportation,1681.849
1984-08-01,transportation,1727.355
1984-09-01,transportation,1591.241
1984-10-01,transportation,1668.474
1984-11-01,transportation,1619.644
1984-12-01,transportation,1627.965
1985-01-01,transportation,1647.801
1985-02-01,transportation,1504.787
1985-03-01,transportation,1678.228
1985-04-01,transportation,1685.978
