id,neighborhood,room_type,accommodates,bedrooms,price,security_deposit,cleaning_fee,rating,superhost,response_time,acceptance_rate,host_since,last_review,num_reviews,latitude,longitude,minimum_nights,maximum_nights
15252636,Downtown,Entire home/apt,3,1.0,524,100,100,4.5,0,within a few hours,87%,2016-09-16,2021-04-28,2,38.90029,-77.03282,2,1125
15253221,Downtown,Entire home/apt,5,2.0,339,50,50,4.67,0,within a few hours,87%,2016-09-16,2020-09-27,3,38.90101,-77.03383,5,1125
15253361,Edgewood,Entire home/apt,4,2.0,177,100,0,4.45,1,within an hour,92%,2013-12-02,2021-08-15,11,38.91452,-77.00732,3,1125
15257254,Twining,Private room,1,1.0,96,0,0,5.0,0,,,2014-07-11,2018-10-28,1,38.87305,-76.97408,30,30
15264519,Downtown,Entire home/apt,5,2.0,339,100,50,4.4,0,within a few hours,87%,2016-09-16,2021-04-11,5,38.90099,-77.0342,5,1125
15264645,Union Station,Entire home/apt,5,2.0,675,250,100,,0,,,2015-03-14,,0,38.90117,-76.9909,2,3
15273279,Sheridan,Entire home/apt,5,2.0,399,0,0,5.0,0,,0%,2016-03-25,2018-03-21,3,38.85636,-76.98732,3,14
15280769,Union Station,Entire home/apt,4,1.0,107,50,100,4.77,0,within an hour,99%,2016-09-29,2021-08-28,246,38.90247,-76.99638,1,10
15288203,Brightwood Park,Entire home/apt,4,2.0,138,100,0,4.96,0,,,2014-07-03,2020-09-15,76,38.94838,-77.03361,28,365
15300094,Columbia Heights,Entire home/apt,5,2.0,109,100,0,4.97,1,within a day,0%,2014-07-21,2020-03-03,66,38.93302,-77.01946,2,30
15307809,Edgewood,Entire home/apt,5,2.0,110,100,100,4.46,0,,,2013-11-29,2021-08-09,246,38.91623,-77.00816,4,27
15313139,Friendship Heights,Private room,1,1.0,60,0,25,4.91,1,within a day,67%,2015-04-09,2021-09-03,23,38.95082,-77.09776,10,365
15322697,Capitol Hill,Entire home/apt,8,4.0,520,100,0,5.0,0,,,2016-10-02,2018-11-25,8,38.89154,-76.99774,4,7
15324935,Takoma,Entire home/apt,4,2.0,65,50,25,4.91,1,,,2014-09-17,2021-07-01,152,38.95684,-77.01482,3,28
15326344,Columbia Heights,Entire home/apt,2,1.0,89,0,25,4.71,0,,,2011-10-11,2019-06-08,102,38.92958,-77.01912,1,1125
15328533,North Michigan Park,Private room,2,1.0,69,25,25,4.92,1,within an hour,100%,2013-08-01,2021-07-04,64,38.94844,-76.99011,3,1125
15339726,Capitol Hill,Entire home/apt,5,2.0,1400,100,150,5.0,0,,,2015-11-30,2017-01-22,2,38.8893,-77.0023,2,3
15342498,Hawthorne,Entire home/apt,3,1.0,125,0,100,4.95,0,,0%,2015-11-06,2020-02-18,93,38.95734,-77.07322,2,1125
15342600,Shaw,Private room,1,1.0,90,50,25,4.92,1,within a day,75%,2014-03-20,2018-10-27,26,38.90653,-77.01531,5,90
15343221,Union Station,Entire home/apt,4,1.0,110,50,0,4.83,0,within an hour,96%,2013-09-02,2021-09-12,157,38.89584,-76.9922,2,7
15343674,Lamont Riggs,Entire home/apt,2,1.0,65,0,50,5.0,0,within an hour,100%,2016-03-21,2017-01-23,2,38.94257,-77.00408,7,1125
15343995,Dupont Circle,Entire home/apt,2,,88,25,50,4.83,1,within an hour,99%,2015-10-20,2021-08-03,109,38.91498,-77.03558,2,1125
15344098,Kalorama Heights,Entire home/apt,2,1.0,120,100,50,4.92,0,,,2016-09-02,2019-06-13,61,38.92224,-77.04724,3,1125
15345702,Kalorama Heights,Entire home/apt,1,1.0,102,50,0,4.67,0,within a few hours,73%,2013-08-21,2017-09-15,3,38.92201,-77.04154,28,1125
15346306,Kalorama Heights,Entire home/apt,3,1.0,90,25,50,4.5,0,,,2013-07-23,2016-10-30,2,38.92304,-77.03986,2,1125
15354249,Ivy City,Entire home/apt,10,3.0,269,100,50,4.95,1,within an hour,100%,2012-08-25,2021-09-12,65,38.90511,-76.98946,2,1125
15355000,Edgewood,Private room,1,1.0,50,0,50,,0,a few days or more,27%,2009-11-17,,0,38.91037,-77.01271,4,500
15357529,Union Station,Entire home/apt,5,2.0,1450,250,100,,0,,,2016-10-04,,0,38.90016,-76.98485,2,3
15357947,Columbia Heights,Entire home/apt,1,,65,25,50,5.0,0,within a day,25%,2016-10-04,2021-03-31,4,38.93611,-77.03322,2,75
15360568,Edgewood,Entire home/apt,3,1.0,105,50,0,4.83,1,within an hour,90%,2015-12-11,2021-08-31,224,38.91357,-77.01074,3,1125
15369535,North Michigan Park,Entire home/apt,6,2.0,71,25,0,4.6,0,within an hour,64%,2009-06-05,2021-09-05,20,38.94286,-76.97667,7,365
15373088,Howard University,Entire home/apt,3,1.0,127,0,0,4.89,1,within an hour,100%,2016-10-05,2021-09-08,637,38.91646,-77.03073,1,30
15397701,Columbia Heights,Entire home/apt,7,2.0,135,100,50,4.81,1,within an hour,99%,2012-06-13,2020-03-06,120,38.93512,-77.02827,3,90
15399160,Shaw,Entire home/apt,2,,80,0,50,4.95,1,,,2016-10-06,2020-03-16,104,38.91122,-77.02415,3,7
15408045,Ivy City,Entire home/apt,4,1.0,100,0,100,4.96,1,within an hour,97%,2016-04-20,2021-08-27,191,38.90499,-76.98888,4,36
15409293,Shaw,Entire home/apt,2,1.0,149,100,0,5.0,1,,,2012-07-30,2020-03-03,163,38.91097,-77.02279,2,28
15410428,Edgewood,Entire home/apt,14,3.0,406,0,100,4.58,0,,,2014-07-23,2021-09-06,161,38.91172,-77.00856,3,365
15419112,Shaw,Entire home/apt,6,2.0,173,100,0,4.92,1,within an hour,94%,2015-10-15,2021-08-31,168,38.9121,-77.02921,3,89
15419652,Union Station,Entire home/apt,4,3.0,325,50,0,5.0,0,,,2015-10-10,2017-08-07,2,38.8977,-77.0032,2,1125
15419891,Edgewood,Private room,3,1.0,89,50,25,4.89,1,,,2016-10-08,2021-06-25,70,38.91463,-77.00395,2,1125
15420562,Union Station,Entire home/apt,3,1.0,115,100,50,4.73,0,,,2016-10-08,2019-05-09,67,38.89863,-77.00178,2,30
15420723,Shaw,Entire home/apt,3,1.0,199,100,50,,0,,,2014-06-24,,0,38.90586,-77.02435,2,1125
15421820,Capitol Hill,Entire home/apt,12,4.0,239,0,0,4.82,1,within an hour,98%,2016-06-08,2021-09-08,123,38.88913,-76.97822,4,1125
15431186,Ivy City,Entire home/apt,4,2.0,125,50,50,4.48,0,within a few hours,90%,2016-08-15,2021-05-23,84,38.90367,-76.98879,2,30
15448800,Dupont Circle,Entire home/apt,2,1.0,150,100,0,5.0,0,,,2010-06-20,2016-10-16,1,38.91789,-77.03633,2,1125
15451584,Cleveland Park,Entire home/apt,14,5.0,750,250,0,5.0,0,,,2015-01-09,2016-12-28,1,38.93314,-77.06783,6,55
15463873,Columbia Heights,Private room,1,1.0,120,100,0,5.0,1,,100%,2012-12-13,2016-11-05,1,38.93152,-77.04213,1,8
15470047,Shaw,Entire home/apt,2,1.0,75,50,0,4.67,0,,,2016-01-05,2017-08-17,12,38.90825,-77.02733,2,1125
15475331,Sheridan,Entire home/apt,3,1.0,103,50,100,4.53,0,,0%,2016-10-12,2019-04-15,139,38.85657,-76.9969,2,90
15483564,Dupont Circle,Entire home/apt,4,1.0,130,0,100,4.96,1,,,2016-03-25,2020-02-16,49,38.91481,-77.0368,2,21
15484350,Columbia Heights,Entire home/apt,2,,99,25,25,4.77,0,within a few hours,90%,2013-11-29,2021-09-08,14,38.92797,-77.03054,5,120
15494076,Union Station,Entire home/apt,8,4.0,225,100,50,5.0,0,,,2016-07-06,2017-01-23,1,38.89236,-76.97886,4,1125
15496712,Woodridge,Private room,1,1.0,55,25,50,5.0,0,within a day,0%,2016-09-22,2017-06-01,4,38.92705,-76.9568,1,1125
15498455,Capitol View,Private room,2,1.0,75,0,25,5.0,0,,0%,2016-10-13,2016-10-22,1,38.88723,-76.91825,1,3
15522091,Capitol Hill,Entire home/apt,3,1.0,116,100,100,4.89,1,within an hour,100%,2015-08-06,2021-09-11,149,38.88727,-76.98653,1,1125
15522419,Downtown,Entire home/apt,4,2.0,298,50,0,4.89,1,within an hour,100%,2016-07-04,2021-09-13,216,38.90095,-77.02678,4,1125
15523073,Columbia Heights,Entire home/apt,4,1.0,109,0,0,4.92,1,within an hour,93%,2016-03-09,2021-09-04,142,38.92964,-77.03965,5,1125
15552175,Shaw,Entire home/apt,4,1.0,250,50,0,4.95,1,within a few hours,36%,2016-10-17,2020-03-04,19,38.91275,-77.03336,3,90
15552233,Capitol Hill,Entire home/apt,4,1.0,75,25,25,4.86,1,within a few hours,100%,2016-01-13,2021-08-29,111,38.88438,-76.98256,2,1125
15554376,Dupont Circle,Entire home/apt,3,3.0,242,100,100,4.77,0,within an hour,,2016-10-18,2018-12-14,26,38.90818,-77.04738,180,530
15558485,Hawthorne,Entire home/apt,2,1.0,96,25,0,4.96,1,within an hour,98%,2016-10-18,2021-09-06,223,38.96161,-77.05739,2,1125
15558753,Union Station,Entire home/apt,3,1.0,67,25,25,4.81,1,within an hour,100%,2015-12-20,2019-09-27,21,38.89459,-76.99732,3,365
15559034,Capitol Hill,Entire home/apt,3,2.0,100,0,50,5.0,0,,,2014-04-23,2016-11-26,3,38.88554,-76.97894,4,1125
15563711,Capitol Hill,Entire home/apt,4,2.0,2000,400,150,,0,,,2014-08-21,,0,38.88585,-76.99114,3,7
15564599,Ivy City,Entire home/apt,2,1.0,80,50,0,4.82,1,within an hour,99%,2015-06-18,2021-08-26,392,38.90559,-76.98476,1,1125
15570285,Capitol Hill,Entire home/apt,2,,3000,400,150,4.43,0,,,2015-04-07,2017-07-30,18,38.8809,-76.99877,10,15
15581306,Brightwood Park,Entire home/apt,8,3.0,125,0,0,4.79,0,within a day,0%,2016-10-19,2020-03-03,149,38.94528,-77.02458,3,10
15585053,Brightwood Park,Entire home/apt,6,2.0,499,50,100,,0,,,2014-01-12,,0,38.95584,-77.01844,5,14
15589935,Dupont Circle,Entire home/apt,2,1.0,70,50,25,4.88,0,,,2014-06-05,2019-11-24,42,38.91498,-77.04213,2,1125
15591499,Union Station,Entire home/apt,3,1.0,125,0,50,4.46,0,within an hour,99%,2015-02-01,2021-08-30,58,38.89279,-76.98952,2,90
15600625,Columbia Heights,Entire home/apt,6,2.0,249,50,100,4.61,0,within a day,80%,2015-07-09,2021-04-04,28,38.93417,-77.02838,1,29
15604857,Spring Valley,Entire home/apt,2,1.0,113,50,0,4.84,1,within an hour,100%,2016-05-28,2021-08-26,94,38.91636,-77.08648,3,1125
15610482,Woodridge,Entire home/apt,5,2.0,156,50,0,4.52,0,within an hour,94%,2014-09-13,2021-06-25,84,38.93404,-76.96211,14,200
15615256,Union Station,Entire home/apt,3,1.0,106,50,0,5.0,0,within an hour,57%,2015-10-22,2021-07-13,2,38.89838,-76.98652,3,1125
15618501,Woodridge,Private room,2,1.0,34,50,25,4.8,1,within a day,75%,2016-04-19,2020-02-29,10,38.93567,-76.96565,7,180
15620627,Edgewood,Entire home/apt,4,1.0,109,100,100,4.98,1,within an hour,96%,2015-04-01,2021-09-13,401,38.91401,-77.01108,2,1125
15624652,Brookland,Private room,2,1.0,54,0,0,5.0,0,,100%,2015-06-19,2019-08-18,7,38.92422,-76.979,2,1125
15624823,Howard University,Entire home/apt,4,1.0,105,100,100,4.5,0,within a day,33%,2013-10-28,2017-04-10,4,38.91651,-77.02051,15,1125
15628435,River Terrace,Private room,2,1.0,93,0,25,5.0,0,,0%,2016-10-22,2017-01-23,1,38.8907,-76.95236,3,30
15630065,Ivy City,Entire home/apt,6,3.0,400,0,50,,0,,,2014-12-17,,0,38.91023,-76.98439,2,4
15630717,Shaw,Entire home/apt,6,2.0,1100,250,0,,1,within an hour,100%,2015-12-30,,0,38.90837,-77.02614,2,8
15646617,Cathedral Heights,Entire home/apt,2,,120,100,50,0.0,0,,,2016-05-22,2016-12-29,1,38.93749,-77.07661,1,1125
15655208,Kalorama Heights,Entire home/apt,4,2.0,495,50,100,4.68,0,,,2016-05-23,2019-10-13,19,38.91837,-77.04081,2,1125
15656492,Edgewood,Private room,2,1.0,50,0,25,4.74,1,,0%,2016-10-24,2020-03-14,19,38.91671,-77.00422,2,90
15657259,North Cleveland Park,Private room,2,1.0,83,25,25,4.95,0,,,2017-05-05,2019-12-31,100,38.94944,-77.07151,2,1125
15658197,Georgetown,Private room,3,1.0,140,50,0,4.69,0,within an hour,99%,2013-06-30,2021-01-07,105,38.91092,-77.05302,1,1125
15663247,Union Station,Private room,2,1.0,60,50,25,5.0,0,,,2014-04-02,2016-12-08,5,38.9017,-76.9904,1,30
15665231,Capitol Hill,Entire home/apt,4,1.0,149,50,0,4.93,1,,,2016-10-24,2021-09-06,82,38.8891,-76.99817,2,1125
15677936,Ivy City,Private room,2,1.0,74,50,25,4.97,1,,100%,2012-04-16,2019-12-14,35,38.91214,-76.98444,1,28
15684875,Union Station,Entire home/apt,2,1.0,81,50,0,4.94,1,,0%,2012-09-25,2020-02-01,257,38.89242,-76.98711,2,10
15700585,Ivy City,Entire home/apt,4,2.0,150,0,100,4.8,0,,,2016-10-26,2017-08-08,6,38.91018,-76.9856,28,28
15703472,Union Station,Entire home/apt,3,1.0,165,100,100,4.92,0,,,2014-10-28,2017-10-22,14,38.90673,-77.00444,1,7
15707880,Union Station,Entire home/apt,4,2.0,350,50,50,5.0,0,,,2012-09-17,2019-04-14,3,38.89978,-76.98835,2,7
15714945,Mayfair,Entire home/apt,4,2.0,125,0,100,0.0,0,within an hour,79%,2016-10-27,2020-03-12,2,38.89617,-76.94155,2,90
15720606,Union Station,Entire home/apt,3,1.0,131,0,50,4.9,1,within an hour,100%,2014-04-11,2021-09-15,125,38.901,-76.99718,2,90
15734466,Capitol Hill,Entire home/apt,4,2.0,210,50,100,4.68,0,within an hour,99%,2015-07-29,2021-06-02,240,38.88921,-76.991196,1,1125
15740602,Brookland,Entire home/apt,5,2.0,100,100,100,5.0,0,,,2014-03-24,2017-11-26,11,38.92987,-76.99122,60,90
15741378,Brightwood Park,Entire home/apt,8,3.0,155,50,100,4.84,0,,,2016-10-29,2020-03-10,68,38.95672,-77.02413,2,30
15744305,Capitol Hill,Entire home/apt,2,1.0,110,50,100,5.0,1,,100%,2013-08-13,2020-12-05,18,38.8851,-76.98747,5,1124
15745865,Brightwood Park,Entire home/apt,4,1.0,115,50,0,4.86,0,,,2015-06-08,2018-05-06,21,38.93973,-77.03129,3,14
15752270,Capitol Hill,Entire home/apt,2,1.0,129,50,50,5.0,0,,,2014-08-22,2017-08-18,4,38.87992,-76.98666,3,14
15752720,Brightwood Park,Entire home/apt,4,2.0,286,0,50,5.0,1,within a day,56%,2012-02-02,2021-07-29,9,38.93902,-77.017,3,7
15755522,Takoma,Entire home/apt,2,1.0,88,25,50,4.84,1,within an hour,100%,2013-04-21,2021-08-14,179,38.96946,-77.01875,2,1125
15769448,Capitol Hill,Entire home/apt,3,1.0,190,100,50,,0,,,2013-04-04,,0,38.88692,-77.00197,1,8
15780460,Kalorama Heights,Entire home/apt,3,2.0,150,0,0,,0,,,2016-11-01,,0,38.92337,-77.03874,3,200
15780784,Brightwood Park,Entire home/apt,3,2.0,129,100,0,4.0,0,within a day,14%,2016-11-01,2021-07-16,10,38.95275,-77.01764,2,28
15785986,Capitol Hill,Entire home/apt,8,3.0,1000,400,50,,0,,,2014-08-13,,0,38.88574,-76.97673,2,4
15790449,Friendship Heights,Private room,2,1.0,70,25,25,4.96,1,within an hour,100%,2016-04-25,2021-09-12,117,38.94413,-77.08359,2,1125
15797166,Capitol Hill,Entire home/apt,4,1.0,64,50,50,4.85,0,,,2015-03-12,2018-06-02,67,38.87938,-76.98222,3,1125
15798241,Capitol Hill,Entire home/apt,5,1.0,175,50,0,4.83,1,,,2016-11-02,2020-08-15,121,38.88462,-77.00373,2,1125
15799361,Shaw,Entire home/apt,4,2.0,59,0,25,4.86,0,,,2016-11-02,2017-03-18,7,38.91386,-77.02599,2,5
15802301,Edgewood,Entire home/apt,3,2.0,117,100,100,5.0,0,within a day,,2016-04-19,2018-04-15,1,38.91364,-77.00921,1,31
15805076,Capitol Hill,Entire home/apt,8,3.0,199,50,0,4.83,0,,,2016-11-02,2018-07-31,43,38.88087,-76.99541,2,1125
15805615,Edgewood,Private room,1,1.0,33,25,25,4.81,1,within an hour,93%,2016-11-02,2021-08-26,229,38.91202,-77.01344,1,7
15806290,Edgewood,Private room,1,1.0,31,25,50,4.7,1,within an hour,93%,2016-11-02,2021-08-29,210,38.91239,-77.01353,1,7
15806545,Howard University,Entire home/apt,8,3.0,650,250,0,4.88,0,,,2016-07-06,2020-03-03,26,38.91604,-77.01677,5,365
15807489,Edgewood,Entire home/apt,2,1.0,67,0,25,4.76,1,within an hour,93%,2016-11-02,2021-09-12,170,38.91295,-77.01457,1,7
15808888,Howard University,Private room,2,1.0,52,0,0,4.9,0,,84%,2015-10-14,2020-08-31,318,38.91629,-77.02007,2,31
15809299,Shaw,Entire home/apt,5,2.0,346,50,0,5.0,1,within a day,88%,2014-09-18,2021-08-02,50,38.90649,-77.01748,3,28
15815620,Brookland,Entire home/apt,4,1.0,120,50,50,4.82,1,within an hour,100%,2015-03-11,2021-08-16,162,38.91937,-76.98882,2,25
15817486,Capitol Hill,Entire home/apt,6,2.0,162,0,0,4.7,0,,,2016-11-02,2018-06-03,55,38.88137,-76.99471,1,1125
15820718,Friendship Heights,Private room,2,1.0,80,50,25,4.99,1,within an hour,100%,2016-04-25,2021-09-13,89,38.94462,-77.08339,2,21
15820983,Friendship Heights,Private room,1,1.0,62,25,25,4.99,1,within an hour,100%,2016-04-25,2020-11-21,119,38.94456,-77.0821,2,60
15831131,Union Station,Private room,1,1.0,40,0,50,5.0,0,,,2014-04-02,2016-11-16,3,38.9021,-76.99104,1,1125
15834530,West End,Private room,1,1.0,40,50,0,,0,,,2012-11-17,,0,38.90128,-77.05221,6,9
15843220,Edgewood,Entire home/apt,9,4.0,335,0,50,4.82,1,,,2016-10-08,2021-09-06,45,38.91665,-77.00544,2,1125
15843584,Capitol Hill,Entire home/apt,4,1.0,89,25,0,5.0,0,,,2016-05-27,2017-01-22,2,38.89177,-76.98497,2,1125
15844475,Howard University,Private room,2,1.0,48,0,25,4.64,0,within an hour,97%,2015-09-23,2020-10-24,53,38.92671,-77.02201,2,1125
15852221,Edgewood,Entire home/apt,8,2.0,114,50,0,4.86,1,,,2016-02-19,2020-03-15,92,38.90761,-77.01164,2,20
15854610,Dupont Circle,Entire home/apt,4,2.0,100,50,0,5.0,0,,,2012-09-04,2018-11-26,12,38.91152,-77.03655,10,1125
15855570,West End,Entire home/apt,4,2.0,1100,400,150,,0,,,2015-11-23,,0,38.90782,-77.04857,1,9
15856256,Edgewood,Entire home/apt,3,1.0,72,50,50,4.79,1,,,2013-11-18,2018-03-19,14,38.91376,-77.01179,2,7
15856536,Union Station,Entire home/apt,6,3.0,175,0,50,4.75,0,within a few hours,,2016-01-14,2019-12-31,4,38.89308,-76.99176,2,30
15858452,Union Station,Private room,2,1.0,70,50,0,4.83,1,,,2011-10-10,2020-03-04,205,38.901,-76.99304,1,14
15859380,Columbia Heights,Entire home/apt,4,2.0,199,50,0,,0,,,2016-05-26,,0,38.92071,-77.03274,4,8
15867304,Brookland,Private room,2,1.0,58,50,25,4.92,1,,,2015-07-30,2020-08-30,248,38.92872,-76.99284,1,5
15874419,Brightwood Park,Entire home/apt,2,1.0,200,100,50,5.0,0,,,2016-09-23,2020-08-30,5,38.95441,-77.02651,2,6
15888141,Capitol Hill,Entire home/apt,6,1.0,1043,250,0,4.9,0,,,2016-11-08,2020-03-14,207,38.88453,-77.0017,2,1125
15899330,Takoma,Entire home/apt,2,1.0,81,25,0,4.8,0,within an hour,100%,2013-02-07,2019-12-31,82,38.96057,-77.01571,2,1125
15911315,Ivy City,Entire home/apt,2,1.0,215,100,50,4.84,0,,,2015-11-05,2017-10-22,19,38.90565,-76.98437,30,60
15914701,Columbia Heights,Private room,2,1.0,46,0,25,4.39,0,within an hour,97%,2015-09-23,2021-08-29,75,38.92687,-77.02236,2,1125
15915465,Capitol Hill,Entire home/apt,8,3.0,200,0,100,4.68,0,,,2015-11-06,2020-01-20,23,38.87907,-76.98177,3,160
15933106,Shaw,Entire home/apt,4,2.0,500,50,50,,0,,,2016-10-24,,0,38.9094,-77.03202,4,31
15935211,Kalorama Heights,Entire home/apt,2,1.0,175,0,0,4.86,0,within an hour,100%,2016-11-02,2021-09-10,30,38.92232,-77.04033,4,1125
15935256,Downtown,Entire home/apt,2,2.0,150,50,100,4.71,0,,,2015-06-03,2017-06-11,7,38.90284,-77.01786,1,1125
15937364,Capitol Hill,Entire home/apt,4,1.0,98,25,50,4.91,1,within an hour,100%,2015-08-18,2021-09-06,66,38.88362,-76.98262,1,5
15938415,Brightwood Park,Private room,1,1.0,75,50,50,4.86,0,within a day,0%,2016-07-31,2019-09-30,111,38.95622,-77.03298,7,90
15939124,Capitol Hill,Entire home/apt,10,5.0,2000,400,150,0.0,0,within a day,57%,2016-03-05,2016-11-18,1,38.88735,-76.98376,3,6
15939395,Downtown,Private room,3,1.0,150,50,0,4.83,0,,,2015-11-12,2017-07-13,6,38.90021,-77.01649,3,12
15940738,North Cleveland Park,Entire home/apt,4,,60,50,0,5.0,0,,,2014-02-19,2018-05-20,2,38.94936,-77.06664,3,10
15941087,Spring Valley,Entire home/apt,5,2.0,249,0,0,4.97,1,,,2015-09-20,2019-11-03,32,38.91691,-77.09774,2,5
15949380,Capitol Hill,Entire home/apt,2,1.0,80,25,0,5.0,0,within a day,57%,2016-03-05,2019-10-02,7,38.88822,-76.98218,20,95
15951056,Capitol Hill,Entire home/apt,4,1.0,88,25,0,4.89,1,within an hour,100%,2015-10-01,2021-07-25,262,38.8865,-76.98442,1,1124
15956020,Lamont Riggs,Entire home/apt,6,1.0,112,100,0,4.91,1,within an hour,100%,2014-09-04,2021-06-04,109,38.97091,-77.01141,2,1125
15956435,Capitol Hill,Entire home/apt,8,3.0,299,50,50,5.0,1,,,2016-11-02,2018-04-13,32,38.88462,-77.00373,2,1125
15956933,Capitol Hill,Entire home/apt,12,5.0,678,100,0,4.91,1,within an hour,48%,2015-06-15,2021-09-15,22,38.88269,-76.98571,3,120
15957295,Columbia Heights,Private room,2,1.0,65,0,25,4.56,0,,,2014-09-28,2019-04-08,11,38.92743,-77.03484,2,1125
15958616,Union Station,Entire home/apt,4,1.0,109,0,100,4.71,0,within a few hours,94%,2014-05-31,2021-07-30,216,38.90275,-76.99178,2,1125
15962688,Brightwood Park,Entire home/apt,8,3.0,370,50,100,3.0,0,within a day,14%,2016-11-01,2017-11-12,2,38.95405,-77.01501,7,28
15962871,Friendship Heights,Private room,2,1.0,70,50,50,4.95,1,within a day,89%,2016-05-09,2020-03-10,265,38.94448,-77.08596,1,18
15963474,Takoma,Entire home/apt,8,3.0,225,100,100,5.0,0,a few days or more,0%,2016-06-17,2017-01-22,1,38.95733,-77.01557,4,28
15963788,Friendship Heights,Private room,2,1.0,68,25,0,4.93,1,within a day,89%,2016-05-09,2020-03-17,220,38.9446,-77.08572,1,30
15963915,North Cleveland Park,Private room,2,1.0,82,0,25,4.95,0,,,2017-05-05,2020-03-14,150,38.94869,-77.07148,2,1125
15966383,Cathedral Heights,Shared room,1,1.0,28,25,25,4.4,0,within an hour,50%,2014-05-14,2020-11-01,5,38.9322,-77.0797,30,1125
15967879,Shaw,Entire home/apt,3,1.0,107,100,50,4.85,1,within an hour,99%,2016-05-19,2021-08-22,265,38.90703,-77.01719,1,1125
15968399,Kalorama Heights,Entire home/apt,4,1.0,950,100,100,5.0,0,,,,2017-01-22,1,38.92158,-77.04546,2,6
15968686,Cleveland Park,Entire home/apt,2,,450,0,100,,0,,,2012-08-27,,0,38.93556,-77.05453,3,4
15969755,West End,Entire home/apt,2,1.0,150,0,100,0.0,0,,,2014-11-06,2016-11-14,1,38.90247,-77.05332,1,1125
15972085,Southwest Employment Area,Entire home/apt,3,,325,100,100,,0,,,2008-12-12,,0,38.87488,-77.01897,3,9
15972360,Twining,Entire home/apt,2,1.0,91,25,50,4.81,0,within an hour,100%,2014-07-28,2021-08-29,172,38.86954,-76.98089,1,1125
15973136,Brightwood Park,Entire home/apt,2,1.0,85,50,0,4.94,0,within an hour,100%,2016-11-14,2021-04-30,33,38.938393,-77.018791,30,1125
15974494,Columbia Heights,Entire home/apt,4,1.0,100,0,100,4.75,0,,,2014-07-31,2019-07-22,4,38.92967,-77.03825,28,30
15975196,Downtown,Entire home/apt,5,1.0,96,0,50,4.5,0,,,2015-07-20,2018-01-10,4,38.90317,-77.02829,2,1125
15980497,Shaw,Entire home/apt,4,1.0,60,50,25,4.87,1,,100%,2012-03-28,2021-01-11,67,38.90576,-77.01655,2,20
15980498,Downtown,Entire home/apt,7,3.0,210,50,50,4.67,0,,,2015-07-27,2017-12-27,3,38.90078,-77.03427,2,5
15980784,Downtown,Entire home/apt,4,1.0,1500,400,100,,0,,,2013-01-31,,0,38.90509,-77.01855,3,1125
15981013,Union Station,Entire home/apt,2,1.0,62,50,25,4.9,1,within an hour,100%,2015-01-07,2021-08-28,60,38.89711,-76.98074,2,7
15984277,Brightwood Park,Entire home/apt,10,5.0,1300,250,0,5.0,0,,,2013-08-23,2017-01-23,1,38.94585,-77.03261,5,1125
15985843,Spring Valley,Entire home/apt,8,3.0,1200,100,50,,0,a few days or more,,2015-04-02,,0,38.90918,-77.08053,1,1125
15985947,Capitol View,Entire home/apt,8,3.0,261,50,50,4.77,0,,,2016-11-15,2019-10-14,58,38.88306,-76.92671,2,13
15986944,Spring Valley,Entire home/apt,4,2.0,1500,400,0,,0,,,2015-03-30,,0,38.91089,-77.08596,2,4
15988991,Shaw,Entire home/apt,2,1.0,250,100,100,4.92,0,,50%,2014-05-15,2019-10-16,13,38.90734,-77.02816,2,1125
15989188,Dupont Circle,Private room,2,1.0,80,25,50,4.8,0,,,2016-01-17,2017-01-22,5,38.9169,-77.04117,1,14
15996618,Union Station,Entire home/apt,10,3.0,4000,400,100,,0,,,2014-01-06,,0,38.89864,-76.9952,3,5
15998469,Kalorama Heights,Entire home/apt,6,2.0,500,50,50,0.0,0,,,2015-07-18,2017-05-17,1,38.91772,-77.04146,2,6
15999394,Cathedral Heights,Entire home/apt,11,5.0,980,100,50,4.93,0,within a few hours,75%,2014-02-11,2020-11-23,16,38.92215,-77.07398,3,28
16000328,Columbia Heights,Entire home/apt,5,2.0,185,50,50,4.93,1,,,2015-06-02,2020-03-11,56,38.92775,-77.02998,2,30
16002068,Edgewood,Private room,2,1.0,51,50,0,5.0,1,,0%,2014-06-15,2017-01-21,1,38.9166,-77.00691,2,1125
16002608,Edgewood,Entire home/apt,4,2.0,175,50,0,,0,,,2016-11-14,,0,38.91601,-77.0058,2,1125
16012444,Howard University,Entire home/apt,8,2.0,300,50,0,,0,,,2015-01-15,,0,38.91863,-77.02768,2,1125
16014460,Brightwood Park,Entire home/apt,8,4.0,250,0,100,4.75,0,within an hour,84%,2014-04-20,2021-07-10,5,38.94353,-77.04308,6,1125
16014998,River Terrace,Entire home/apt,8,3.0,2000,400,150,,0,,,2014-10-14,,0,38.89209,-76.95367,3,7
16015940,Dupont Circle,Entire home/apt,3,,190,0,0,5.0,0,,,2012-03-30,2017-01-22,1,38.91194,-77.04515,1,9
16016373,Capitol Hill,Entire home/apt,4,,1500,250,0,,0,,,2012-02-09,,0,38.89002,-76.99994,3,4
16016813,Howard University,Private room,2,1.0,175,100,0,5.0,0,within a day,0%,2011-11-30,2016-12-31,3,38.91539,-77.01959,2,120
16018007,Woodridge,Entire home/apt,2,,149,100,100,4.94,0,,0%,2016-10-25,2018-07-27,16,38.93272,-76.96544,3,7
