Year,Player,Pos,Age,Tm,MP,FT,TRB,AST,STL,BLK,TOV,PF,PTS
2010,Caron Butler,SF-SG,29,TOT,2783,264,461,156,116,24,160,193,1206
2010,Chase Budinger,SF,21,HOU,1488,67,220,88,34,11,48,85,657
2010,Kobe Bryant,SG,31,LAL,2835,439,391,365,113,20,233,187,1970
2010,Shannon Brown,SG,24,LAL,1700,99,183,108,57,31,67,129,667
2010,Kwame Brown,C,27,DET,660,33,177,22,15,12,43,93,157
2010,Devin Brown,SG,31,NOH,967,69,109,58,30,5,57,62,379
2010,Rasual Butler,SF,30,LAC,2702,122,240,116,36,68,79,121,979
2010,Devin Brown,SG,31,TOT,1060,69,124,65,33,6,62,72,399
2010,Derrick Brown,SF,22,CHA,535,48,78,19,21,10,19,53,186
2010,Bobby Brown,PG,25,LAC,191,5,20,42,6,0,22,14,70
2010,Bobby Brown,PG,25,NOH,328,8,18,46,9,1,24,28,145
2010,Bobby Brown,PG,25,TOT,519,13,38,88,15,1,46,42,215
2010,Aaron Brooks,PG,25,HOU,2919,245,215,434,69,14,232,199,1604
2010,Caron Butler,SG,29,DAL,930,79,145,49,48,9,47,67,410
2010,Andrew Bynum,C,22,LAL,1977,193,541,68,35,94,115,193,977
2010,Earl Clark,PF,22,PHO,383,26,62,21,7,13,23,25,140
2010,Matt Carroll,SG,29,DAL,121,6,12,6,5,0,7,13,46
2010,Wilson Chandler,SG,22,NYK,2320,129,348,138,46,49,108,184,993
2010,Tyson Chandler,C,27,CHA,1163,115,320,16,17,55,91,138,333
2010,Mario Chalmers,PG,23,MIA,1807,82,135,246,91,12,123,175,521
2010,Omri Casspi,SF,21,SAC,1931,117,349,95,54,17,98,125,792
2010,Vince Carter,SG,33,ORL,2310,257,293,236,53,18,106,189,1244
2010,Anthony Carter,PG,34,DEN,859,11,89,160,39,13,58,72,180
2010,DeMarre Carroll,SF,23,MEM,795,33,150,33,28,9,24,107,209
2010,Will Bynum,PG,27,DET,1667,142,142,283,55,7,115,143,628
2010,Rodney Carney,SG,25,PHI,857,52,137,37,25,20,21,79,319
2010,Brian Cardinal,PF,32,MIN,267,17,29,24,9,3,7,56,48
2010,Marcus Camby,C,35,POR,718,18,255,35,26,47,27,56,162
2010,Marcus Camby,PF,35,LAC,1596,60,616,151,69,99,64,105,394
2010,Marcus Camby,PF-C,35,TOT,2314,78,871,186,95,146,91,161,556
2010,Jose Calderon,PG,28,TOR,1817,83,142,404,47,7,99,135,699
2010,Antawn Jamison,PF,33,WAS,1595,152,362,52,43,9,61,112,840
2010,Hilton Armstrong,C,25,SAC,56,2,14,2,2,4,4,5,10
2010,Nathan Jawai,C,23,MIN,412,26,104,24,10,9,27,58,124
2010,A.J. Price,PG,23,IND,865,60,88,106,35,3,59,53,410
2010,Josh Smith,PF,24,ATL,2871,261,705,342,130,172,198,240,1269
2010,Joe Smith,PF,34,ATL,592,39,157,21,6,19,22,95,194
2010,Jason Smith,PF,23,PHI,658,29,135,33,21,28,35,110,189
2010,J.R. Smith,SG,24,DEN,2082,142,234,183,99,20,139,174,1156
2010,Craig Smith,PF,26,LAC,1232,132,287,84,33,25,88,194,585
2010,Brian Skinner,PF,33,LAC,123,6,27,0,3,4,7,20,26
2010,James Singleton,PF,28,WAS,766,47,221,22,17,36,37,82,195
2010,James Singleton,SF,28,DAL,211,6,55,9,11,7,12,31,59
2010,James Singleton,PF-SF,28,TOT,977,53,276,31,28,43,49,113,254
2010,Bobby Simmons,PF,29,NJN,395,18,63,15,15,3,19,52,122
2010,Ramon Sessions,PG,23,MIN,1732,167,214,258,55,5,137,137,674
2010,Thabo Sefolosha,SG,25,OKC,2348,60,387,145,97,46,90,154,489
2010,Luis Scola,PF,29,HOU,2671,208,705,169,63,26,163,246,1329
2010,Brian Scalabrine,PF,31,BOS,472,4,48,27,9,4,17,59,78
2010,John Salmons,SG,30,MIL,1129,137,96,98,34,4,53,65,596
2010,Darius Songaila,C,31,NOH,1410,60,232,70,62,14,81,206,543
2010,Marreese Speights,C,22,PHI,1016,108,252,36,29,34,51,152,532
2010,Jerry Stackhouse,SG,35,MIL,855,55,100,70,21,9,66,56,358
2010,Jeff Teague,PG,21,ATL,719,41,67,122,34,11,50,82,228
2010,Garrett Temple,SG,23,SAC,23,5,3,2,1,0,2,1,11
2010,Garrett Temple,SG,23,HOU,118,16,14,7,4,4,14,16,45
2010,Garrett Temple,SG,23,TOT,334,35,31,21,13,6,27,42,136
2010,Sebastian Telfair,PG,24,CLE,77,5,4,12,2,0,6,6,39
2010,Sebastian Telfair,PG,24,LAC,582,24,41,114,22,5,44,65,169
2010,Sebastian Telfair,PG,24,TOT,659,29,45,126,24,5,50,71,208
2010,Jermaine Taylor,SG,23,HOU,303,33,46,16,10,3,19,15,128
2010,DeShawn Stevenson,SG,28,TOT,883,25,91,56,16,6,30,74,136
2010,DaJuan Summers,SF,22,DET,405,27,45,16,8,7,16,52,134
2010,Rodney Stuckey,PG,23,DET,2499,299,281,348,101,12,163,205,1215
2010,Amar'e Stoudemire,PF,27,PHO,2838,487,732,82,52,83,213,281,1896
2010,Peja Stojakovic,SF,32,NOH,1947,96,227,92,48,5,56,83,784
2010,DeShawn Stevenson,SG,28,DAL,267,7,26,12,5,1,6,23,49
2010,DeShawn Stevenson,SG,28,WAS,616,18,65,44,11,5,24,51,87
2010,John Salmons,SG,30,CHI,1695,116,174,125,65,22,70,101,649
2010,John Salmons,SG,30,TOT,2824,253,270,223,99,26,123,166,1245
2010,Kareem Rush,SG,29,LAC,58,0,6,4,2,3,3,8,9
2010,Shavlik Randolph,PF,26,TOT,53,2,14,1,1,1,3,9,14
2010,Theo Ratliff,C,36,CHA,624,36,117,16,9,43,25,60,144
2010,Theo Ratliff,C,36,SAS,183,2,40,9,3,18,16,27,34
2010,Theo Ratliff,C,36,TOT,807,38,157,25,12,61,41,87,178
2010,Zach Randolph,PF,28,MEM,3051,362,950,149,80,34,174,226,1681
2010,Shavlik Randolph,PF,26,POR,6,2,1,1,0,0,1,0,4
2010,Shavlik Randolph,PF,26,MIA,47,0,13,0,1,1,2,9,10
2010,Anthony Randolph,C,20,GSW,749,109,215,42,28,51,49,92,384
2010,J.J. Redick,SG,25,ORL,1808,191,155,158,28,4,63,118,788
2010,Vladimir Radmanovic,PF,29,GSW,758,16,149,38,26,6,39,79,217
2010,Vladimir Radmanovic,PF,29,CHA,133,4,29,7,3,1,5,18,39
2010,Vladimir Radmanovic,PF,29,TOT,891,20,178,45,29,7,44,97,256
2010,Chris Quinn,PG,26,NJN,223,6,16,29,9,1,10,15,56
2010,Joel Przybilla,C,30,POR,681,33,238,8,8,43,39,95,123
2010,Tayshaun Prince,SF,29,DET,1664,70,248,161,34,22,60,77,661
2010,Michael Redd,SG,30,MIL,492,47,54,39,19,2,15,24,215
2010,Chris Richard,PF,25,CHI,224,7,59,7,8,4,14,50,37
2010,Brandon Rush,SG,24,IND,2491,56,346,112,56,65,93,159,774
2010,Sergio Rodriguez,PG,23,NYK,531,25,39,91,21,2,55,38,200
2010,Brandon Roy,SG,25,POR,2419,343,285,305,61,16,129,136,1398
2010,Quinton Ross,SG,28,WAS,261,3,22,5,6,2,8,35,38
2010,Quinton Ross,SF,28,DAL,301,5,27,7,7,4,3,34,54
2010,Quinton Ross,SF-SG,28,TOT,562,8,49,12,13,6,11,69,92
2010,Derrick Rose,PG,21,CHI,2871,259,293,469,57,27,217,96,1619
2010,Rajon Rondo,PG,23,BOS,2963,175,360,794,189,11,246,198,1110
2010,Sergio Rodriguez,PG,23,SAC,517,43,50,121,29,3,59,46,234
2010,Jason Richardson,SG,29,PHO,2485,136,404,143,66,33,92,169,1239
2010,Sergio Rodriguez,PG,23,TOT,1048,68,89,212,50,5,114,84,434
2010,Nate Robinson,PG,25,BOS,382,8,38,51,22,0,20,50,170
2010,Nate Robinson,PG,25,NYK,733,42,72,112,27,5,53,66,397
2010,Nate Robinson,PG,25,TOT,1115,50,110,163,49,5,73,116,567
2010,Luke Ridnour,PG,28,MIL,1759,127,143,324,54,7,106,182,852
2010,Quentin Richardson,SF,29,MIA,2082,52,374,93,70,18,62,169,678
2010,Jason Terry,SG,32,DAL,2540,232,140,292,94,17,109,142,1280
2010,Hasheem Thabeet,C,22,MEM,883,54,243,11,15,89,43,162,208
2010,Etan Thomas,C,31,OKC,321,13,64,1,4,16,18,39,75
2010,Mario West,SG,25,ATL,142,6,27,9,8,0,7,25,30
2010,Deron Williams,PG,25,UTA,2802,335,303,798,96,16,252,208,1419
2010,Mike Wilks,PG,30,OKC,59,2,4,4,0,0,4,5,16
2010,Damien Wilkins,SF,30,MIN,1585,103,249,135,66,25,76,144,451
2010,Chris Wilcox,PF,27,DET,441,26,117,13,13,12,38,64,152
2010,D.J. White,PF,23,OKC,102,9,23,4,5,3,3,12,59
2010,Russell Westbrook,PG,21,OKC,2813,329,401,652,108,34,268,204,1322
2010,Delonte West,SG,26,CLE,1500,115,169,196,55,28,90,86,528
2010,Jawad Williams,PG,26,CLE,742,32,83,34,12,5,18,73,224
2010,David West,PF,29,NOH,2949,296,605,239,76,60,173,233,1541
2010,Sonny Weems,SG,23,TOR,1368,44,192,101,39,25,65,126,518
2010,Martell Webster,SF,23,POR,2005,126,268,62,45,40,60,153,768
2010,Kyle Weaver,SG,23,OKC,144,5,18,11,6,6,4,13,36
2010,Earl Watson,PG,30,IND,2322,120,240,399,104,16,175,181,619
2010,C.J. Watson,PG,25,GSW,1788,128,169,180,103,8,69,124,667
2010,Jason Williams,PG,34,ORL,1703,31,126,298,53,3,87,65,493
2010,Lou Williams,PG,23,PHI,1912,192,187,268,80,15,106,110,898
2010,Hakim Warrick,PF,27,MIL,1024,125,212,35,17,10,57,83,490
2010,Antoine Wright,SF,25,TOR,1392,53,190,71,30,11,58,134,435
2010,Othyus Jeffers,SG,24,UTA,73,13,19,1,4,0,6,10,37
2010,Thaddeus Young,PF,21,PHI,2145,114,350,97,81,15,126,133,926
2010,Sam Young,SF,24,MEM,1321,136,201,52,34,20,94,106,595
2010,Nick Young,SG,24,WAS,1421,104,102,48,28,8,56,147,639
2010,Julian Wright,SF,22,NOH,871,25,144,41,29,18,44,45,259
2010,Dorell Wright,SF,24,MIA,1496,61,235,91,52,32,53,94,510
2010,Metta World,SF,30,LAL,2605,128,331,234,106,21,121,165,845
2010,Marcus Williams,PG,24,MEM,872,37,93,161,32,1,74,43,269
2010,Terrence Williams,SF,22,NJN,1764,103,348,223,43,10,124,126,656
2010,Shelden Williams,PF,26,BOS,597,75,146,21,13,21,30,85,201
2010,Sean Williams,PF,23,NJN,227,10,46,1,8,19,20,41,52
2010,Reggie Williams,SF,23,GSW,782,52,110,66,23,6,29,49,365
2010,Mo Williams,PG,27,CLE,2359,177,206,368,70,21,173,170,1092
2010,Marvin Williams,SF,23,ATL,2468,176,416,93,66,46,72,160,820
2010,Hakim Warrick,PF,27,CHI,533,77,102,17,7,8,23,43,243
2010,Hakim Warrick,PF,27,TOT,1557,202,314,52,24,18,80,126,733
2010,Kenny Thomas,PF,32,SAC,313,7,86,15,10,10,17,42,41
2010,Al Thornton,SF,26,LAC,1405,103,192,61,25,22,66,144,548
2010,Anthony Tolliver,PF,24,GSW,1423,103,319,87,32,33,46,127,539
2010,Anthony Tolliver,PF,24,POR,4,0,1,0,0,0,0,1,0
2010,Anthony Tolliver,PF,24,TOT,1427,103,320,87,32,33,46,128,539
2010,Jamaal Tinsley,PG,31,MEM,589,22,66,108,33,5,63,67,133
2010,Marcus Thornton,SG,22,NOH,1872,144,211,114,58,11,76,127,1057
2010,Al Thornton,SF,26,WAS,674,50,102,29,20,13,36,62,256
2010,Al Thornton,SF,26,TOT,2079,153,294,90,45,35,102,206,804
2010,Alando Tucker,SF,25,PHO,71,16,7,3,0,0,4,5,43
2010,Jason Thompson,C,23,SAC,2357,198,637,124,41,73,139,279,939
2010,Tyrus Thomas,C,23,CHA,542,62,152,23,23,37,40,65,252
2010,Tyrus Thomas,PF,23,CHI,678,58,183,33,40,48,52,64,256
2010,Tyrus Thomas,PF-C,23,TOT,1220,120,335,56,63,85,92,129,508
2010,Tim Thomas,SF,32,DAL,285,21,41,14,10,2,14,31,135
2010,Kurt Thomas,C,37,MIL,1049,12,291,47,26,46,48,159,210
2010,Alando Tucker,SF,25,TOT,96,16,10,4,0,0,5,6,51
2010,Alando Tucker,SF,25,MIN,25,0,3,1,0,0,1,1,8
2010,Luke Walton,SF,29,LAL,272,2,38,40,10,1,12,19,69
2010,Dwyane Wade,SG,28,MIA,2792,534,373,501,142,82,252,181,2045
2010,Rasheed Wallace,C,35,BOS,1780,96,325,80,80,70,63,222,710
2010,Gerald Wallace,SF,27,CHA,3119,422,762,161,117,83,178,194,1386
2010,Ben Wallace,C,35,DET,1975,65,597,105,86,84,64,131,381
2010,Henry Walker,SG,22,NYK,739,37,83,37,23,3,26,79,321
2010,Henry Walker,SF,22,BOS,29,2,5,3,0,0,2,4,8
2010,Henry Walker,SG-SF,22,TOT,768,39,88,40,23,3,28,83,329
2010,Sasha Vujacic,SG,25,LAL,575,28,79,41,20,4,17,67,185
2010,Ronny Turiaf,C,27,GSW,872,37,191,90,23,54,49,98,207
2010,Charlie Villanueva,PF,25,DET,1848,106,365,53,48,55,74,223,931
2010,Anderson Varejao,PF,27,CLE,2166,116,578,87,71,67,67,223,651
2010,Roko Ukic,PG,25,MIL,97,9,3,12,1,0,6,6,40
2010,Beno Udrih,PG,27,SAC,2477,118,219,372,89,10,136,166,1023
2010,Ime Udoka,SG,32,SAC,944,42,191,58,34,6,42,83,250
2010,Hedo Turkoglu,SF,30,TOR,2272,175,343,304,55,32,125,220,835
2010,Ronnie Price,PG,26,UTA,806,41,74,123,40,13,56,109,255
2010,Garrett Temple,SG,23,SAS,193,14,14,12,8,2,11,25,80
2010,Josh Powell,PF,27,LAL,581,20,116,35,9,6,33,71,169
2010,Luc Mbah,PF,23,MIL,1866,93,400,81,60,39,70,181,453
2010,Jamaal Magloire,C,31,MIA,359,21,121,1,9,11,17,59,77
2010,Corey Maggette,PF,30,GSW,2081,460,373,172,51,4,168,231,1387
2010,Kyle Lowry,PG,23,HOU,1651,215,247,305,60,9,116,173,620
2010,Kevin Love,PF,21,MIN,1714,225,658,136,43,23,117,136,842
2010,Robin Lopez,C,21,PHO,986,88,248,7,10,53,41,117,430
2010,Brook Lopez,C,21,NJN,3027,416,709,187,55,139,204,251,1542
2010,Shaun Livingston,PG,24,WAS,666,42,58,116,12,9,50,52,240
2010,Shaun Livingston,PG,24,OKC,130,0,20,14,5,2,8,9,10
2010,Shaun Livingston,PG,24,TOT,796,42,78,130,17,11,58,61,250
2010,Rashard Lewis,PF,30,ORL,2369,145,318,107,78,28,108,180,1013
2010,David Lee,C,26,NYK,3019,268,949,295,85,40,189,257,1640
2010,Courtney Lee,SG,24,NJN,2375,133,252,121,93,20,76,130,885
2010,Ty Lawson,PG,22,DEN,1318,106,124,203,48,2,82,89,542
2010,Acie Law,PG,25,CHI,135,20,14,16,4,0,12,8,66
2010,Acie Law,PG,25,GSW,66,12,2,7,6,0,2,5,31
2010,Ian Mahinmi,C,23,SAS,165,31,52,2,3,8,15,32,101
2010,Shawn Marion,SF,31,DAL,2385,105,477,107,69,61,99,141,898
2010,Sean Marks,C,34,NOH,75,2,23,2,0,3,2,17,10
2010,Roger Mason,SG,29,SAS,1515,27,162,137,30,14,59,99,501
2010,Eric Maynor,PG,22,OKC,906,27,91,185,27,8,57,82,248
2010,Eric Maynor,PG,22,UTA,363,25,38,81,13,2,28,33,134
2010,Eric Maynor,PG,22,TOT,1269,52,129,266,40,10,85,115,382
2010,Sean May,C,25,SAC,331,21,70,17,12,7,19,46,123
2010,Jason Maxiell,C,26,DET,1550,89,401,39,36,38,68,175,513
2010,Wesley Matthews,SG,23,UTA,2025,160,191,124,64,15,93,152,769
2010,Desmond Mason,SF,32,SAC,66,3,13,2,1,1,4,5,13
2010,Cartier Martin,SF,25,TOT,390,24,68,16,11,1,19,48,141
2010,Kevin Martin,SG,26,HOU,859,171,70,54,23,2,57,45,510
2010,Kevin Martin,SG,26,SAC,774,127,94,57,23,4,35,51,436
2010,Kevin Martin,SG,26,TOT,1633,298,164,111,46,6,92,96,946
2010,Kenyon Martin,PF,32,DEN,1986,93,546,109,72,61,91,186,667
2010,Cartier Martin,SF,25,WAS,114,8,21,7,3,1,6,12,51
2010,Cartier Martin,SF,25,GSW,276,16,47,9,8,0,13,36,90
2010,Acie Law,PG,25,TOT,234,38,17,26,11,1,17,16,113
2010,Marcus Landry,SF,24,BOS,3,0,0,0,0,0,0,0,0
2010,Marcus Landry,SF,24,NYK,108,3,19,0,1,2,6,14,44
2010,Jonas Jerebko,PF,22,DET,2232,125,478,58,79,29,82,230,741
2010,Dahntay Jones,SF,29,IND,1892,198,229,150,40,39,129,237,776
2010,Joe Johnson,SG,28,ATL,2886,220,353,369,82,5,145,145,1619
2010,James Johnson,PF,22,CHI,757,51,128,48,21,43,62,126,256
2010,Anthony Johnson,PG,35,ORL,406,19,48,63,11,1,26,32,130
2010,Amir Johnson,PF,22,TOR,1453,95,395,48,44,66,63,255,511
2010,Yi Jianlian,PF,22,NJN,1655,154,372,47,37,52,77,170,623
2010,Brandon Jennings,PG,20,MIL,2671,223,282,470,105,18,200,191,1270
2010,James Jones,SF,29,MIA,503,23,45,17,11,4,11,45,146
2010,Jared Jeffries,SF,28,HOU,332,15,65,18,9,13,14,46,88
2010,Jared Jeffries,PF,28,NYK,1462,60,223,83,53,58,62,157,284
2010,Jared Jeffries,PF-SF,28,TOT,1794,75,288,101,62,71,76,203,372
2010,Richard Jefferson,SF,29,SAS,2520,211,356,158,45,40,105,178,994
2010,Leon Powe,SF,26,CLE,236,37,61,0,6,2,11,36,79
2010,Al Jefferson,C,25,MIN,2463,181,703,137,63,98,136,205,1301
2010,Dwayne Jones,PF,26,PHO,7,0,2,0,0,0,0,1,0
2010,Solomon Jones,C,25,IND,675,51,144,32,14,37,40,125,207
2010,Marcus Landry,SF,24,TOT,111,3,19,0,1,2,6,14,44
2010,Kyle Korver,SG,28,UTA,952,39,111,89,26,12,42,76,374
2010,Carl Landry,PF,26,SAC,1054,109,182,26,27,17,50,88,504
2010,Carl Landry,PF,26,HOU,1415,235,286,40,28,46,86,146,839
2010,Carl Landry,PF,26,TOT,2469,344,468,66,55,63,136,234,1343
2010,Oliver Lafayette,SG,25,BOS,22,0,4,2,0,0,1,0,7
2010,Nenad Krstic,C,26,OKC,1741,76,383,52,32,45,58,177,639
2010,Kosta Koufos,C,20,UTA,172,9,45,6,2,4,15,26,53
2010,Andrei Kirilenko,SF,28,UTA,1681,174,264,158,83,71,79,102,688
2010,DeAndre Jordan,C,21,LAC,1137,48,352,21,16,62,75,152,336
2010,Jason Kidd,PG,36,DAL,2881,80,445,724,145,35,195,142,824
2010,Coby Karl,SF,26,GSW,108,4,16,15,3,1,6,14,28
2010,Coby Karl,SG,26,CLE,5,0,2,0,0,0,4,0,0
2010,Coby Karl,SF-SG,26,TOT,113,4,18,15,3,1,10,14,28
2010,Jason Kapono,SF,28,PHI,976,9,66,39,21,6,34,80,324
2010,Chris Kaman,C,27,LAC,2608,230,704,120,37,94,223,213,1408
2010,O.J. Mayo,SG,22,MEM,3113,212,311,242,98,17,176,174,1432
2010,Acie Law,PG,25,CHA,33,6,1,3,1,1,3,3,16
2010,Antonio McDyess,PF,35,SAS,1617,36,455,83,43,32,79,147,446
2010,Ronald Murray,SG,30,CHI,680,48,85,51,18,4,26,49,292
2010,Lamar Odom,PF,30,LAL,2585,140,802,267,75,59,150,227,882
2010,Greg Oden,C,22,POR,502,49,178,19,8,48,39,84,233
2010,Fabricio Oberto,C,34,WAS,650,13,105,51,11,9,36,121,83
2010,Shaquille O'Neal*,C,37,CLE,1240,112,355,80,15,62,105,169,636
2010,Jermaine O'Neal,C,31,MIA,1991,162,486,92,25,95,125,212,950
2010,Patrick O'Bryant,C,23,TOR,51,3,11,1,2,4,5,12,19
2010,Dirk Nowitzki,PF,31,DAL,3039,536,620,218,70,79,149,208,2027
2010,Steve Novak,SF,26,LAC,362,7,33,6,7,2,2,21,113
2010,Andres Nocioni,SF,30,SAC,1477,71,222,75,32,26,67,160,635
2010,Joakim Noah,C,24,CHI,1925,163,704,132,32,100,117,198,687
2010,Rasho Nesterovic,C,33,TOR,413,1,89,25,10,17,16,54,163
2010,Jameer Nelson,PG,27,ORL,1860,98,194,353,48,2,139,147,818
2010,Steve Nash,PG,35,PHO,2660,211,268,892,42,12,295,108,1333
2010,Eduardo Najera,PF,33,DAL,481,8,77,14,17,12,13,61,108
2010,Eduardo Najera,PF,33,NJN,204,6,38,15,9,2,12,33,49
2010,Emeka Okafor,C,27,NOH,2370,154,742,55,54,127,111,218,850
2010,Mehmet Okur,C,30,UTA,2149,196,515,119,38,81,127,223,988
2010,Kevin Ollie,PG,37,OKC,263,8,25,20,9,0,6,16,44
2010,Sasha Pavlovic,SF,26,MIN,877,10,117,58,23,6,53,84,263
2010,James Posey,SF,33,NOH,1731,66,329,117,42,19,51,204,399
2010,Paul Pierce,SF,32,BOS,2411,369,310,218,84,31,166,196,1296
2010,Johan Petro,C,24,DEN,436,14,129,14,10,13,23,80,122
2010,Morris Peterson,SG,32,NOH,973,33,126,41,25,5,27,81,327
2010,Kendrick Perkins,C,25,BOS,2154,163,595,80,26,132,165,219,791
2010,Oleksiy Pecherov,C,24,MIN,447,29,124,11,9,14,32,55,197
2010,Chris Paul,PG,24,NOH,1712,161,191,480,96,8,112,118,841
2010,Travis Outlaw,SF,25,TOT,730,49,121,34,18,17,32,43,309
2010,Tony Parker,PG,27,SAS,1728,186,135,317,29,8,149,96,894
2010,Anthony Parker,SG,34,CLE,2289,75,231,157,63,18,71,151,595
2010,Jannero Pargo,PG,30,CHI,829,42,78,89,29,2,50,68,344
2010,Zaza Pachulia,C,25,ATL,1089,93,293,42,37,31,58,186,333
2010,Travis Outlaw,SF,25,LAC,499,28,83,26,11,9,20,30,200
2010,Travis Outlaw,SF,25,POR,231,21,38,8,7,8,12,13,109
2010,Eduardo Najera,PF,33,TOT,685,14,115,29,26,14,25,94,157
2010,Mickael Pietrus,SF,27,ORL,1687,69,215,49,53,31,69,138,651
2010,Ronald Murray,SG,30,CHA,993,93,98,84,28,12,65,77,454
2010,Josh McRoberts,C,22,IND,524,19,127,44,17,16,19,74,179
2010,C.J. Miles,SF,22,UTA,1497,66,168,105,58,17,81,190,622
2010,Pops Mensah-Bonsu,PF,26,TOR,107,10,31,2,3,8,10,17,34
2010,Pops Mensah-Bonsu,PF,26,HOU,13,3,4,1,1,1,0,3,5
2010,Pops Mensah-Bonsu,PF,26,TOT,120,13,35,3,4,9,10,20,39
2010,Jodie Meeks,SG,22,PHI,233,13,27,17,5,1,5,19,112
2010,Jodie Meeks,SG,22,MIL,486,18,72,22,13,4,20,33,169
2010,Dominic McGuire,SF,24,SAC,67,0,18,3,1,1,7,3,8
2010,Darko Milicic,C,24,NYK,71,0,18,4,4,1,2,7,16
2010,Dominic McGuire,SF,24,WAS,240,0,61,8,4,3,10,32,30
2010,Dominic McGuire,SF,24,TOT,307,0,79,11,5,4,17,35,38
2010,Tracy McGrady,SG,30,NYK,627,43,89,93,15,12,43,38,226
2010,Tracy McGrady,SG,30,HOU,46,4,5,6,0,2,1,2,19
2010,Tracy McGrady,SG,30,TOT,673,47,94,99,15,14,44,40,245
2010,JaVale McGee,C,22,WAS,968,74,243,14,16,101,51,122,386
2010,Darko Milicic,C,24,TOT,685,15,151,47,22,34,35,82,215
2010,Jodie Meeks,SG,22,TOT,719,31,99,39,18,5,25,52,281
2010,Darko Milicic,C,24,MIN,614,15,133,43,18,33,33,75,199
2010,Jamario Moon,SF,29,CLE,1052,36,191,49,34,30,23,69,296
2010,Andre Miller,PG,33,POR,2500,322,266,445,93,9,173,169,1146
2010,Troy Murphy,PF,29,IND,2344,154,737,150,72,34,100,175,1050
2010,Byron Mullens,PF,20,OKC,54,0,10,1,2,0,4,13,14
2010,Anthony Morrow,SG,24,GSW,2018,101,259,104,65,16,84,158,899
2010,Randolph Morris,PF,24,ATL,124,16,38,2,5,3,12,34,62
2010,Mikki Moore,C,34,GSW,406,7,69,36,5,13,21,60,115
2010,Adam Morrison,SF,25,LAL,241,5,32,18,3,2,10,17,74
2010,Nazr Mohammed,C,32,CHA,984,81,304,28,15,43,53,105,459
2010,Paul Millsap,PF,24,UTA,2277,183,559,131,64,99,116,285,954
2010,Patty Mills,PG,21,POR,38,4,2,5,0,0,4,6,26
2010,Mike Miller,SG,29,WAS,1805,70,336,212,39,12,115,131,586
2010,Brad Miller,C,33,CHI,1950,182,399,154,44,29,107,189,719
2010,Ronald Murray,SG,30,TOT,1673,141,183,135,46,16,91,126,746
2009,Eddie Gill,PG,30,MIL,43,0,4,11,3,1,5,10,14
2009,Marc Gasol,C,24,MEM,2521,275,605,143,63,90,164,265,975
2009,J.R. Giddens,SF,23,BOS,8,0,3,0,1,0,1,1,4
2009,Daniel Gibson,PG,22,CLE,1795,66,155,132,44,16,61,163,586
2009,Devean George,SF,31,DAL,708,17,78,15,23,11,17,57,147
2009,Rudy Gay,SF,22,MEM,2945,264,437,135,98,59,203,221,1493
2009,Pau Gasol,C,28,LAL,2999,343,780,284,52,81,157,172,1528
2009,Adonal Foyle,C,33,MEM,3,0,0,0,0,0,0,1,0
2009,Kevin Garnett,PF,32,BOS,1772,111,485,144,63,68,90,128,899
2009,Thomas Gardner,SG,23,ATL,98,2,7,2,4,1,3,4,24
2009,Francisco Garcia,SF,27,SAC,1975,146,218,150,80,67,112,196,824
2009,Danilo Gallinari,SG,20,NYK,412,26,55,15,14,4,15,48,170
2009,Dan Gadzuric,C,30,MIL,941,37,255,39,32,43,41,162,271
2009,Channing Frye,PF,25,POR,746,26,140,24,17,16,29,106,263
2009,Adonal Foyle,C,33,ORL,59,3,26,1,0,8,3,4,17
2009,Ryan Gomes,SF,26,MIN,2614,146,392,135,63,22,128,183,1092
2009,Manu Ginobili,SG,31,SAS,1181,168,198,157,64,16,88,90,683
2009,Donte Greene,SF,20,SAC,725,29,86,30,16,14,37,68,209
2009,Drew Gooden,PF,27,TOT,1264,131,362,48,30,18,76,144,605
2009,Danny Granger,SF,25,IND,2424,404,341,183,69,97,165,207,1728
2009,Hamed Haddadi,C,23,MEM,120,18,47,8,1,12,9,20,48
2009,Randy Foye,SG,25,MIN,2494,230,214,303,72,26,150,201,1139
2009,Willie Green,SG,27,PHI,1828,62,126,158,53,13,64,154,685
2009,Jeff Green,PF,22,OKC,2873,242,519,155,81,33,173,202,1290
2009,Gerald Green,SG,23,DAL,376,27,54,15,10,5,33,51,199
2009,Aaron Gray,C,24,CHI,715,34,220,46,14,18,40,135,196
2009,Stephen Graham,SG,26,IND,684,50,96,33,10,4,45,82,282
2009,Drew Gooden,PF,27,CHI,918,84,266,43,26,14,57,103,406
2009,Joey Graham,SF,26,TOR,1541,132,292,48,35,12,74,191,597
2009,Marcin Gortat,PF,24,ORL,794,26,286,14,18,53,25,111,239
2009,Eric Gordon,SG,20,LAC,2677,299,201,215,78,35,164,172,1252
2009,Ben Gordon,SG,25,CHI,2999,330,283,279,71,22,200,184,1699
2009,Drew Gooden,PF,27,SAS,320,45,83,3,4,4,16,39,187
2009,Drew Gooden,PF,27,SAC,26,2,13,2,0,0,3,2,12
2009,Adonal Foyle,C,33,TOT,62,3,26,1,0,8,3,5,17
2009,Tim Duncan,C,32,SAS,2524,334,800,264,38,126,165,173,1450
2009,Jeff Foster,C,32,IND,1828,96,508,130,53,49,88,229,452
2009,T.J. Ford,PG,25,IND,2258,245,259,392,89,16,180,180,1106
