creationdate,tagname
"2013-09-08 05:40:09","numpy"
"2013-09-08 10:49:28","numpy"
"2013-09-08 12:44:58","numpy"
"2013-09-08 17:34:56","numpy"
"2013-09-08 20:09:56","numpy"
"2013-09-08 21:45:19","numpy"
"2013-09-08 22:24:58","numpy"
"2013-09-08 23:05:11","numpy"
"2013-09-09 00:00:07","numpy"
"2013-09-09 03:25:02","numpy"
"2013-09-09 03:31:39","numpy"
"2013-09-09 05:21:23","numpy"
"2013-09-09 05:58:42","numpy"
"2013-09-09 10:23:20","numpy"
"2013-09-09 11:39:41","numpy"
"2013-09-09 11:46:46","numpy"
"2013-09-09 13:36:17","numpy"
"2013-09-09 14:30:34","numpy"
"2013-09-09 15:47:02","numpy"
"2013-09-09 15:56:59","numpy"
"2013-09-09 16:26:32","numpy"
"2013-09-09 17:29:18","numpy"
"2013-09-09 19:15:40","numpy"
"2013-09-09 22:23:00","numpy"
"2013-09-09 23:35:09","numpy"
"2013-09-10 08:22:06","numpy"
"2013-09-10 08:57:36","numpy"
"2013-09-10 09:29:39","numpy"
"2013-09-10 10:36:29","numpy"
"2013-09-10 12:10:26","numpy"
"2013-09-10 12:51:56","numpy"
"2013-09-10 13:43:31","numpy"
"2013-09-10 14:15:08","numpy"
"2013-09-10 14:57:01","numpy"
"2013-09-10 15:42:56","numpy"
"2013-09-10 16:19:59","numpy"
"2013-09-10 17:41:50","numpy"
"2013-09-10 19:49:27","numpy"
"2013-09-10 19:54:18","numpy"
"2013-09-10 22:55:30","numpy"
"2013-09-11 02:56:31","numpy"
"2013-09-11 03:36:40","numpy"
"2013-09-11 05:29:24","numpy"
"2013-09-11 06:48:12","numpy"
"2013-09-11 08:16:07","numpy"
"2013-09-11 09:37:54","numpy"
"2013-09-11 09:50:21","numpy"
"2013-09-11 11:58:12","numpy"
"2013-09-11 14:03:48","numpy"
"2013-09-11 14:10:56","numpy"
"2013-09-11 16:54:16","numpy"
"2013-09-11 18:01:01","numpy"
"2013-09-11 18:14:05","numpy"
"2013-09-11 18:40:01","numpy"
"2013-09-11 20:39:50","numpy"
"2013-09-12 02:34:59","numpy"
"2013-09-12 05:30:19","numpy"
"2013-09-12 07:12:21","numpy"
"2013-09-12 07:21:54","numpy"
"2013-09-12 09:03:08","numpy"
"2013-09-12 09:48:26","numpy"
"2013-09-12 10:46:51","numpy"
"2013-09-12 10:50:57","numpy"
"2013-09-12 12:00:12","numpy"
"2013-09-12 12:04:44","numpy"
"2013-09-12 13:38:56","numpy"
"2013-09-12 14:02:35","numpy"
"2013-09-12 14:49:06","numpy"
"2013-09-12 14:54:40","numpy"
"2013-09-12 14:56:36","numpy"
"2013-09-12 16:37:14","numpy"
"2013-09-12 17:28:33","numpy"
"2013-09-12 17:58:24","numpy"
"2013-09-12 18:00:57","numpy"
"2013-09-12 18:34:36","numpy"
"2013-09-12 21:10:21","numpy"
"2013-09-13 03:34:51","numpy"
"2013-09-13 07:23:34","numpy"
"2013-09-13 10:46:08","numpy"
"2013-09-13 11:20:01","numpy"
"2013-09-13 11:28:48","numpy"
"2013-09-13 11:48:03","numpy"
"2013-09-13 14:17:26","numpy"
"2013-09-13 14:34:23","numpy"
"2013-09-13 15:18:30","numpy"
"2013-09-13 16:32:51","numpy"
"2013-09-13 16:39:15","numpy"
"2013-09-13 17:12:44","numpy"
"2013-09-13 17:14:45","numpy"
"2013-09-13 17:34:06","numpy"
"2013-09-13 17:50:08","numpy"
"2013-09-13 18:18:58","numpy"
"2013-09-13 19:25:25","numpy"
"2013-09-13 20:05:56","numpy"
"2013-09-13 20:54:52","numpy"
"2013-09-13 21:24:25","numpy"
"2013-09-13 22:27:31","numpy"
"2013-09-13 22:35:53","numpy"
"2013-09-13 23:22:58","numpy"
"2013-09-14 01:27:53","numpy"
"2013-09-14 04:32:31","numpy"
"2013-09-14 07:25:23","numpy"
"2013-09-14 10:54:26","numpy"
"2013-09-14 13:50:54","numpy"
"2013-09-14 14:37:48","numpy"
"2013-09-14 16:45:06","numpy"
"2013-09-14 22:07:39","numpy"
"2013-09-14 23:31:01","numpy"
"2013-09-15 00:38:17","numpy"
"2013-09-15 03:50:17","numpy"
"2013-09-15 09:06:33","numpy"
"2013-09-15 20:12:45","numpy"
"2013-09-15 22:51:22","numpy"
"2013-09-16 00:38:01","numpy"
"2013-09-16 03:51:12","numpy"
"2013-09-16 05:27:30","numpy"
"2013-09-16 11:04:03","numpy"
"2013-09-16 11:51:06","numpy"
"2013-09-16 12:25:56","numpy"
"2013-09-16 13:25:20","numpy"
"2013-09-16 15:46:56","numpy"
"2013-09-16 16:23:20","numpy"
"2013-09-16 17:11:13","numpy"
"2013-09-16 18:43:00","numpy"
"2013-09-16 20:43:46","numpy"
"2013-09-16 22:31:38","numpy"
"2013-09-17 08:48:14","numpy"
"2013-09-17 09:02:53","numpy"
"2013-09-17 09:27:39","numpy"
"2013-09-17 11:02:46","numpy"
"2013-09-17 12:20:51","numpy"
"2013-09-17 12:36:16","numpy"
"2013-09-17 13:12:50","numpy"
"2013-09-17 13:14:59","numpy"
"2013-09-17 13:37:45","numpy"
"2013-09-17 14:39:51","numpy"
"2013-09-17 15:53:45","numpy"
"2013-09-17 16:45:28","numpy"
"2013-09-17 17:38:21","numpy"
"2013-09-17 19:33:17","numpy"
"2013-09-17 19:36:56","numpy"
"2013-09-17 20:28:30","numpy"
"2013-09-17 20:53:59","numpy"
"2013-09-17 22:03:02","numpy"
"2013-09-17 23:08:46","numpy"
"2013-09-18 05:48:36","numpy"
"2013-09-18 08:58:17","numpy"
"2013-09-18 10:09:39","numpy"
"2013-09-18 11:05:44","numpy"
"2013-09-18 15:09:43","numpy"
"2013-09-18 18:06:33","numpy"
"2013-09-18 18:06:50","numpy"
"2013-09-18 18:38:43","numpy"
"2013-09-18 18:55:38","numpy"
"2013-09-18 20:26:48","numpy"
"2013-09-18 23:51:10","numpy"
"2013-09-19 03:20:36","numpy"
"2013-09-19 09:33:42","numpy"
"2013-09-19 09:50:37","numpy"
"2013-09-19 11:44:41","numpy"
"2013-09-19 11:52:07","numpy"
"2013-09-19 12:09:47","numpy"
"2013-09-19 13:25:46","numpy"
"2013-09-19 14:32:16","numpy"
"2013-09-19 15:20:13","numpy"
"2013-09-19 15:25:10","numpy"
"2013-09-19 18:05:41","numpy"
"2013-09-19 18:15:27","numpy"
"2013-09-19 19:07:18","numpy"
"2013-09-19 21:20:57","numpy"
"2013-09-19 21:32:28","numpy"
"2013-09-19 23:26:23","numpy"
"2013-09-20 02:37:51","numpy"
"2013-09-20 03:48:28","numpy"
"2013-09-20 11:13:48","numpy"
"2013-09-20 11:25:46","numpy"
"2013-09-20 12:10:25","numpy"
"2013-09-20 15:03:29","numpy"
"2013-09-20 15:09:05","numpy"
"2013-09-20 15:35:16","numpy"
"2013-09-20 16:20:57","numpy"
"2013-09-20 17:19:40","numpy"
"2013-09-20 17:31:33","numpy"
"2013-09-20 19:39:53","numpy"
"2013-09-20 20:19:40","numpy"
"2013-09-20 21:14:43","numpy"
"2013-09-20 23:19:45","numpy"
"2013-09-20 23:23:52","numpy"
"2013-09-20 23:56:43","numpy"
"2013-09-21 00:47:20","numpy"
"2013-09-21 02:30:30","numpy"
"2013-09-21 16:38:41","numpy"
"2013-09-21 17:50:21","numpy"
"2013-09-21 21:54:06","numpy"
"2013-09-22 03:48:38","numpy"
"2013-09-22 09:05:40","numpy"
"2013-09-22 12:10:41","numpy"
"2013-09-22 15:59:11","numpy"
"2013-09-22 19:32:44","numpy"
"2013-09-22 19:41:49","numpy"
"2013-09-23 03:45:09","numpy"
"2013-09-23 08:54:39","numpy"
"2013-09-23 09:11:45","numpy"
"2013-09-23 11:24:42","numpy"
"2013-09-23 12:22:03","numpy"
"2013-09-23 15:21:00","numpy"
"2013-09-23 16:00:55","numpy"
"2013-09-23 16:58:08","numpy"
"2013-09-23 17:26:00","numpy"
"2013-09-23 17:34:06","numpy"
"2013-09-23 18:38:39","numpy"
"2013-09-23 19:09:16","numpy"
"2013-09-23 20:53:24","numpy"
"2013-09-23 21:22:59","numpy"
"2013-09-23 21:42:14","numpy"
"2013-09-23 22:54:00","numpy"
"2013-09-23 23:22:05","numpy"
"2013-09-23 23:41:00","numpy"
"2013-09-24 00:06:28","numpy"
"2013-09-24 03:20:31","numpy"
"2013-09-24 09:35:38","numpy"
"2013-09-24 10:37:36","numpy"
"2013-09-24 12:31:46","numpy"
"2013-09-24 13:04:07","numpy"
"2013-09-24 13:13:20","numpy"
"2013-09-24 15:10:30","numpy"
"2013-09-24 17:37:57","numpy"
"2013-09-24 18:39:58","numpy"
"2013-09-24 18:41:26","numpy"
"2013-09-24 20:27:55","numpy"
"2013-09-24 20:51:42","numpy"
"2013-09-24 21:00:59","numpy"
"2013-09-25 06:02:19","numpy"
"2013-09-25 07:39:06","numpy"
"2013-09-25 08:01:27","numpy"
"2013-09-25 08:14:15","numpy"
"2013-09-25 09:55:26","numpy"
"2013-09-25 11:50:06","numpy"
"2013-09-25 11:56:33","numpy"
"2013-09-25 12:21:26","numpy"
"2013-09-25 13:16:38","numpy"
"2013-09-25 13:38:55","numpy"
"2013-09-25 17:00:43","numpy"
"2013-09-25 22:02:45","numpy"
"2013-09-25 22:20:24","numpy"
"2013-09-25 22:21:25","numpy"
"2013-09-25 23:22:43","numpy"
"2013-09-26 00:06:19","numpy"
"2013-09-26 01:34:43","numpy"
"2013-09-26 08:06:06","numpy"
"2013-09-26 08:49:19","numpy"
"2013-09-26 11:44:09","numpy"
"2013-09-26 12:14:21","numpy"
"2013-09-26 12:39:13","numpy"
"2013-09-26 13:00:52","numpy"
"2013-09-26 13:14:21","numpy"
"2013-09-26 15:39:20","numpy"
"2013-09-26 16:56:14","numpy"
"2013-09-26 17:21:59","numpy"
"2013-09-26 18:19:36","numpy"
"2013-09-26 19:06:08","numpy"
"2013-09-26 21:31:13","numpy"
"2013-09-26 22:19:43","numpy"
"2013-09-27 12:07:04","numpy"
"2013-09-27 14:02:22","numpy"
"2013-09-27 15:02:52","numpy"
"2013-09-27 15:03:47","numpy"
"2013-09-27 15:37:08","numpy"
"2013-09-27 16:36:39","numpy"
"2013-09-27 18:12:55","numpy"
"2013-09-27 19:04:51","numpy"
"2013-09-27 20:35:52","numpy"
"2013-09-27 21:12:47","numpy"
"2013-09-28 03:19:50","numpy"
"2013-09-28 03:33:03","numpy"
"2013-09-28 06:33:51","numpy"
"2013-09-28 12:23:54","numpy"
"2013-09-28 13:01:36","numpy"
"2013-09-28 16:05:10","numpy"
"2013-09-28 18:03:57","numpy"
"2013-09-28 19:40:16","numpy"
"2013-09-28 22:00:59","numpy"
"2013-09-29 01:15:18","numpy"
"2013-09-29 08:35:58","numpy"
"2013-09-29 10:34:30","numpy"
"2013-09-29 15:18:42","numpy"
"2013-09-29 15:35:07","numpy"
"2013-09-29 16:30:36","numpy"
"2013-09-29 18:02:20","numpy"
"2013-09-29 23:13:59","numpy"
"2013-09-29 23:21:07","numpy"
"2013-09-30 00:53:20","numpy"
"2013-09-30 03:54:27","numpy"
"2013-09-30 08:51:25","numpy"
"2013-09-30 11:15:18","numpy"
"2013-09-30 12:32:13","numpy"
"2013-09-30 12:35:23","numpy"
"2013-09-30 15:29:04","numpy"
"2013-09-30 15:36:48","numpy"
"2013-09-30 17:47:12","numpy"
"2013-09-30 18:54:42","numpy"
"2013-09-30 19:06:56","numpy"
"2013-09-30 20:52:39","numpy"
"2013-09-30 21:23:47","numpy"
"2013-09-30 22:54:05","numpy"
"2013-09-30 23:08:56","numpy"
"2013-10-01 03:48:08","numpy"
"2013-10-01 07:27:14","numpy"
"2013-10-01 08:31:05","numpy"
"2013-10-01 13:03:54","numpy"
"2013-10-01 13:19:13","numpy"
"2013-10-01 13:35:18","numpy"
"2013-10-01 14:33:09","numpy"
"2013-10-01 14:36:26","numpy"
"2013-10-01 15:41:53","numpy"
"2013-10-01 16:20:10","numpy"
"2013-10-01 17:49:22","numpy"
"2013-10-01 19:14:30","numpy"
"2013-10-01 20:49:45","numpy"
"2013-10-02 06:55:21","numpy"
"2013-10-02 12:44:20","numpy"
"2013-10-02 13:49:29","numpy"
"2013-10-02 14:49:59","numpy"
"2013-10-02 14:55:23","numpy"
"2013-10-02 15:21:01","numpy"
"2013-10-02 16:03:01","numpy"
"2013-10-02 18:03:21","numpy"
"2013-10-02 18:51:19","numpy"
"2013-10-02 19:09:16","numpy"
"2013-10-02 19:48:06","numpy"
"2013-10-02 19:53:09","numpy"
"2013-10-02 20:16:23","numpy"
"2013-10-03 01:20:33","numpy"
"2013-10-03 04:34:23","numpy"
"2013-10-03 07:22:30","numpy"
"2013-10-03 10:06:50","numpy"
"2013-10-03 10:10:59","numpy"
"2013-10-03 11:38:51","numpy"
"2013-10-03 13:32:08","numpy"
"2013-10-03 14:10:50","numpy"
"2013-10-03 17:16:51","numpy"
"2013-10-03 17:39:23","numpy"
"2013-10-03 19:24:57","numpy"
"2013-10-03 20:50:46","numpy"
"2013-10-03 22:49:44","numpy"
"2013-10-03 23:11:40","numpy"
"2013-10-03 23:31:32","numpy"
"2013-10-04 00:10:37","numpy"
"2013-10-04 01:39:20","numpy"
"2013-10-04 01:40:01","numpy"
"2013-10-04 09:40:40","numpy"
"2013-10-04 11:06:04","numpy"
"2013-10-04 11:51:45","numpy"
"2013-10-04 12:37:47","numpy"
"2013-10-04 13:28:51","numpy"
"2013-10-04 14:33:57","numpy"
"2013-10-04 14:39:25","numpy"
"2013-10-04 15:22:36","numpy"
"2013-10-04 16:25:01","numpy"
"2013-10-04 21:25:53","numpy"
"2013-10-04 21:27:02","numpy"
"2013-10-04 21:52:32","numpy"
"2013-10-04 22:06:44","numpy"
"2013-10-05 00:06:19","numpy"
"2013-10-05 01:23:27","numpy"
"2013-10-05 12:13:27","numpy"
"2013-10-05 16:15:39","numpy"
"2013-10-05 19:35:28","numpy"
"2013-10-05 19:47:19","numpy"
"2013-10-05 20:56:11","numpy"
"2013-10-05 21:43:23","numpy"
"2013-10-05 22:30:42","numpy"
"2013-10-06 00:26:26","numpy"
"2013-10-06 02:53:58","numpy"
"2013-10-06 08:40:20","numpy"
"2013-10-06 11:30:20","numpy"
"2013-10-06 14:21:31","numpy"
"2013-10-06 16:28:06","numpy"
"2013-10-06 18:37:07","numpy"
"2013-10-06 20:46:02","numpy"
"2013-10-06 20:48:56","numpy"
"2013-10-06 22:04:27","numpy"
"2013-10-06 23:53:02","numpy"
"2013-10-07 09:35:48","numpy"
"2013-10-07 10:07:51","numpy"
"2013-10-07 10:40:58","numpy"
"2013-10-07 11:40:05","numpy"
"2013-10-07 15:01:04","numpy"
"2013-10-07 15:06:12","numpy"
"2013-10-07 15:40:32","numpy"
"2013-10-07 17:33:25","numpy"
"2013-10-07 17:41:01","numpy"
"2013-10-07 19:26:49","numpy"
"2013-10-07 19:48:26","numpy"
"2013-10-07 21:46:48","numpy"
"2013-10-07 22:47:07","numpy"
"2013-10-08 01:19:04","numpy"
"2013-10-08 02:21:56","numpy"
"2013-10-08 06:53:55","numpy"
"2013-10-08 09:43:03","numpy"
"2013-10-08 15:19:08","numpy"
"2013-10-08 16:03:46","numpy"
"2013-10-08 17:42:36","numpy"
"2013-10-08 18:04:58","numpy"
"2013-10-08 18:58:49","numpy"
"2013-10-08 20:17:40","numpy"
"2013-10-08 20:55:57","numpy"
"2013-10-08 20:56:06","numpy"
"2013-10-08 20:58:53","numpy"
"2013-10-09 01:20:38","numpy"
"2013-10-09 02:10:45","numpy"
"2013-10-09 04:45:29","numpy"
"2013-10-09 05:32:41","numpy"
"2013-10-09 05:37:52","numpy"
"2013-10-09 08:43:05","numpy"
"2013-10-09 10:05:01","numpy"
"2013-10-09 11:36:38","numpy"
"2013-10-09 12:31:25","numpy"
"2013-10-09 12:54:02","numpy"
"2013-10-09 13:53:59","numpy"
"2013-10-09 14:12:31","numpy"
"2013-10-09 14:26:33","numpy"
"2013-10-09 16:11:13","numpy"
"2013-10-09 16:36:04","numpy"
"2013-10-09 16:59:05","numpy"
"2013-10-09 17:02:48","numpy"
"2013-10-09 19:52:09","numpy"
"2013-10-09 20:50:24","numpy"
"2013-10-10 03:39:18","numpy"
"2013-10-10 03:57:47","numpy"
"2013-10-10 06:53:20","numpy"
"2013-10-10 07:00:40","numpy"
"2013-10-10 08:04:33","numpy"
"2013-10-10 08:54:17","numpy"
"2013-10-10 09:08:12","numpy"
"2013-10-10 11:37:41","numpy"
"2013-10-10 13:40:22","numpy"
"2013-10-10 15:46:42","numpy"
"2013-10-10 17:56:37","numpy"
"2013-10-10 20:02:15","numpy"
"2013-10-10 20:32:51","numpy"
"2013-10-10 21:05:10","numpy"
"2013-10-10 23:27:27","numpy"
"2013-10-11 02:02:19","numpy"
"2013-10-11 06:09:24","numpy"
"2013-10-11 06:52:25","numpy"
"2013-10-11 07:28:29","numpy"
"2013-10-11 07:40:24","numpy"
"2013-10-11 09:11:01","numpy"
"2013-10-11 09:46:49","numpy"
"2013-10-11 11:46:14","numpy"
"2013-10-11 13:17:55","numpy"
"2013-10-11 16:40:40","numpy"
"2013-10-11 20:16:08","numpy"
"2013-10-11 21:12:45","numpy"
"2013-10-11 23:04:29","numpy"
"2013-10-11 23:45:21","numpy"
"2013-10-12 01:07:42","numpy"
"2013-10-12 02:02:09","numpy"
"2013-10-12 04:33:16","numpy"
"2013-10-12 12:36:31","numpy"
"2013-10-12 17:47:40","numpy"
"2013-10-13 06:04:30","numpy"
"2013-10-13 09:45:04","numpy"
"2013-10-13 11:27:53","numpy"
"2013-10-13 13:41:23","numpy"
"2013-10-13 14:24:05","numpy"
"2013-10-13 14:34:45","numpy"
"2013-10-13 14:48:28","numpy"
"2013-10-13 18:03:16","numpy"
"2013-10-13 19:38:15","numpy"
"2013-10-14 01:23:49","numpy"
"2013-10-14 11:18:47","numpy"
"2013-10-14 11:43:49","numpy"
"2013-10-14 13:44:55","numpy"
"2013-10-14 14:55:58","numpy"
"2013-10-14 15:05:28","numpy"
"2013-10-14 15:50:20","numpy"
"2013-10-14 15:51:15","numpy"
"2013-10-14 20:08:18","numpy"
"2013-10-14 21:42:36","numpy"
"2013-10-15 09:42:52","numpy"
"2013-10-15 10:47:22","numpy"
"2013-10-15 12:15:48","numpy"
"2013-10-15 13:08:33","numpy"
"2013-10-15 15:31:02","numpy"
"2013-10-15 16:13:36","numpy"
"2013-10-15 16:36:30","numpy"
"2013-10-15 17:16:29","numpy"
"2013-10-15 17:42:59","numpy"
"2013-10-15 18:11:22","numpy"
"2013-10-15 19:57:48","numpy"
"2013-10-15 21:10:29","numpy"
"2013-10-15 21:42:17","numpy"
"2013-10-16 01:31:02","numpy"
"2013-10-16 02:35:48","numpy"
"2013-10-16 04:02:16","numpy"
"2013-10-16 07:12:25","numpy"
"2013-10-16 07:40:49","numpy"
"2013-10-16 09:41:15","numpy"
"2013-10-16 10:30:15","numpy"
"2013-10-16 11:07:42","numpy"
"2013-10-16 11:22:00","numpy"
"2013-10-16 14:25:28","numpy"
"2013-10-16 14:47:36","numpy"
"2013-10-16 16:42:29","numpy"
"2013-10-16 16:43:55","numpy"
"2013-10-16 17:26:57","numpy"
"2013-10-16 17:59:54","numpy"
"2013-10-16 19:35:45","numpy"
"2013-10-16 20:17:35","numpy"
"2013-10-16 20:31:29","numpy"
"2013-10-16 21:57:45","numpy"
"2013-10-16 22:12:55","numpy"
"2013-10-16 23:16:41","numpy"
"2013-10-16 23:51:23","numpy"
"2013-10-17 01:28:32","numpy"
"2013-10-17 01:46:29","numpy"
"2013-10-17 02:29:52","numpy"
"2013-10-17 03:18:20","numpy"
"2013-10-17 06:58:04","numpy"
"2013-10-17 08:21:32","numpy"
"2013-10-17 09:31:19","numpy"
"2013-10-17 10:24:40","numpy"
"2013-10-17 12:59:46","numpy"
"2013-10-17 13:25:50","numpy"
"2013-10-17 15:30:20","numpy"
"2013-10-17 16:21:43","numpy"
"2013-10-17 16:36:31","numpy"
"2013-10-17 17:00:23","numpy"
"2013-10-17 20:05:55","numpy"
"2013-10-18 00:06:10","numpy"
"2013-10-18 07:40:06","numpy"
"2013-10-18 12:17:24","numpy"
"2013-10-18 14:51:06","numpy"
"2013-10-18 16:11:04","numpy"
"2013-10-18 16:57:25","numpy"
"2013-10-18 18:03:40","numpy"
"2013-10-18 18:57:54","numpy"
"2013-10-18 20:52:31","numpy"
"2013-10-18 21:04:00","numpy"
"2013-10-18 21:55:52","numpy"
"2013-10-19 00:40:00","numpy"
"2013-10-19 02:34:55","numpy"
"2013-10-19 10:27:36","numpy"
"2013-10-19 17:25:51","numpy"
"2013-10-19 20:01:22","numpy"
"2013-10-20 01:08:07","numpy"
"2013-10-20 01:44:39","numpy"
"2013-10-20 09:13:28","numpy"
"2013-10-20 12:23:12","numpy"
"2013-10-20 12:35:54","numpy"
"2013-10-20 14:26:01","numpy"
"2013-10-20 15:46:02","numpy"
"2013-10-20 17:27:08","numpy"
"2013-10-20 18:54:18","numpy"
"2013-10-20 19:44:28","numpy"
"2013-10-20 20:12:29","numpy"
"2013-10-20 20:32:26","numpy"
"2013-10-21 00:03:03","numpy"
"2013-10-21 00:11:12","numpy"
"2013-10-21 03:04:37","numpy"
"2013-10-21 04:30:32","numpy"
"2013-10-21 04:39:40","numpy"
"2013-10-21 04:43:10","numpy"
"2013-10-21 05:02:04","numpy"
"2013-10-21 10:10:37","numpy"
"2013-10-21 10:23:55","numpy"
"2013-10-21 15:41:34","numpy"
"2013-10-21 16:18:26","numpy"
"2013-10-21 17:34:45","numpy"
"2013-10-21 18:25:46","numpy"
"2013-10-21 18:58:42","numpy"
"2013-10-21 19:46:58","numpy"
"2013-10-21 21:30:40","numpy"
"2013-10-22 00:31:26","numpy"
"2013-10-22 05:00:01","numpy"
"2013-10-22 06:20:00","numpy"
"2013-10-22 07:20:14","numpy"
"2013-10-22 09:43:44","numpy"
"2013-10-22 12:18:55","numpy"
"2013-10-22 12:33:10","numpy"
"2013-10-22 15:00:57","numpy"
"2013-10-22 15:38:37","numpy"
"2013-10-22 16:01:19","numpy"
"2013-10-22 16:17:04","numpy"
"2013-10-22 17:20:16","numpy"
"2013-10-22 17:58:26","numpy"
"2013-10-22 18:47:38","numpy"
"2013-10-22 19:37:28","numpy"
"2013-10-22 21:04:41","numpy"
"2013-10-22 22:26:52","numpy"
"2013-10-22 23:56:45","numpy"
"2013-10-23 00:43:04","numpy"
"2013-10-23 02:20:40","numpy"
"2013-10-23 04:34:49","numpy"
"2013-10-23 06:13:27","numpy"
"2013-10-23 09:08:03","numpy"
"2013-10-23 10:33:57","numpy"
"2013-10-23 10:39:13","numpy"
"2013-10-23 11:16:55","numpy"
"2013-10-23 12:14:27","numpy"
"2013-10-23 12:45:23","numpy"
"2013-10-23 13:17:54","numpy"
"2013-10-23 14:44:12","numpy"
"2013-10-23 16:09:36","numpy"
"2013-10-23 18:30:59","numpy"
"2013-10-23 19:26:36","numpy"
"2013-10-24 02:12:21","numpy"
"2013-10-24 03:46:24","numpy"
"2013-10-24 04:16:58","numpy"
"2013-10-24 05:26:44","numpy"
"2013-10-24 09:20:23","numpy"
"2013-10-24 10:15:25","numpy"
"2013-10-24 10:34:47","numpy"
"2013-10-24 11:03:56","numpy"
"2013-10-24 12:39:37","numpy"
"2013-10-24 13:10:06","numpy"
"2013-10-24 14:59:24","numpy"
"2013-10-24 15:12:12","numpy"
"2013-10-24 15:45:46","numpy"
"2013-10-24 15:46:14","numpy"
"2013-10-24 17:04:08","numpy"
"2013-10-24 17:26:27","numpy"
"2013-10-24 18:56:30","numpy"
"2013-10-24 20:25:27","numpy"
"2013-10-24 20:31:25","numpy"
"2013-10-24 21:43:09","numpy"
"2013-10-24 21:56:44","numpy"
"2013-10-24 22:11:37","numpy"
"2013-10-24 22:53:51","numpy"
"2013-10-24 23:36:41","numpy"
"2013-10-25 02:25:45","numpy"
"2013-10-25 07:12:24","numpy"
"2013-10-25 07:50:35","numpy"
"2013-10-25 08:16:46","numpy"
"2013-10-25 09:44:18","numpy"
"2013-10-25 10:05:45","numpy"
"2013-10-25 13:17:33","numpy"
"2013-10-25 14:02:39","numpy"
"2013-10-25 14:38:39","numpy"
"2013-10-25 18:26:09","numpy"
"2013-10-25 18:56:13","numpy"
"2013-10-25 19:04:10","numpy"
"2013-10-25 19:25:34","numpy"
"2013-10-25 21:18:29","numpy"
"2013-10-25 21:38:19","numpy"
"2013-10-25 21:42:07","numpy"
"2013-10-25 23:46:27","numpy"
"2013-10-26 02:34:28","numpy"
"2013-10-26 04:43:58","numpy"
"2013-10-26 07:59:41","numpy"
"2013-10-26 09:46:56","numpy"
"2013-10-26 10:34:20","numpy"
"2013-10-26 16:12:28","numpy"
"2013-10-26 21:55:41","numpy"
"2013-10-26 23:30:55","numpy"
"2013-10-27 00:31:23","numpy"
"2013-10-27 00:44:47","numpy"
"2013-10-27 03:16:58","numpy"
"2013-10-27 09:00:02","numpy"
"2013-10-27 10:10:01","numpy"
"2013-10-27 10:46:44","numpy"
"2013-10-27 13:39:52","numpy"
"2013-10-27 13:52:16","numpy"
"2013-10-27 14:32:32","numpy"
"2013-10-27 15:48:47","numpy"
"2013-10-27 17:25:34","numpy"
"2013-10-27 19:25:23","numpy"
"2013-10-27 19:36:50","numpy"
"2013-10-27 20:14:53","numpy"
"2013-10-27 20:29:40","numpy"
"2013-10-27 21:49:36","numpy"
"2013-10-27 21:58:58","numpy"
"2013-10-27 23:03:19","numpy"
"2013-10-27 23:33:22","numpy"
"2013-10-28 02:29:42","numpy"
"2013-10-28 04:07:04","numpy"
"2013-10-28 06:09:01","numpy"
"2013-10-28 08:40:53","numpy"
"2013-10-28 11:09:52","numpy"
"2013-10-28 13:31:32","numpy"
"2013-10-28 13:47:31","numpy"
"2013-10-28 15:50:40","numpy"
"2013-10-28 16:37:30","numpy"
"2013-10-28 18:30:00","numpy"
"2013-10-28 20:40:58","numpy"
"2013-10-28 20:42:19","numpy"
"2013-10-28 20:51:29","numpy"
"2013-10-28 22:19:47","numpy"
"2013-10-28 23:08:15","numpy"
"2013-10-29 00:03:25","numpy"
"2013-10-29 00:15:36","numpy"
"2013-10-29 02:06:27","numpy"
"2013-10-29 09:11:02","numpy"
"2013-10-29 10:11:05","numpy"
"2013-10-29 14:08:49","numpy"
"2013-10-29 14:35:22","numpy"
"2013-10-29 15:05:37","numpy"
"2013-10-29 15:12:55","numpy"
"2013-10-29 15:16:35","numpy"
"2013-10-29 15:47:35","numpy"
"2013-10-29 17:12:16","numpy"
"2013-10-29 18:12:13","numpy"
"2013-10-29 18:42:54","numpy"
"2013-10-29 19:03:46","numpy"
"2013-10-29 19:55:26","numpy"
"2013-10-29 19:58:09","numpy"
"2013-10-29 20:12:40","numpy"
"2013-10-29 21:08:39","numpy"
"2013-10-29 21:19:39","numpy"
"2013-10-30 06:11:35","numpy"
"2013-10-30 07:44:25","numpy"
"2013-10-30 12:33:53","numpy"
"2013-10-30 12:40:18","numpy"
"2013-10-30 13:03:48","numpy"
"2013-10-30 13:33:24","numpy"
"2013-10-30 14:09:25","numpy"
"2013-10-30 15:05:40","numpy"
"2013-10-30 15:46:58","numpy"
"2013-10-30 16:07:40","numpy"
"2013-10-30 16:51:34","numpy"
"2013-10-30 17:21:20","numpy"
"2013-10-30 17:58:38","numpy"
"2013-10-30 19:01:12","numpy"
"2013-10-30 19:14:34","numpy"
"2013-10-30 20:36:13","numpy"
"2013-10-30 20:42:51","numpy"
"2013-10-30 21:28:08","numpy"
"2013-10-30 22:44:59","numpy"
"2013-10-30 23:56:46","numpy"
"2013-10-31 01:11:05","numpy"
"2013-10-31 02:32:09","numpy"
"2013-10-31 05:35:03","numpy"
"2013-10-31 07:32:28","numpy"
"2013-10-31 07:54:18","numpy"
