creationdate,tagname
"2015-04-25 15:51:02","scikit-learn"
"2015-04-26 03:02:35","scikit-learn"
"2015-04-26 05:05:40","scikit-learn"
"2015-04-27 02:44:02","scikit-learn"
"2015-04-27 11:10:21","scikit-learn"
"2015-04-27 15:31:30","scikit-learn"
"2015-04-27 20:01:16","scikit-learn"
"2015-04-28 00:26:05","scikit-learn"
"2015-04-28 08:43:23","scikit-learn"
"2015-04-28 10:44:13","scikit-learn"
"2015-04-28 11:45:20","scikit-learn"
"2015-04-28 19:35:56","scikit-learn"
"2015-04-28 21:21:12","scikit-learn"
"2015-04-28 22:25:57","scikit-learn"
"2015-04-29 03:58:18","scikit-learn"
"2015-04-29 06:11:44","scikit-learn"
"2015-04-29 15:26:27","scikit-learn"
"2015-04-29 18:02:44","scikit-learn"
"2015-04-29 18:34:57","scikit-learn"
"2015-04-29 19:58:27","scikit-learn"
"2015-04-30 01:53:14","scikit-learn"
"2015-04-30 09:08:23","scikit-learn"
"2015-04-30 15:19:33","scikit-learn"
"2015-04-30 18:04:59","scikit-learn"
"2015-04-30 18:23:47","scikit-learn"
"2015-04-30 23:19:23","scikit-learn"
"2015-05-01 00:39:09","scikit-learn"
"2015-05-01 16:58:48","scikit-learn"
"2015-05-01 17:00:57","scikit-learn"
"2015-05-01 19:57:00","scikit-learn"
"2015-05-01 20:32:44","scikit-learn"
"2015-05-01 21:14:16","scikit-learn"
"2015-05-02 06:39:36","scikit-learn"
"2015-05-02 18:08:10","scikit-learn"
"2015-05-03 06:12:52","scikit-learn"
"2015-05-03 06:18:31","scikit-learn"
"2015-05-03 06:56:54","scikit-learn"
"2015-05-03 11:06:28","scikit-learn"
"2015-05-03 13:52:25","scikit-learn"
"2015-05-03 17:29:44","scikit-learn"
"2015-05-03 18:07:12","scikit-learn"
"2015-05-03 22:07:00","scikit-learn"
"2015-05-03 22:15:48","scikit-learn"
"2015-05-04 06:35:04","scikit-learn"
"2015-05-04 06:49:12","scikit-learn"
"2015-05-04 07:01:57","scikit-learn"
"2015-05-04 09:40:01","scikit-learn"
"2015-05-04 09:43:59","scikit-learn"
"2015-05-04 13:56:12","scikit-learn"
"2015-05-04 14:37:08","scikit-learn"
"2015-05-04 17:44:01","scikit-learn"
"2015-05-04 21:07:18","scikit-learn"
"2015-05-04 21:51:29","scikit-learn"
"2015-05-04 23:24:11","scikit-learn"
"2015-05-05 03:27:28","scikit-learn"
"2015-05-05 11:07:30","scikit-learn"
"2015-05-05 11:39:50","scikit-learn"
"2015-05-05 12:10:38","scikit-learn"
"2015-05-05 14:06:53","scikit-learn"
"2015-05-05 14:18:32","scikit-learn"
"2015-05-05 14:50:43","scikit-learn"
"2015-05-05 15:02:03","scikit-learn"
"2015-05-05 19:42:06","scikit-learn"
"2015-05-06 01:47:05","scikit-learn"
"2015-05-06 02:08:24","scikit-learn"
"2015-05-06 08:47:34","scikit-learn"
"2015-05-06 08:53:09","scikit-learn"
"2015-05-06 15:34:54","scikit-learn"
"2015-05-06 19:54:24","scikit-learn"
"2015-05-06 20:40:39","scikit-learn"
"2015-05-06 21:00:25","scikit-learn"
"2015-05-06 23:58:16","scikit-learn"
"2015-05-07 01:12:14","scikit-learn"
"2015-05-07 04:38:04","scikit-learn"
"2015-05-07 13:45:10","scikit-learn"
"2015-05-07 16:56:31","scikit-learn"
"2015-05-07 17:34:11","scikit-learn"
"2015-05-08 05:35:35","scikit-learn"
"2015-05-08 06:41:49","scikit-learn"
"2015-05-08 06:46:38","scikit-learn"
"2015-05-08 08:23:54","scikit-learn"
"2015-05-08 12:51:30","scikit-learn"
"2015-05-08 13:26:18","scikit-learn"
"2015-05-08 14:00:02","scikit-learn"
"2015-05-08 16:55:00","scikit-learn"
"2015-05-08 19:31:36","scikit-learn"
"2015-05-08 22:04:15","scikit-learn"
"2015-05-09 20:53:18","scikit-learn"
"2015-05-09 22:50:01","scikit-learn"
"2015-05-10 01:03:35","scikit-learn"
"2015-05-10 07:51:37","scikit-learn"
"2015-05-10 08:41:36","scikit-learn"
"2015-05-10 23:23:41","scikit-learn"
"2015-05-10 23:30:47","scikit-learn"
"2015-05-11 12:34:26","scikit-learn"
"2015-05-11 13:31:03","scikit-learn"
"2015-05-11 13:46:29","scikit-learn"
"2015-05-12 10:21:24","scikit-learn"
"2015-05-12 10:26:27","scikit-learn"
"2015-05-12 16:01:16","scikit-learn"
"2015-05-12 23:38:52","scikit-learn"
"2015-05-13 16:15:58","scikit-learn"
"2015-05-14 08:31:24","scikit-learn"
"2015-05-14 08:55:01","scikit-learn"
"2015-05-14 13:58:36","scikit-learn"
"2015-05-14 16:17:25","scikit-learn"
"2015-05-14 17:36:59","scikit-learn"
"2015-05-14 22:25:38","scikit-learn"
"2015-05-14 23:23:35","scikit-learn"
"2015-05-15 04:28:40","scikit-learn"
"2015-05-15 15:09:48","scikit-learn"
"2015-05-15 17:19:33","scikit-learn"
"2015-05-15 22:27:07","scikit-learn"
"2015-05-16 02:35:37","scikit-learn"
"2015-05-17 09:48:18","scikit-learn"
"2015-05-17 13:29:42","scikit-learn"
"2015-05-17 19:34:51","scikit-learn"
"2015-05-18 10:30:03","scikit-learn"
"2015-05-18 14:59:16","scikit-learn"
"2015-05-18 23:21:04","scikit-learn"
"2015-05-19 05:02:35","scikit-learn"
"2015-05-19 07:27:34","scikit-learn"
"2015-05-19 09:28:00","scikit-learn"
"2015-05-19 11:14:23","scikit-learn"
"2015-05-19 12:45:22","scikit-learn"
"2015-05-19 13:09:15","scikit-learn"
"2015-05-19 19:29:59","scikit-learn"
"2015-05-19 21:21:36","scikit-learn"
"2015-05-19 23:04:54","scikit-learn"
"2015-05-20 10:09:35","scikit-learn"
"2015-05-20 16:16:01","scikit-learn"
"2015-05-20 21:58:51","scikit-learn"
"2015-05-20 23:11:59","scikit-learn"
"2015-05-21 00:15:17","scikit-learn"
"2015-05-21 03:51:25","scikit-learn"
"2015-05-21 09:55:12","scikit-learn"
"2015-05-21 13:15:41","scikit-learn"
"2015-05-21 21:25:10","scikit-learn"
"2015-05-21 21:51:15","scikit-learn"
"2015-05-22 02:20:30","scikit-learn"
"2015-05-22 10:13:55","scikit-learn"
"2015-05-22 10:43:32","scikit-learn"
"2015-05-22 12:11:36","scikit-learn"
"2015-05-22 13:01:35","scikit-learn"
"2015-05-22 13:20:56","scikit-learn"
"2015-05-22 13:35:18","scikit-learn"
"2015-05-22 14:18:02","scikit-learn"
"2015-05-22 14:19:34","scikit-learn"
"2015-05-22 18:13:16","scikit-learn"
"2015-05-22 20:31:36","scikit-learn"
"2015-05-23 01:42:11","scikit-learn"
"2015-05-23 06:22:14","scikit-learn"
"2015-05-23 19:19:58","scikit-learn"
"2015-05-24 07:41:12","scikit-learn"
"2015-05-24 07:45:36","scikit-learn"
"2015-05-24 11:46:15","scikit-learn"
"2015-05-24 20:07:49","scikit-learn"
"2015-05-24 20:59:41","scikit-learn"
"2015-05-25 03:16:48","scikit-learn"
"2015-05-25 12:44:37","scikit-learn"
"2015-05-25 14:17:51","scikit-learn"
"2015-05-25 16:16:45","scikit-learn"
"2015-05-25 23:40:05","scikit-learn"
"2015-05-26 05:06:27","scikit-learn"
"2015-05-26 08:38:47","scikit-learn"
"2015-05-26 13:14:59","scikit-learn"
"2015-05-26 15:38:12","scikit-learn"
"2015-05-26 16:49:29","scikit-learn"
"2015-05-26 17:46:15","scikit-learn"
"2015-05-27 05:05:53","scikit-learn"
"2015-05-27 13:24:18","scikit-learn"
"2015-05-27 22:18:36","scikit-learn"
"2015-05-28 05:37:26","scikit-learn"
"2015-05-28 09:18:58","scikit-learn"
"2015-05-28 12:17:59","scikit-learn"
"2015-05-28 12:33:38","scikit-learn"
"2015-05-28 12:56:29","scikit-learn"
"2015-05-28 15:50:18","scikit-learn"
"2015-05-28 21:18:24","scikit-learn"
"2015-05-29 09:24:50","scikit-learn"
"2015-05-29 17:39:57","scikit-learn"
"2015-05-29 21:30:59","scikit-learn"
"2015-05-30 11:34:15","scikit-learn"
"2015-05-30 12:18:00","scikit-learn"
"2015-05-30 15:54:19","scikit-learn"
"2015-05-30 16:40:09","scikit-learn"
"2015-05-30 20:12:29","scikit-learn"
"2015-05-31 14:21:43","scikit-learn"
"2015-05-31 19:38:39","scikit-learn"
"2015-06-01 15:03:45","scikit-learn"
"2015-06-01 18:16:00","scikit-learn"
"2015-06-01 22:44:25","scikit-learn"
"2015-06-02 08:21:37","scikit-learn"
"2015-06-02 10:14:58","scikit-learn"
"2015-06-02 12:26:00","scikit-learn"
"2015-06-03 00:57:09","scikit-learn"
"2015-06-03 04:08:21","scikit-learn"
"2015-06-03 05:38:04","scikit-learn"
"2015-06-03 11:26:42","scikit-learn"
"2015-06-03 14:53:44","scikit-learn"
"2015-06-04 11:47:18","scikit-learn"
"2015-06-04 20:34:50","scikit-learn"
"2015-06-04 21:04:30","scikit-learn"
"2015-06-05 01:37:35","scikit-learn"
"2015-06-05 08:30:12","scikit-learn"
"2015-06-05 12:33:21","scikit-learn"
"2015-06-05 13:15:17","scikit-learn"
"2015-06-05 15:39:10","scikit-learn"
"2015-06-05 19:16:07","scikit-learn"
"2015-06-06 13:29:17","scikit-learn"
"2015-06-07 10:03:18","scikit-learn"
"2015-06-07 10:12:13","scikit-learn"
"2015-06-07 12:39:06","scikit-learn"
"2015-06-07 18:00:35","scikit-learn"
"2015-06-07 18:15:35","scikit-learn"
"2015-06-07 23:19:00","scikit-learn"
"2015-06-08 15:16:14","scikit-learn"
"2015-06-09 08:52:29","scikit-learn"
"2015-06-09 13:32:48","scikit-learn"
"2015-06-09 14:24:44","scikit-learn"
"2015-06-09 17:47:37","scikit-learn"
"2015-06-09 18:44:48","scikit-learn"
"2015-06-09 19:27:57","scikit-learn"
"2015-06-09 21:00:33","scikit-learn"
"2015-06-09 21:01:39","scikit-learn"
"2015-06-10 00:06:53","scikit-learn"
"2015-06-10 03:12:02","scikit-learn"
"2015-06-10 13:13:21","scikit-learn"
"2015-06-10 14:39:35","scikit-learn"
"2015-06-10 15:13:37","scikit-learn"
"2015-06-10 15:19:09","scikit-learn"
"2015-06-10 19:06:08","scikit-learn"
"2015-06-10 20:05:24","scikit-learn"
"2015-06-10 20:06:39","scikit-learn"
"2015-06-11 03:57:36","scikit-learn"
"2015-06-11 09:03:29","scikit-learn"
"2015-06-11 19:37:38","scikit-learn"
"2015-06-11 21:21:15","scikit-learn"
"2015-06-11 21:27:27","scikit-learn"
"2015-06-12 11:54:01","scikit-learn"
"2015-06-12 12:06:24","scikit-learn"
"2015-06-12 14:12:08","scikit-learn"
"2015-06-12 20:46:39","scikit-learn"
"2015-06-12 22:26:58","scikit-learn"
"2015-06-13 01:23:08","scikit-learn"
"2015-06-14 13:25:16","scikit-learn"
"2015-06-14 17:03:02","scikit-learn"
"2015-06-14 18:14:16","scikit-learn"
"2015-06-15 10:35:38","scikit-learn"
"2015-06-15 15:26:16","scikit-learn"
"2015-06-15 18:02:08","scikit-learn"
"2015-06-16 13:42:46","scikit-learn"
"2015-06-16 17:57:03","scikit-learn"
"2015-06-17 06:37:16","scikit-learn"
"2015-06-17 13:15:50","scikit-learn"
"2015-06-17 14:20:20","scikit-learn"
"2015-06-17 15:45:17","scikit-learn"
"2015-06-17 17:38:59","scikit-learn"
"2015-06-17 19:31:42","scikit-learn"
"2015-06-17 22:05:04","scikit-learn"
"2015-06-18 10:58:47","scikit-learn"
"2015-06-18 12:47:58","scikit-learn"
"2015-06-18 14:51:44","scikit-learn"
"2015-06-18 15:19:36","scikit-learn"
"2015-06-18 15:32:00","scikit-learn"
"2015-06-18 17:48:11","scikit-learn"
"2015-06-18 18:35:04","scikit-learn"
"2015-06-18 19:31:45","scikit-learn"
"2015-06-18 23:36:35","scikit-learn"
"2015-06-19 11:15:08","scikit-learn"
"2015-06-19 12:01:52","scikit-learn"
"2015-06-19 17:19:53","scikit-learn"
"2015-06-19 21:30:09","scikit-learn"
"2015-06-19 23:08:19","scikit-learn"
"2015-06-20 20:14:00","scikit-learn"
"2015-06-21 02:20:53","scikit-learn"
"2015-06-21 02:29:47","scikit-learn"
"2015-06-21 04:59:37","scikit-learn"
"2015-06-21 11:39:53","scikit-learn"
"2015-06-21 12:15:58","scikit-learn"
"2015-06-21 18:19:07","scikit-learn"
"2015-06-22 02:49:41","scikit-learn"
"2015-06-22 04:11:59","scikit-learn"
"2015-06-22 09:13:23","scikit-learn"
"2015-06-22 15:31:32","scikit-learn"
"2015-06-22 15:41:41","scikit-learn"
"2015-06-22 16:24:03","scikit-learn"
"2015-06-22 20:14:47","scikit-learn"
"2015-06-22 21:42:07","scikit-learn"
"2015-06-22 23:08:27","scikit-learn"
"2015-06-23 12:37:07","scikit-learn"
"2015-06-23 15:57:33","scikit-learn"
"2015-06-24 12:44:20","scikit-learn"
"2015-06-24 14:27:37","scikit-learn"
"2015-06-24 14:50:49","scikit-learn"
"2015-06-24 18:35:59","scikit-learn"
"2015-06-24 23:15:04","scikit-learn"
"2015-06-24 23:41:54","scikit-learn"
"2015-06-25 13:47:43","scikit-learn"
"2015-06-25 16:05:37","scikit-learn"
"2015-06-25 16:17:33","scikit-learn"
"2015-06-25 17:43:47","scikit-learn"
"2015-06-25 19:27:09","scikit-learn"
"2015-06-25 22:54:09","scikit-learn"
"2015-06-25 23:43:56","scikit-learn"
"2015-06-26 07:16:38","scikit-learn"
"2015-06-26 10:23:41","scikit-learn"
"2015-06-26 14:47:22","scikit-learn"
"2015-06-26 15:15:07","scikit-learn"
"2015-06-26 15:37:10","scikit-learn"
"2015-06-26 15:50:04","scikit-learn"
"2015-06-26 17:29:18","scikit-learn"
"2015-06-26 17:34:16","scikit-learn"
"2015-06-27 05:31:00","scikit-learn"
"2015-06-27 06:06:10","scikit-learn"
"2015-06-27 14:25:19","scikit-learn"
"2015-06-27 20:21:32","scikit-learn"
"2015-06-28 00:56:06","scikit-learn"
"2015-06-28 08:15:07","scikit-learn"
"2015-06-28 19:51:30","scikit-learn"
"2015-06-29 04:47:10","scikit-learn"
"2015-06-29 06:35:14","scikit-learn"
"2015-06-29 06:53:24","scikit-learn"
"2015-06-29 15:36:18","scikit-learn"
"2015-06-29 15:56:58","scikit-learn"
"2015-06-29 18:20:19","scikit-learn"
"2015-06-29 23:22:42","scikit-learn"
"2015-06-30 03:10:26","scikit-learn"
"2015-06-30 04:30:24","scikit-learn"
"2015-06-30 08:25:33","scikit-learn"
"2015-06-30 11:27:48","scikit-learn"
"2015-06-30 14:30:47","scikit-learn"
"2015-06-30 14:59:23","scikit-learn"
"2015-06-30 21:09:18","scikit-learn"
"2015-06-30 23:10:30","scikit-learn"
"2015-06-30 23:10:30","scikit-learn"
"2015-07-01 01:05:32","scikit-learn"
"2015-07-01 01:42:28","scikit-learn"
"2015-07-01 03:33:32","scikit-learn"
"2015-07-01 08:05:47","scikit-learn"
"2015-07-01 10:48:13","scikit-learn"
"2015-07-01 12:41:16","scikit-learn"
"2015-07-01 13:26:28","scikit-learn"
"2015-07-01 15:56:46","scikit-learn"
"2015-07-01 17:21:56","scikit-learn"
"2015-07-01 19:19:36","scikit-learn"
"2015-07-01 23:09:45","scikit-learn"
"2015-07-02 03:32:36","scikit-learn"
"2015-07-02 12:14:40","scikit-learn"
"2015-07-02 15:01:52","scikit-learn"
"2015-07-02 15:11:53","scikit-learn"
"2015-07-02 15:12:58","scikit-learn"
"2015-07-02 16:34:28","scikit-learn"
"2015-07-02 19:00:06","scikit-learn"
"2015-07-03 00:54:13","scikit-learn"
"2015-07-03 08:29:05","scikit-learn"
"2015-07-03 15:04:13","scikit-learn"
"2015-07-03 16:27:21","scikit-learn"
"2015-07-04 00:25:45","scikit-learn"
"2015-07-05 08:01:17","scikit-learn"
"2015-07-05 14:41:15","scikit-learn"
"2015-07-06 00:08:21","scikit-learn"
"2015-07-06 05:03:53","scikit-learn"
"2015-07-06 08:04:16","scikit-learn"
"2015-07-06 16:53:17","scikit-learn"
"2015-07-06 18:11:53","scikit-learn"
"2015-07-06 21:26:40","scikit-learn"
"2015-07-07 04:44:07","scikit-learn"
"2015-07-07 08:17:06","scikit-learn"
"2015-07-07 09:43:13","scikit-learn"
"2015-07-07 11:52:05","scikit-learn"
"2015-07-07 13:40:06","scikit-learn"
"2015-07-07 15:45:13","scikit-learn"
"2015-07-07 15:57:25","scikit-learn"
"2015-07-07 18:43:38","scikit-learn"
"2015-07-07 21:26:49","scikit-learn"
"2015-07-08 09:45:30","scikit-learn"
"2015-07-08 11:12:30","scikit-learn"
"2015-07-08 15:43:02","scikit-learn"
"2015-07-08 17:15:53","scikit-learn"
"2015-07-08 17:54:46","scikit-learn"
"2015-07-08 18:10:25","scikit-learn"
"2015-07-08 18:50:38","scikit-learn"
"2015-07-08 21:11:52","scikit-learn"
"2015-07-08 21:40:56","scikit-learn"
"2015-07-09 00:59:27","scikit-learn"
"2015-07-09 06:33:21","scikit-learn"
"2015-07-09 07:45:18","scikit-learn"
"2015-07-09 10:42:20","scikit-learn"
"2015-07-09 14:20:25","scikit-learn"
"2015-07-09 15:34:01","scikit-learn"
"2015-07-09 16:40:01","scikit-learn"
"2015-07-09 17:19:02","scikit-learn"
"2015-07-09 21:11:10","scikit-learn"
"2015-07-09 22:56:43","scikit-learn"
"2015-07-10 00:32:54","scikit-learn"
"2015-07-10 04:25:40","scikit-learn"
"2015-07-10 06:13:37","scikit-learn"
"2015-07-10 08:07:18","scikit-learn"
"2015-07-10 09:27:14","scikit-learn"
"2015-07-10 12:41:07","scikit-learn"
"2015-07-10 13:05:23","scikit-learn"
"2015-07-10 14:37:39","scikit-learn"
"2015-07-10 16:21:06","scikit-learn"
"2015-07-10 17:54:37","scikit-learn"
"2015-07-10 21:47:01","scikit-learn"
"2015-07-11 00:51:52","scikit-learn"
"2015-07-11 18:36:52","scikit-learn"
"2015-07-11 21:39:15","scikit-learn"
"2015-07-12 05:39:38","scikit-learn"
"2015-07-13 09:33:16","scikit-learn"
"2015-07-13 15:43:10","scikit-learn"
"2015-07-13 18:41:51","scikit-learn"
"2015-07-14 12:44:50","scikit-learn"
"2015-07-14 13:19:42","scikit-learn"
"2015-07-14 15:02:28","scikit-learn"
"2015-07-14 15:32:32","scikit-learn"
"2015-07-14 21:12:14","scikit-learn"
"2015-07-15 04:17:36","scikit-learn"
"2015-07-15 06:32:12","scikit-learn"
"2015-07-15 11:00:39","scikit-learn"
"2015-07-15 15:42:44","scikit-learn"
"2015-07-15 16:33:29","scikit-learn"
"2015-07-15 18:39:21","scikit-learn"
"2015-07-15 20:57:29","scikit-learn"
"2015-07-16 01:14:23","scikit-learn"
"2015-07-16 08:39:23","scikit-learn"
"2015-07-16 12:44:09","scikit-learn"
"2015-07-16 14:18:55","scikit-learn"
"2015-07-16 17:38:20","scikit-learn"
"2015-07-16 23:37:09","scikit-learn"
"2015-07-17 02:19:42","scikit-learn"
"2015-07-18 06:33:36","scikit-learn"
"2015-07-18 13:20:17","scikit-learn"
"2015-07-18 21:23:31","scikit-learn"
"2015-07-19 11:50:42","scikit-learn"
"2015-07-19 17:23:53","scikit-learn"
"2015-07-19 20:51:07","scikit-learn"
"2015-07-19 23:24:46","scikit-learn"
"2015-07-20 08:39:30","scikit-learn"
"2015-07-20 09:41:19","scikit-learn"
"2015-07-20 15:57:19","scikit-learn"
"2015-07-20 16:03:19","scikit-learn"
"2015-07-20 18:18:17","scikit-learn"
"2015-07-20 23:04:14","scikit-learn"
"2015-07-20 23:59:40","scikit-learn"
"2015-07-21 14:39:16","scikit-learn"
"2015-07-21 21:57:43","scikit-learn"
"2015-07-21 22:17:11","scikit-learn"
"2015-07-22 07:38:05","scikit-learn"
"2015-07-22 12:55:27","scikit-learn"
"2015-07-22 19:20:18","scikit-learn"
"2015-07-22 19:38:42","scikit-learn"
"2015-07-22 23:06:39","scikit-learn"
"2015-07-23 19:35:45","scikit-learn"
"2015-07-23 23:15:53","scikit-learn"
"2015-07-24 02:25:41","scikit-learn"
"2015-07-24 12:48:36","scikit-learn"
"2015-07-24 12:54:12","scikit-learn"
"2015-07-24 15:23:02","scikit-learn"
"2015-07-24 16:12:01","scikit-learn"
"2015-07-24 18:37:32","scikit-learn"
"2015-07-24 18:54:48","scikit-learn"
"2015-07-25 01:35:57","scikit-learn"
"2015-07-25 10:47:17","scikit-learn"
"2015-07-25 20:57:07","scikit-learn"
"2015-07-26 02:41:34","scikit-learn"
"2015-07-26 15:59:29","scikit-learn"
"2015-07-27 05:08:20","scikit-learn"
"2015-07-27 14:32:20","scikit-learn"
"2015-07-27 14:34:49","scikit-learn"
"2015-07-27 15:27:39","scikit-learn"
"2015-07-27 15:33:55","scikit-learn"
"2015-07-27 16:18:13","scikit-learn"
"2015-07-27 19:22:53","scikit-learn"
"2015-07-27 19:26:38","scikit-learn"
"2015-07-28 02:43:26","scikit-learn"
"2015-07-28 09:05:58","scikit-learn"
"2015-07-28 13:05:32","scikit-learn"
"2015-07-28 15:23:20","scikit-learn"
"2015-07-28 15:53:13","scikit-learn"
"2015-07-29 09:52:03","scikit-learn"
"2015-07-29 11:10:00","scikit-learn"
"2015-07-29 21:22:25","scikit-learn"
"2015-07-30 03:10:27","scikit-learn"
"2015-07-30 09:44:48","scikit-learn"
"2015-07-30 09:59:55","scikit-learn"
"2015-07-30 15:53:08","scikit-learn"
"2015-07-30 18:34:40","scikit-learn"
"2015-07-31 03:09:07","scikit-learn"
"2015-07-31 09:24:14","scikit-learn"
"2015-07-31 10:13:31","scikit-learn"
"2015-07-31 10:58:21","scikit-learn"
"2015-07-31 15:24:38","scikit-learn"
"2015-07-31 18:52:09","scikit-learn"
"2015-07-31 19:27:28","scikit-learn"
"2015-08-01 13:04:54","scikit-learn"
"2015-08-02 17:35:19","scikit-learn"
"2015-08-02 18:01:05","scikit-learn"
"2015-08-02 19:58:51","scikit-learn"
"2015-08-03 09:36:33","scikit-learn"
"2015-08-03 09:54:43","scikit-learn"
"2015-08-03 11:43:20","scikit-learn"
"2015-08-03 11:45:36","scikit-learn"
"2015-08-03 12:34:01","scikit-learn"
"2015-08-03 16:43:42","scikit-learn"
"2015-08-03 18:04:34","scikit-learn"
"2015-08-03 18:20:20","scikit-learn"
"2015-08-03 21:35:47","scikit-learn"
"2015-08-04 08:35:53","scikit-learn"
"2015-08-04 12:02:07","scikit-learn"
"2015-08-04 14:33:18","scikit-learn"
"2015-08-04 19:33:38","scikit-learn"
"2015-08-05 01:18:10","scikit-learn"
"2015-08-05 02:03:08","scikit-learn"
"2015-08-05 07:19:45","scikit-learn"
"2015-08-05 07:38:05","scikit-learn"
"2015-08-05 10:01:24","scikit-learn"
"2015-08-05 12:11:13","scikit-learn"
"2015-08-05 12:49:12","scikit-learn"
"2015-08-05 14:45:54","scikit-learn"
"2015-08-05 18:12:21","scikit-learn"
"2015-08-05 21:17:35","scikit-learn"
"2015-08-05 22:39:22","scikit-learn"
"2015-08-06 08:54:39","scikit-learn"
"2015-08-06 12:02:33","scikit-learn"
"2015-08-06 13:00:08","scikit-learn"
"2015-08-06 14:48:18","scikit-learn"
"2015-08-06 16:08:16","scikit-learn"
"2015-08-06 16:40:51","scikit-learn"
"2015-08-06 17:10:38","scikit-learn"
"2015-08-06 20:07:57","scikit-learn"
"2015-08-07 04:41:36","scikit-learn"
"2015-08-07 09:33:37","scikit-learn"
"2015-08-07 14:51:08","scikit-learn"
"2015-08-07 15:12:24","scikit-learn"
"2015-08-07 19:34:55","scikit-learn"
"2015-08-07 21:10:55","scikit-learn"
"2015-08-07 21:13:30","scikit-learn"
"2015-08-08 19:39:22","scikit-learn"
"2015-08-09 01:18:17","scikit-learn"
"2015-08-09 15:13:01","scikit-learn"
"2015-08-09 23:51:27","scikit-learn"
"2015-08-10 15:41:30","scikit-learn"
"2015-08-10 21:08:09","scikit-learn"
"2015-08-11 01:43:49","scikit-learn"
"2015-08-11 08:56:15","scikit-learn"
"2015-08-11 14:37:31","scikit-learn"
"2015-08-11 16:26:44","scikit-learn"
"2015-08-11 16:29:27","scikit-learn"
"2015-08-11 18:03:29","scikit-learn"
"2015-08-11 22:21:34","scikit-learn"
"2015-08-12 05:10:59","scikit-learn"
"2015-08-12 06:41:48","scikit-learn"
"2015-08-12 08:42:52","scikit-learn"
"2015-08-12 17:28:30","scikit-learn"
"2015-08-13 05:13:31","scikit-learn"
"2015-08-13 06:56:36","scikit-learn"
"2015-08-13 13:12:49","scikit-learn"
"2015-08-13 13:30:27","scikit-learn"
"2015-08-13 14:46:27","scikit-learn"
"2015-08-13 17:23:19","scikit-learn"
"2015-08-13 17:50:55","scikit-learn"
"2015-08-13 20:13:12","scikit-learn"
"2015-08-14 09:51:34","scikit-learn"
"2015-08-16 20:14:24","scikit-learn"
"2015-08-17 04:25:08","scikit-learn"
"2015-08-17 06:55:31","scikit-learn"
"2015-08-17 11:22:58","scikit-learn"
"2015-08-17 13:40:57","scikit-learn"
"2015-08-17 21:06:08","scikit-learn"
"2015-08-18 02:06:18","scikit-learn"
"2015-08-18 05:20:02","scikit-learn"
"2015-08-18 11:25:02","scikit-learn"
"2015-08-18 13:46:08","scikit-learn"
"2015-08-18 14:02:46","scikit-learn"
"2015-08-18 15:03:05","scikit-learn"
"2015-08-18 15:26:12","scikit-learn"
"2015-08-18 22:00:15","scikit-learn"
"2015-08-19 03:09:14","scikit-learn"
"2015-08-19 04:24:24","scikit-learn"
"2015-08-19 04:46:33","scikit-learn"
"2015-08-19 08:53:16","scikit-learn"
"2015-08-19 13:47:29","scikit-learn"
"2015-08-19 18:45:06","scikit-learn"
"2015-08-19 20:42:37","scikit-learn"
"2015-08-19 21:37:28","scikit-learn"
"2015-08-19 21:39:07","scikit-learn"
"2015-08-20 04:55:26","scikit-learn"
"2015-08-20 20:27:40","scikit-learn"
"2015-08-20 21:21:29","scikit-learn"
"2015-08-20 21:35:36","scikit-learn"
"2015-08-20 22:15:38","scikit-learn"
"2015-08-21 03:34:03","scikit-learn"
"2015-08-21 14:05:00","scikit-learn"
"2015-08-21 18:22:55","scikit-learn"
"2015-08-21 19:42:46","scikit-learn"
"2015-08-21 19:46:46","scikit-learn"
"2015-08-21 23:14:47","scikit-learn"
"2015-08-22 13:41:18","scikit-learn"
"2015-08-22 19:36:05","scikit-learn"
"2015-08-22 22:56:37","scikit-learn"
"2015-08-23 11:43:38","scikit-learn"
"2015-08-24 08:20:59","scikit-learn"
"2015-08-24 10:41:47","scikit-learn"
"2015-08-24 11:35:32","scikit-learn"
"2015-08-24 13:07:13","scikit-learn"
"2015-08-24 15:36:58","scikit-learn"
"2015-08-24 18:34:02","scikit-learn"
"2015-08-24 20:30:53","scikit-learn"
"2015-08-24 20:31:24","scikit-learn"
"2015-08-25 02:12:46","scikit-learn"
"2015-08-25 07:49:37","scikit-learn"
"2015-08-25 15:51:58","scikit-learn"
"2015-08-25 17:37:49","scikit-learn"
"2015-08-26 00:44:38","scikit-learn"
"2015-08-26 06:12:17","scikit-learn"
"2015-08-26 06:57:27","scikit-learn"
"2015-08-26 07:46:24","scikit-learn"
"2015-08-26 09:18:21","scikit-learn"
"2015-08-26 09:22:15","scikit-learn"
"2015-08-26 12:26:32","scikit-learn"
"2015-08-26 13:14:15","scikit-learn"
"2015-08-26 16:36:15","scikit-learn"
"2015-08-26 18:04:12","scikit-learn"
"2015-08-26 20:55:04","scikit-learn"
"2015-08-26 22:13:08","scikit-learn"
"2015-08-26 22:51:48","scikit-learn"
"2015-08-27 02:10:44","scikit-learn"
"2015-08-27 02:57:40","scikit-learn"
"2015-08-27 07:13:33","scikit-learn"
"2015-08-27 08:41:49","scikit-learn"
"2015-08-27 13:31:21","scikit-learn"
"2015-08-27 14:25:44","scikit-learn"
"2015-08-27 15:09:23","scikit-learn"
